     1→     1→{
     2→     2→ "batch": 15,
     3→     3→ "questions": [
   314→   314→   "Option 1": "Rapid reaction",
   315→   315→   "Option 2": "Slow reaction in dark",
   316→   316→   "Option 3": "Chain reaction in sunlight",
   317→   317→   "Option 4": "Neutralization reaction",
   318→   318→   "Correct Option": "3.0",
   319→   319→   "Explanation": "In the presence of sunlight, Chlorine replaces Hydrogen atoms one by one in a series of steps called a free radical substitution chain reaction.",
   320→   320→   "Exam": "CBSE",
   321→   321→   "Year": "2019.0",
   322→   322→   "_sheet_row": 721
   323→   323→  },
   324→   324→  {
   325→   325→   "Subject": "Science",
   326→   326→   "Chapter No.": "4.0",
   327→   327→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   328→   328→   "Medium": "Hindi",
   329→   329→   "Question": "पेंटेन ($C_5H_{12}$) के कितने संरचनात्मक समावयवी (Structural isomers) संभव हैं?",
   330→   330→   "Option 1": "2.0",
   331→   331→   "Option 2": "3.0",
   332→   332→   "Option 3": "4.0",
   333→   333→   "Option 4": "5.0",
   334→   334→   "Correct Option": "2.0",
   335→   335→   "Explanation": "पेंटेन तीन रूपों में मौजूद हो सकता है: n-पेंटेन (सीधी श्रृंखला), आइसोपेंटेन (2-मिथाइल ब्यूटेन), और नियोपेंटेन (2,2-डाइमिथाइल प्रोपेन)।",
   336→   336→   "Exam": "CBSE",
   337→   337→   "Year": "2021.0",
   338→   338→   "_sheet_row": 722
   339→   339→  },
   340→   340→  {
   341→   341→   "Subject": "Science",
   342→   342→   "Chapter No.": "4.0",
   343→   343→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   344→   344→   "Medium": "Hindi",
   345→   345→   "Question": "एक हाइड्रोकार्बन 'P' ब्रोमीन जल को रंगहीन कर देता है लेकिन सोडियम धातु के साथ अभिक्रिया नहीं करता है। 'P' के क्या होने की संभावना है?",
   346→   346→   "Option 1": "C2H6",
   347→   347→   "Option 2": "C2H2",
   348→   348→   "Option 3": "C2H5OH",
   349→   349→   "Option 4": "CH3COOH",
   350→   350→   "Correct Option": "2.0",
   351→   351→   "Explanation": "असंतृप्त हाइड्रोकार्बन (जैसे एथाइन) ब्रोमीन के साथ संकलन अभिक्रिया करते हैं, जिससे उसका रंग उड़ जाता है। अल्कोहल/अम्ल के विपरीत, वे हाइड्रोजन छोड़ने के लिए सोडियम के साथ अभिक्रिया नहीं करते हैं।",
   352→   352→   "Exam": "CBSE",
   353→   353→   "Year": "2019.0",
   354→   354→   "_sheet_row": 723
   355→   355→  },
   356→   356→  {
   357→   357→   "Subject": "Science",
   358→   358→   "Chapter No.": "4.0",
   359→   359→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   360→   360→   "Medium": "Hindi",
   361→   361→   "Question": "एस्टरीकरण (Esterification) अभिक्रिया में सांद्र सल्फ्यूरिक अम्ल की क्या भूमिका है?",
   362→   362→   "Option 1": "ऑक्सीकारक",
   363→   363→   "Option 2": "निर्जलीकरण कारक और उत्प्रेरक",
   364→   364→   "Option 3": "अपचायक",
   365→   365→   "Option 4": "विलायक",
   366→   366→   "Correct Option": "2.0",
   367→   367→   "Explanation": "सांद्र $H_2SO_4$ एक उत्प्रेरक के रूप में कार्य करता है और अभिक्रिया के दौरान बनने वाले जल को भी हटा देता है, जिससे एस्टर बनने की प्रक्रिया तेज हो जाती है।",
   368→   368→   "Exam": "CBSE",
   369→   369→   "Year": "2022.0",
   370→   370→   "_sheet_row": 724
   371→   371→  },
   372→   372→  {
   373→   373→   "Subject": "Science",
   374→   374→   "Chapter No.": "4.0",
   375→   375→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   376→   376→   "Medium": "Hindi",
   377→   377→   "Question": "निम्नलिखित में से किस कार्बन यौगिक का क्वथनांक सबसे अधिक है?",
   378→   378→   "Option 1": "CH4",
   379→   379→   "Option 2": "CH3CH2OH",
   380→   380→   "Option 3": "CH3COOH",
   381→   381→   "Option 4": "CH3Cl",
   382→   382→   "Correct Option": "3.0",
   383→   383→   "Explanation": "एथेनोइक अम्ल ($CH_3COOH$) का क्वथनांक एथेनॉल की तुलना में अधिक होता है क्योंकि इसमें अधिक मजबूत अंतर-आणविक हाइड्रोजन बंध (डाइमर का निर्माण) होता है।",
   384→   384→   "Exam": "CBSE",
   385→   385→   "Year": "2020.0",
   386→   386→   "_sheet_row": 725
   387→   387→  },
   388→   388→  {
   389→   389→   "Subject": "Science",
   390→   390→   "Chapter No.": "4.0",
   391→   391→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   392→   392→   "Medium": "Hindi",
   393→   393→   "Question": "एक कार्बनिक यौगिक 'X' को 443 K पर अतिरिक्त सांद्र $H_2SO_4$ के साथ गर्म करने पर एक असंतृप्त हाइड्रोकार्बन 'Y' प्राप्त होता है। 'X' सोडियम के साथ 'Z' गैस भी देता है। 'X', 'Y' और 'Z' पहचानें।",
   394→   394→   "Option 1": "एथेनॉल, एथीन, हाइड्रोजन",
   395→   395→   "Option 2": "एथेनॉल, एथेन, ऑक्सीजन",
   396→   396→   "Option 3": "एथेनोइक अम्ल, एथीन, हाइड्रोजन",
   397→   397→   "Option 4": "मेथेन, एथीन, हाइड्रोजन",
   398→   398→   "Correct Option": "1.0",
   399→   399→   "Explanation": "एथेनॉल (X) 443 K पर निर्जलीकृत होकर एथीन (Y) बनाता है। एथेनॉल सोडियम के साथ अभिक्रिया करके हाइड्रोजन गैस (Z) भी छोड़ता है।",
   400→   400→   "Exam": "CBSE",
   401→   401→   "Year": "2023.0",
   402→   402→   "_sheet_row": 726
   403→   403→  },
   404→   404→  {
   405→   405→   "Subject": "Science",
   406→   406→   "Chapter No.": "4.0",
   407→   407→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   408→   408→   "Medium": "Hindi",
   409→   409→   "Question": "साबुन के मिसेल की संरचना कैसी होती है?",
   410→   410→   "Option 1": "सिर केंद्र की ओर, पूंछ बाहर",
   411→   411→   "Option 2": "पूंछ केंद्र की ओर, सिर बाहर की ओर",
   412→   412→   "Option 3": "दोनों यादृच्छिक होते हैं",
   413→   413→   "Option 4": "सिर और पूंछ दोनों केंद्र में होते हैं",
   414→   414→   "Correct Option": "2.0",
   415→   415→   "Explanation": "जलविरागी (Hydrophobic) पूंछ पानी से बचने के लिए केंद्र में इकट्ठा हो जाती है, जबकि जलरागी (Hydrophilic) आयनिक सिर पानी की ओर होता है।",
   416→   416→   "Exam": "CBSE",
   417→   417→   "Year": "2018.0",
   418→   418→   "_sheet_row": 727
   419→   419→  },
   420→   420→  {
   421→   421→   "Subject": "Science",
   422→   422→   "Chapter No.": "4.0",
   423→   423→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   424→   424→   "Medium": "Hindi",
   425→   425→   "Question": "निम्नलिखित में से कौन संकलन (Addition) अभिक्रिया करेगा?",
   426→   426→   "Option 1": "CH4",
   427→   427→   "Option 2": "C3H8",
   428→   428→   "Option 3": "C2H6",
   429→   429→   "Option 4": "C3H6",
   430→   430→   "Correct Option": "4.0",
   431→   431→   "Explanation": "केवल असंतृप्त हाइड्रोकार्बन (एल्कीन और एल्काइन) ही संकलन अभिक्रिया करते हैं। $C_3H_6$ (प्रोपीन) एक एल्कीन है।",
   432→   432→   "Exam": "CBSE",
   433→   433→   "Year": "2021.0",
   434→   434→   "_sheet_row": 728
   435→   435→  },
   436→   436→  {
   437→   437→   "Subject": "Science",
   438→   438→   "Chapter No.": "4.0",
   439→   439→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   440→   440→   "Medium": "Hindi",
   441→   441→   "Question": "बेकिंग सोडा पर एथेनोइक अम्ल की क्रिया से उत्पन्न गैस का उपयोग किस लिए किया जाता है?",
   442→   442→   "Option 1": "जलाने के लिए",
   443→   443→   "Option 2": "आग बुझाने के लिए",
   444→   444→   "Option 3": "श्वसन के लिए",
   445→   445→   "Option 4": "प्रकाश संश्लेषण के लिए",
   446→   446→   "Correct Option": "2.0",
   447→   447→   "Explanation": "यह अभिक्रिया $CO_2$ गैस उत्पन्न करती है। चूँकि $CO_2$ दहन में सहायक नहीं है और हवा से भारी है, इसलिए इसका उपयोग आग बुझाने के लिए किया जाता है।",
   448→   448→   "Exam": "UP Board",
   449→   449→   "Year": "2019.0",
   450→   450→   "_sheet_row": 729
   451→   451→  },
   452→   452→  {
   453→   453→   "Subject": "Science",
   454→   454→   "Chapter No.": "4.0",
   455→   455→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   456→   456→   "Medium": "Hindi",
   457→   457→   "Question": "एथेनॉल में कौन सा पदार्थ मिलाकर 'विकृत अल्कोहल' (Denatured alcohol) तैयार किया जाता है?",
   458→   458→   "Option 1": "जल",
   459→   459→   "Option 2": "मेथेनॉल और पिरीडीन",
   460→   460→   "Option 3": "ग्लूकोज",
   461→   461→   "Option 4": "एथेनोइक अम्ल",
   462→   462→   "Correct Option": "2.0",
   463→   463→   "Explanation": "औद्योगिक दुरुपयोग को रोकने के लिए एथेनॉल में मेथेनॉल या दुर्गंधयुक्त पिरीडीन जैसे जहरीले पदार्थ मिलाकर उसे पीने के अयोग्य बनाया जाता है।",
   464→   464→   "Exam": "CBSE",
   465→   465→   "Year": "2017.0",
   466→   466→   "_sheet_row": 730
   467→   467→  },
   468→   468→  {
   469→   469→   "Subject": "Science",
   470→   470→   "Chapter No.": "4.0",
   471→   471→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   472→   472→   "Medium": "Hindi",
   473→   473→   "Question": "एथाइन ($C_2H_2$) की सही इलेक्ट्रॉन बिंदु संरचना क्या दर्शाती है?",
   474→   474→   "Option 1": "दो कार्बन 1 जोड़ी साझा करते हैं",
   475→   475→   "Option 2": "दो कार्बन 2 जोड़ी साझा करते हैं",
   476→   476→   "Option 3": "दो कार्बन 3 जोड़ी साझा करते हैं",
   477→   477→   "Option 4": "दो कार्बन 4 जोड़ी साझा करते हैं",
   478→   478→   "Correct Option": "3.0",
   479→   479→   "Explanation": "एथाइन ($HC \\equiv CH$) में, दो कार्बन परमाणु एक त्रि-बंध बनाने के लिए तीन जोड़ी इलेक्ट्रॉन साझा करते हैं।",
   480→   480→   "Exam": "CBSE",
   481→   481→   "Year": "2022.0",
   482→   482→   "_sheet_row": 731
   483→   483→  },
   484→   484→  {
   485→   485→   "Subject": "Science",
   486→   486→   "Chapter No.": "4.0",
   487→   487→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   488→   488→   "Medium": "Hindi",
   489→   489→   "Question": "यौगिक $CH_3-CH(OH)-CH_3$ का सही IUPAC नाम क्या है?",
   490→   490→   "Option 1": "प्रोपेन-1-ऑल",
   491→   491→   "Option 2": "प्रोपेन-2-ऑल",
   492→   492→   "Option 3": "प्रोपेनोन",
   493→   493→   "Option 4": "आइसोप्रोपेनॉल",
   494→   494→   "Correct Option": "2.0",
   495→   495→   "Explanation": "सबसे लंबी श्रृंखला में 3 कार्बन हैं (Prop-), सभी एकल बंध हैं (-an-), और दूसरे कार्बन पर एक हाइड्रॉक्सिल समूह है (-2-ol)।",
   496→   496→   "Exam": "HBSE",
   497→   497→   "Year": "2021.0",
   498→   498→   "_sheet_row": 732
   499→   499→  },
   500→   500→  {
   501→   501→   "Subject": "Science",
   502→   502→   "Chapter No.": "4.0",
   503→   503→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   504→   504→   "Medium": "Hindi",
   505→   505→   "Question": "जब एथेनॉल क्षारीय KMnO4 के साथ अभिक्रिया करता है तो क्या होता है?",
   506→   506→   "Option 1": "यह एथेन में अपचयित हो जाता है",
   507→   507→   "Option 2": "यह एथेनोइक अम्ल में ऑक्सीकृत हो जाता है",
   508→   508→   "Option 3": "कोई अभिक्रिया नहीं होती",
   509→   509→   "Option 4": "यह $CO_2$ बनाने के लिए जलता है",
   510→   510→   "Correct Option": "2.0",
   511→   511→   "Explanation": "क्षारीय $KMnO_4$ एक प्रबल ऑक्सीकारक है जो $-CH_2OH$ समूह को $-COOH$ समूह में बदल देता है।",
   512→   512→   "Exam": "CBSE",
   513→   513→   "Year": "2020.0",
   514→   514→   "_sheet_row": 733
   515→   515→  },
   516→   516→  {
   517→   517→   "Subject": "Science",
   518→   518→   "Chapter No.": "4.0",
   519→   519→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   520→   520→   "Medium": "Hindi",
   521→   521→   "Question": "साबुन कठोर जल में काम नहीं करते क्योंकि वे एक अघुलनशील अवक्षेप बनाते हैं, जिसे कहते हैं:",
   522→   522→   "Option 1": "मिसेल",
   523→   523→   "Option 2": "झाग",
   524→   524→   "Option 3": "स्कम (Scum)",
   525→   525→   "Option 4": "लेदर",
   526→   526→   "Correct Option": "3.0",
   527→   527→   "Explanation": "साबुन कठोर जल में कैल्शियम और मैग्नीशियम लवणों के साथ अभिक्रिया करके 'स्कम' नामक अघुलनशील धूसर पदार्थ बनाता है।",
   528→   528→   "Exam": "CBSE",
   529→   529→   "Year": "2021.0",
   530→   530→   "_sheet_row": 734
   531→   531→  },
   532→   532→  {
   533→   533→   "Subject": "Science",
