     1→     1→{
     2→     2→ "batch": 16,
     3→     3→ "questions": [
   290→   290→   "_sheet_row": 769
   291→   291→  },
   292→   292→  {
   293→   293→   "Subject": "Science",
   294→   294→   "Chapter No.": "4.0",
   295→   295→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   296→   296→   "Medium": "Hindi",
   297→   297→   "Question": "निम्नलिखित में से कौन सोडियम बाइकार्बोनेट परीक्षण के साथ सकारात्मक परिणाम नहीं देगा?",
   298→   298→   "Option 1": "एथेनोइक अम्ल",
   299→   299→   "Option 2": "प्रोपेनोइक अम्ल",
   300→   300→   "Option 3": "एथेनॉल",
   301→   301→   "Option 4": "मेथेनोइक अम्ल",
   302→   302→   "Correct Option": "3.0",
   303→   303→   "Explanation": "सोडियम बाइकार्बोनेट केवल कार्बोक्सिलिक अम्लों के साथ अभिक्रिया करके $CO_2$ गैस छोड़ता है। एथेनॉल जैसे अल्कोहल इतने अम्लीय नहीं होते कि इसके साथ अभिक्रिया कर सकें।",
   304→   304→   "Exam": "CBSE",
   305→   305→   "Year": "2019.0",
   306→   306→   "_sheet_row": 770
   307→   307→  },
   308→   308→  {
   309→   309→   "Subject": "Science",
   310→   310→   "Chapter No.": "4.0",
   311→   311→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   312→   312→   "Medium": "Hindi",
   313→   313→   "Question": "एथीन के एक अणु में कितने द्वि-बंध मौजूद होते हैं?",
   314→   314→   "Option 1": "एक",
   315→   315→   "Option 2": "दो",
   316→   316→   "Option 3": "तीन",
   317→   317→   "Option 4": "शून्य",
   318→   318→   "Correct Option": "1.0",
   319→   319→   "Explanation": "एथीन ($C_2H_4$) में दो कार्बन परमाणुओं के बीच एक द्वि-बंध ($CH_2=CH_2$) और चार एकल C-H बंध होते हैं।",
   320→   320→   "Exam": "Bihar Board",
   321→   321→   "Year": "2022.0",
   322→   322→   "_sheet_row": 771
   323→   323→  },
   324→   324→  {
   325→   325→   "Subject": "Science",
   326→   326→   "Chapter No.": "4.0",
   327→   327→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   328→   328→   "Medium": "Hindi",
   329→   329→   "Question": "टिंक्चर आयोडीन (Tincture Iodine) के निर्माण में निम्नलिखित में से किसका उपयोग किया जाता है?",
   330→   330→   "Option 1": "एथेनोइक अम्ल",
   331→   331→   "Option 2": "एथेनॉल",
   332→   332→   "Option 3": "मेथेनॉल",
   333→   333→   "Option 4": "एसीटोन",
   334→   334→   "Correct Option": "2.0",
   335→   335→   "Explanation": "टिंक्चर आयोडीन, अल्कोहल (एथेनॉल) और जल के मिश्रण में 2-3% आयोडीन का विलयन होता है।",
   336→   336→   "Exam": "CBSE",
   337→   337→   "Year": "2017.0",
   338→   338→   "_sheet_row": 772
   339→   339→  },
   340→   340→  {
   341→   341→   "Subject": "Science",
   342→   342→   "Chapter No.": "4.0",
   343→   343→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   344→   344→   "Medium": "Hindi",
   345→   345→   "Question": "तेलों से वनस्पति घी बनाने के औद्योगिक निर्माण में किस उत्प्रेरक का उपयोग किया जाता है?",
   346→   346→   "Option 1": "लोहा",
   347→   347→   "Option 2": "निकल",
   348→   348→   "Option 3": "तांबा",
   349→   349→   "Option 4": "प्लैटिनम",
   350→   350→   "Correct Option": "2.0",
   351→   351→   "Explanation": "असंतृप्त वसा (तेलों) में हाइड्रोजन जोड़ने के लिए निकल एक उत्प्रेरक के रूप में कार्य करता है ताकि उन्हें संतृप्त वसा (घी) में बदला जा सके।",
   352→   352→   "Exam": "MP Board",
   353→   353→   "Year": "2021.0",
   354→   354→   "_sheet_row": 773
   355→   355→  },
   356→   356→  {
   357→   357→   "Subject": "Science",
   358→   358→   "Chapter No.": "4.0",
   359→   359→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   360→   360→   "Medium": "Hindi",
   361→   361→   "Question": "अल्कोहल समजातीय श्रेणी का सामान्य सूत्र क्या है?",
   362→   362→   "Option 1": "CnH2n+1OH",
   363→   363→   "Option 2": "CnH2nOH",
   364→   364→   "Option 3": "CnH2n+2OH",
   365→   365→   "Option 4": "CnH2n-1OH",
   366→   366→   "Correct Option": "1.0",
   367→   367→   "Explanation": "एल्केन ($C_nH_{2n+2}$) के एक हाइड्रोजन को $-OH$ समूह से प्रतिस्थापित करने पर अल्कोहल बनते हैं, जिसके परिणामस्वरूप $C_nH_{2n+1}OH$ प्राप्त होता है।",
   368→   368→   "Exam": "CBSE",
   369→   369→   "Year": "2021.0",
   370→   370→   "_sheet_row": 774
   371→   371→  },
   372→   372→  {
   373→   373→   "Subject": "Science",
   374→   374→   "Chapter No.": "4.0",
   375→   375→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   376→   376→   "Medium": "Hindi",
   377→   377→   "Question": "सर्जरी में एनेस्थेटिक (Anaesthetic) के रूप में किस कार्बन यौगिक का उपयोग किया जाता है?",
   378→   378→   "Option 1": "मेथेन",
   379→   379→   "Option 2": "एथेनॉल",
   380→   380→   "Option 3": "क्लोरोफॉर्म",
   381→   381→   "Option 4": "एथेनोइक अम्ल",
   382→   382→   "Correct Option": "3.0",
   383→   383→   "Explanation": "क्लोरोफॉर्म ($CHCl_3$) का उपयोग ऐतिहासिक रूप से एनेस्थेटिक के रूप में किया जाता था, हालाँकि आज सुरक्षित विकल्प उपयोग किए जाते हैं।",
   384→   384→   "Exam": "ICSE",
   385→   385→   "Year": "2020.0",
   386→   386→   "_sheet_row": 775
   387→   387→  },
   388→   388→  {
   389→   389→   "Subject": "Science",
   390→   390→   "Chapter No.": "4.0",
   391→   391→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   392→   392→   "Medium": "Hindi",
   393→   393→   "Question": "वेल्डिंग के लिए एथाइन और ऑक्सीजन के मिश्रण का उपयोग किया जाता है। एथाइन और हवा के मिश्रण का उपयोग क्यों नहीं किया जाता?",
   394→   394→   "Option 1": "हवा में नाइट्रोजन होती है जो विस्फोटक है",
   395→   395→   "Option 2": "हवा में दहन अपूर्ण होता है और कम गर्म होता है",
   396→   396→   "Option 3": "एथाइन हवा में नहीं जलता है",
   397→   397→   "Option 4": "हवा बहुत महंगी है",
   398→   398→   "Correct Option": "2.0",
   399→   399→   "Explanation": "हवा में केवल 21% ऑक्सीजन होती है। हवा में एथाइन जलाने से अपूर्ण दहन (कालिख वाली लौ) होता है और धातु पिघलाने के लिए पर्याप्त तापमान नहीं मिल पाता।",
   400→   400→   "Exam": "CBSE",
   401→   401→   "Year": "2022.0",
   402→   402→   "_sheet_row": 776
   403→   403→  },
   404→   404→  {
   405→   405→   "Subject": "Science",
   406→   406→   "Chapter No.": "4.0",
   407→   407→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   408→   408→   "Medium": "Hindi",
   409→   409→   "Question": "कार्बन के चार बंध बनाने के गुण को किस रूप में जाना जाता है?",
   410→   410→   "Option 1": "शृंखलन",
   411→   411→   "Option 2": "समावयवता",
   412→   412→   "Option 3": "चतुःसंयोजकता (Tetravalency)",
   413→   413→   "Option 4": "अपररूपता",
   414→   414→   "Correct Option": "3.0",
   415→   415→   "Explanation": "कार्बन में चार संयोजकता इलेक्ट्रॉन होते हैं, जिससे यह चार अन्य परमाणुओं के साथ बंध बना सकता है। इसे इसकी चतुःसंयोजक प्रकृति कहा जाता है।",
   416→   416→   "Exam": "Bihar Board",
   417→   417→   "Year": "2021.0",
   418→   418→   "_sheet_row": 777
   419→   419→  },
   420→   420→  {
   421→   421→   "Subject": "Science",
   422→   422→   "Chapter No.": "4.0",
   423→   423→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   424→   424→   "Medium": "Hindi",
   425→   425→   "Question": "निम्नलिखित में से किसमें कार्बोक्सिल समूह नहीं होता है?",
   426→   426→   "Option 1": "सिरका",
   427→   427→   "Option 2": "नींबू का रस",
   428→   428→   "Option 3": "टमाटर",
   429→   429→   "Option 4": "एथेनॉल",
   430→   430→   "Correct Option": "4.0",
   431→   431→   "Explanation": "सिरका (एसिटिक अम्ल), नींबू (साइट्रिक अम्ल), और टमाटर (ऑक्सैलिक अम्ल) सभी अम्ल हैं। एथेनॉल एक अल्कोहल है और इसमें हाइड्रॉक्सिल समूह ($-OH$) होता है।",
   432→   432→   "Exam": "CBSE",
   433→   433→   "Year": "2023.0",
   434→   434→   "_sheet_row": 778
   435→   435→  },
   436→   436→  {
   437→   437→   "Subject": "Science",
   438→   438→   "Chapter No.": "4.0",
   439→   439→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   440→   440→   "Medium": "Hindi",
   441→   441→   "Question": "जब एथेनोइक अम्ल सोडियम हाइड्रॉक्साइड के साथ अभिक्रिया करता है, तो बनने वाला लवण है:",
   442→   442→   "Option 1": "सोडियम एथेनोएट",
   443→   443→   "Option 2": "सोडियम मेथेनोएट",
   444→   444→   "Option 3": "सोडियम प्रोपेनोएट",
   445→   445→   "Option 4": "सोडियम क्लोराइड",
   446→   446→   "Correct Option": "1.0",
   447→   447→   "Explanation": "अभिक्रिया है: $CH_3COOH + NaOH \\rightarrow CH_3COONa + H_2O$। यहाँ $CH_3COONa$ सोडियम एथेनोएट (सोडियम एसीटेट) है।",
   448→   448→   "Exam": "CBSE",
   449→   449→   "Year": "2018.0",
   450→   450→   "_sheet_row": 779
   451→   451→  },
   452→   452→  {
   453→   453→   "Subject": "Science",
   454→   454→   "Chapter No.": "4.0",
   455→   455→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   456→   456→   "Medium": "Hindi",
   457→   457→   "Question": "कार्बन और उसके यौगिकों का उपयोग ईंधन के रूप में किया जाता है क्योंकि:",
   458→   458→   "Option 1": "उनका कैलोरी मान कम होता है",
   459→   459→   "Option 2": "वे स्वच्छ लौ और उच्च ऊष्मा के साथ जलते हैं",
   460→   460→   "Option 3": "वे बहुत सस्ते होते हैं",
   461→   461→   "Option 4": "वे हीरे के रूप में उपलब्ध हैं",
   462→   462→   "Correct Option": "2.0",
   463→   463→   "Explanation": "अधिकांश कार्बन यौगिक दहन पर बड़ी मात्रा में ऊष्मा ऊर्जा मुक्त करते हैं और कुशलता से जलते हैं, जो उन्हें उत्कृष्ट ईंधन बनाता है।",
   464→   464→   "Exam": "CBSE",
   465→   465→   "Year": "2020.0",
   466→   466→   "_sheet_row": 780
   467→   467→  },
   468→   468→  {
   469→   469→   "Subject": "Science",
   470→   470→   "Chapter No.": "4.0",
   471→   471→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   472→   472→   "Medium": "Hindi",
   473→   473→   "Question": "एल्काइन श्रेणी का दूसरा सदस्य निम्नलिखित में से कौन सा है?",
   474→   474→   "Option 1": "एथाइन",
   475→   475→   "Option 2": "प्रोपाइन",
   476→   476→   "Option 3": "ब्यूटीन",
   477→   477→   "Option 4": "मेथीन",
   478→   478→   "Correct Option": "2.0",
   479→   479→   "Explanation": "पहला सदस्य एथाइन ($C_2H_2$) है। दूसरा सदस्य, जिसमें तीन कार्बन परमाणु होते हैं, प्रोपाइन ($C_3H_4$) है।",
   480→   480→   "Exam": "HBSE",
   481→   481→   "Year": "2021.0",
   482→   482→   "_sheet_row": 781
   483→   483→  },
   484→   484→  {
   485→   485→   "Subject": "Science",
   486→   486→   "Chapter No.": "4.0",
   487→   487→   "Chapter Name": "Carbon and its Compounds",
   488→   488→   "Medium": "English",
   489→   489→   "Question": "Two organic compounds 'A' and 'B' have the same molecular formula $C_3H_6O$. 'A' gives a positive result with Fehling's solution, while 'B' does not. Identify 'A' and 'B'.",
   490→   490→   "Option 1": "A=Propanal, B=Propanone",
   491→   491→   "Option 2": "A=Propanone, B=Propanal",
   492→   492→   "Option 3": "A=Propanol, B=Propanoic acid",
   493→   493→   "Option 4": "A=Ethanal, B=Ethanone",
   494→   494→   "Correct Option": "1.0",
   495→   495→   "Explanation": "$C_3H_6O$ can be an aldehyde or a ketone. Aldehydes (Propanal) reduce Fehling's solution, but Ketones (Propanone) do not.",
   496→   496→   "Exam": "CBSE",
   497→   497→   "Year": "2022.0",
   498→   498→   "_sheet_row": 782
   499→   499→  },
   500→   500→  {
   501→   501→   "Subject": "Science",
   502→   502→   "Chapter No.": "4.0",
   503→   503→   "Chapter Name": "Carbon and its Compounds",
   504→   504→   "Medium": "English",
   505→   505→   "Question": "What is the chemical nature of the product formed when Ethanol is treated with alkaline $KMnO_4$?",
   506→   506→   "Option 1": "Neutral",
   507→   507→   "Option 2": "Acidic",
   508→   508→   "Option 3": "Basic",
   509→   509→   "Option 4": "Amphoteric",
   510→   510→   "Correct Option": "2.0",
   511→   511→   "Explanation": "Alkaline $KMnO_4$ oxidizes Ethanol to Ethanoic acid. Since the product is an acid, its nature is acidic.",
   512→   512→   "Exam": "CBSE",
   513→   513→   "Year": "2023.0",
   514→   514→   "_sheet_row": 783
   515→   515→  },
   516→   516→  {
   517→   517→   "Subject": "Science",
   518→   518→   "Chapter No.": "4.0",
   519→   519→   "Chapter Name": "Carbon and its Compounds",
   520→   520→   "Medium": "English",
