     1→     1→{
     2→     2→ "batch": 7,
     3→     3→ "questions": [
   321→   321→   "Year": "2019.0",
   322→   322→   "_sheet_row": 321
   323→   323→  },
   324→   324→  {
   325→   325→   "Subject": "Science",
   326→   326→   "Chapter No.": "2.0",
   327→   327→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   328→   328→   "Medium": "Hindi",
   329→   329→   "Question": "सोना (Gold) घोलने के लिए निम्नलिखित में से किसका उपयोग किया जाता है?",
   330→   330→   "Option 1": "हाइड्रोक्लोरिक अम्ल",
   331→   331→   "Option 2": "सल्फ्यूरिक अम्ल",
   332→   332→   "Option 3": "नाइट्रिक अम्ल",
   333→   333→   "Option 4": "एक्वा रेजिया",
   334→   334→   "Correct Option": "4.0",
   335→   335→   "Explanation": "एक्वा रेजिया सांद्र हाइड्रोक्लोरिक अम्ल और सांद्र नाइट्रिक अम्ल का 3:1 के अनुपात में ताज़ा तैयार मिश्रण है। यह उन गिने-चुने अभिकर्मकों में से एक है जो सोने और प्लेटिनम को घोल सकते हैं।",
   336→   336→   "Exam": "CBSE",
   337→   337→   "Year": "2020.0",
   338→   338→   "_sheet_row": 322
   339→   339→  },
   340→   340→  {
   341→   341→   "Subject": "Science",
   342→   342→   "Chapter No.": "2.0",
   343→   343→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   344→   344→   "Medium": "Hindi",
   345→   345→   "Question": "मिट्टी का pH 5.2 है। बेहतर फसल उत्पादन के लिए मिट्टी को उदासीन करने हेतु इसमें क्या मिलाया जाना चाहिए?",
   346→   346→   "Option 1": "कैल्शियम ऑक्साइड",
   347→   347→   "Option 2": "सिरका",
   348→   348→   "Option 3": "नींबू का रस",
   349→   349→   "Option 4": "अमोनियम क्लोराइड",
   350→   350→   "Correct Option": "1.0",
   351→   351→   "Explanation": "मिट्टी अम्लीय है (pH 5.2)। कैल्शियम ऑक्साइड (बिना बुझा चूना) क्षारीय होता है और किसानों द्वारा अम्लीय मिट्टी को उदासीन करने के लिए इसका उपयोग किया जाता है।",
   352→   352→   "Exam": "UP Board",
   353→   353→   "Year": "2021.0",
   354→   354→   "_sheet_row": 323
   355→   355→  },
   356→   356→  {
   357→   357→   "Subject": "Science",
   358→   358→   "Chapter No.": "2.0",
   359→   359→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   360→   360→   "Medium": "Hindi",
   361→   361→   "Question": "निम्नलिखित में से कौन सा एक उदासीन (Neutral) लवण है?",
   362→   362→   "Option 1": "सोडियम क्लोराइड",
   363→   363→   "Option 2": "सोडियम कार्बोनेट",
   364→   364→   "Option 3": "अमोनियम क्लोराइड",
   365→   365→   "Option 4": "सोडियम एसीटेट",
   366→   366→   "Correct Option": "1.0",
   367→   367→   "Explanation": "सोडियम क्लोराइड ($NaCl$) एक प्रबल अम्ल ($HCl$) और प्रबल क्षारक ($NaOH$) से बनता है, जिससे यह 7 pH के साथ उदासीन हो जाता है।",
   368→   368→   "Exam": "Bihar Board",
   369→   369→   "Year": "2019.0",
   370→   370→   "_sheet_row": 324
   371→   371→  },
   372→   372→  {
   373→   373→   "Subject": "Science",
   374→   374→   "Chapter No.": "2.0",
   375→   375→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   376→   376→   "Medium": "Hindi",
   377→   377→   "Question": "सिरके में थोड़ा सा बेकिंग सोडा मिलाने पर क्या प्रेक्षण होता है?",
   378→   378→   "Option 1": "कोई अभिक्रिया नहीं होती",
   379→   379→   "Option 2": "एक 'पॉप' ध्वनि सुनाई देती है",
   380→   380→   "Option 3": "तेजी से बुदबुदाहट (Effervescence) होती है",
   381→   381→   "Option 4": "विलयन नीला हो जाता है",
   382→   382→   "Correct Option": "3.0",
   383→   383→   "Explanation": "सिरके में एसिटिक अम्ल होता है जो बेकिंग सोडा (सोडियम हाइड्रोजनकार्बोनेट) के साथ अभिक्रिया करके कार्बन डाइऑक्साइड गैस छोड़ता है, जिससे तेज बुदबुदाहट होती है।",
   384→   384→   "Exam": "CBSE",
   385→   385→   "Year": "2022.0",
   386→   386→   "_sheet_row": 325
   387→   387→  },
   388→   388→  {
   389→   389→   "Subject": "Science",
   390→   390→   "Chapter No.": "2.0",
   391→   391→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   392→   392→   "Medium": "Hindi",
   393→   393→   "Question": "अग्निशामक यंत्रों (Fire extinguishers) में निम्नलिखित में से किस रसायन का उपयोग किया जाता है?",
   394→   394→   "Option 1": "सोडियम कार्बोनेट",
   395→   395→   "Option 2": "सोडियम हाइड्रोजनकार्बोनेट",
   396→   396→   "Option 3": "कैल्शियम क्लोराइड",
   397→   397→   "Option 4": "सोडियम सल्फेट",
   398→   398→   "Correct Option": "2.0",
   399→   399→   "Explanation": "सोडियम हाइड्रोजनकार्बोनेट (बेकिंग सोडा) यंत्र के अंदर अम्ल के साथ अभिक्रिया करके $CO_2$ गैस बनाता है, जो ऑक्सीजन की आपूर्ति काटकर आग बुझाने में मदद करती है।",
   400→   400→   "Exam": "CBSE",
   401→   401→   "Year": "2018.0",
   402→   402→   "_sheet_row": 326
   403→   403→  },
   404→   404→  {
   405→   405→   "Subject": "Science",
   406→   406→   "Chapter No.": "2.0",
   407→   407→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   408→   408→   "Medium": "Hindi",
   409→   409→   "Question": "आर्द्र (Humid) दिन में हाइड्रोजन क्लोराइड गैस तैयार करते समय, गैस को आमतौर पर कैल्शियम क्लोराइड युक्त 'गार्ड ट्यूब' से गुजारा जाता है। कैल्शियम क्लोराइड की भूमिका है:",
   410→   410→   "Option 1": "निकलने वाली गैस को सोखना",
   411→   411→   "Option 2": "गैस को नम करना",
   412→   412→   "Option 3": "गैस से नमी सोखना",
   413→   413→   "Option 4": "उत्प्रेरक के रूप में कार्य करना",
   414→   414→   "Correct Option": "3.0",
   415→   415→   "Explanation": "कैल्शियम क्लोराइड ($CaCl_2$) एक शक्तिशाली निर्जलीकरण कारक (Desiccant) है। इसका उपयोग $HCl$ गैस से नमी हटाकर उसे सुखाने के लिए किया जाता है।",
   416→   416→   "Exam": "CBSE",
   417→   417→   "Year": "2021.0",
   418→   418→   "_sheet_row": 327
   419→   419→  },
   420→   420→  {
   421→   421→   "Subject": "Science",
   422→   422→   "Chapter No.": "2.0",
   423→   423→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   424→   424→   "Medium": "Hindi",
   425→   425→   "Question": "अम्लीय विलयन में मिथाइल ऑरेंज सूचक का रंग कैसा होता है?",
   426→   426→   "Option 1": "पीला",
   427→   427→   "Option 2": "गुलाबी",
   428→   428→   "Option 3": "लाल",
   429→   429→   "Option 4": "नारंगी",
   430→   430→   "Correct Option": "3.0",
   431→   431→   "Explanation": "मिथाइल ऑरेंज एक कृत्रिम सूचक है जो अम्लीय विलयन में लाल और क्षारीय विलयन में पीला हो जाता है।",
   432→   432→   "Exam": "HBSE",
   433→   433→   "Year": "2020.0",
   434→   434→   "_sheet_row": 328
   435→   435→  },
   436→   436→  {
   437→   437→   "Subject": "Science",
   438→   438→   "Chapter No.": "2.0",
   439→   439→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   440→   440→   "Medium": "Hindi",
   441→   441→   "Question": "एक विद्युत अपघट्य के माध्यम से विद्युत चालकता प्रदर्शित करने के प्रयोग में, निम्नलिखित में से कौन विद्युत का चालन नहीं करेगा?",
   442→   442→   "Option 1": "तनु $HCl$",
   443→   443→   "Option 2": "तनु $NaOH$",
   444→   444→   "Option 3": "ग्लूकोज विलयन",
   445→   445→   "Option 4": "तनु $H_2SO_4$",
   446→   446→   "Correct Option": "3.0",
   447→   447→   "Explanation": "ग्लूकोज और अल्कोहल जल में आयनों में नहीं टूटते। मुक्त आयनों की कमी के कारण ये विद्युत का चालन नहीं करते हैं।",
   448→   448→   "Exam": "CBSE",
   449→   449→   "Year": "2023.0",
   450→   450→   "_sheet_row": 329
   451→   451→  },
   452→   452→  {
   453→   453→   "Subject": "Science",
   454→   454→   "Chapter No.": "2.0",
   455→   455→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   456→   456→   "Medium": "Hindi",
   457→   457→   "Question": "निम्नलिखित में से कौन सा एक कृत्रिम (Synthetic) सूचक का उदाहरण है?",
   458→   458→   "Option 1": "हल्दी",
   459→   459→   "Option 2": "लिटमस",
   460→   460→   "Option 3": "मिथाइल ऑरेंज",
   461→   461→   "Option 4": "चीन गुलाब (China rose)",
   462→   462→   "Correct Option": "3.0",
   463→   463→   "Explanation": "मिथाइल ऑरेंज और फेनोल्फथलीन मानव निर्मित (कृत्रिम) सूचक हैं, जबकि हल्दी, लिटमस और गुड़हल (China rose) प्राकृतिक सूचक हैं।",
   464→   464→   "Exam": "MP Board",
   465→   465→   "Year": "2021.0",
   466→   466→   "_sheet_row": 330
   467→   467→  },
   468→   468→  {
   469→   469→   "Subject": "Science",
   470→   470→   "Chapter No.": "2.0",
   471→   471→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   472→   472→   "Medium": "Hindi",
   473→   473→   "Question": "सोडा ऐश (Soda ash) का रासायनिक सूत्र क्या है?",
   474→   474→   "Option 1": "Na2CO3 . 10H2O",
   475→   475→   "Option 2": "Na2CO3",
   476→   476→   "Option 3": "NaHCO3",
   477→   477→   "Option 4": "NaOH",
   478→   478→   "Correct Option": "2.0",
   479→   479→   "Explanation": "निर्जल सोडियम कार्बोनेट (क्रिस्टलन के जल के बिना धोने का सोडा) को आमतौर पर सोडा ऐश के रूप में जाना जाता है।",
   480→   480→   "Exam": "ICSE",
   481→   481→   "Year": "2019.0",
   482→   482→   "_sheet_row": 331
   483→   483→  },
   484→   484→  {
   485→   485→   "Subject": "Science",
   486→   486→   "Chapter No.": "2.0",
   487→   487→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   488→   488→   "Medium": "Hindi",
   489→   489→   "Question": "उस विलयन का pH क्या है जो फेनोल्फथलीन को गुलाबी कर देता है?",
   490→   490→   "Option 1": "4.0",
   491→   491→   "Option 2": "7.0",
   492→   492→   "Option 3": "2.0",
   493→   493→   "Option 4": "9.0",
   494→   494→   "Correct Option": "4.0",
   495→   495→   "Explanation": "फेनोल्फथलीन केवल क्षारीय विलयनों (pH > 7) में गुलाबी होता है। दिए गए विकल्पों में से केवल 9 क्षारीय सीमा में है।",
   496→   496→   "Exam": "CBSE",
   497→   497→   "Year": "2022.0",
   498→   498→   "_sheet_row": 332
   499→   499→  },
   500→   500→  {
   501→   501→   "Subject": "Science",
   502→   502→   "Chapter No.": "2.0",
   503→   503→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   504→   504→   "Medium": "Hindi",
   505→   505→   "Question": "बोरेक्स (Borax) के निर्माण में किस लवण का उपयोग किया जाता है?",
   506→   506→   "Option 1": "बेकिंग सोडा",
   507→   507→   "Option 2": "धोने का सोडा",
   508→   508→   "Option 3": "साधारण नमक",
   509→   509→   "Option 4": "विरंजक चूर्ण",
   510→   510→   "Correct Option": "2.0",
   511→   511→   "Explanation": "सोडियम कार्बोनेट (धोने का सोडा) बोरेक्स के औद्योगिक उत्पादन में उपयोग किया जाने वाला एक प्रमुख कच्चा माल है।",
   512→   512→   "Exam": "CBSE",
   513→   513→   "Year": "2017.0",
   514→   514→   "_sheet_row": 333
   515→   515→  },
   516→   516→  {
   517→   517→   "Subject": "Science",
   518→   518→   "Chapter No.": "2.0",
   519→   519→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   520→   520→   "Medium": "Hindi",
   521→   521→   "Question": "जब कोई क्षारक किसी अधातु ऑक्साइड के साथ अभिक्रिया करता है, तो क्या बनता है?",
   522→   522→   "Option 1": "लवण और जल",
   523→   523→   "Option 2": "लवण और हाइड्रोजन",
   524→   524→   "Option 3": "अम्ल और जल",
   525→   525→   "Option 4": "क्षारक और ऑक्सीजन",
   526→   526→   "Correct Option": "1.0",
   527→   527→   "Explanation": "अधातु ऑक्साइड (जैसे $CO_2$) अम्लीय होते हैं। क्षारक के साथ इनकी अभिक्रिया एक उदासीनीकरण अभिक्रिया है, जिससे लवण और जल प्राप्त होता है।",
   528→   528→   "Exam": "CBSE",
   529→   529→   "Year": "2020.0",
   530→   530→   "_sheet_row": 334
   531→   531→  },
   532→   532→  {
   533→   533→   "Subject": "Science",
   534→   534→   "Chapter No.": "2.0",
   535→   535→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   536→   536→   "Medium": "Hindi",
   537→   537→   "Question": "टार्टरिक अम्ल किसमें पाया जाता है?",
   538→   538→   "Option 1": "नींबू",
   539→   539→   "Option 2": "इमली",
   540→   540→   "Option 3": "सिरका",
   541→   541→   "Option 4": "दही",
   542→   542→   "Correct Option": "2.0",
   543→   543→   "Explanation": "इमली और अंगूर टार्टरिक अम्ल के समृद्ध स्रोत हैं। दही में लैक्टिक अम्ल और सिरके में एसिटिक अम्ल होता है।",
   544→   544→   "Exam": "UP Board",
   545→   545→   "Year": "2019.0",
   546→   546→   "_sheet_row": 335
   547→   547→  },
   548→   548→  {
