     1→     1→{
     2→     2→ "batch": 14,
     3→     3→ "questions": [
   282→   282→   "Option 1": "The ionic head",
   283→   283→   "Option 2": "The long hydrocarbon chain",
   284→   284→   "Option 3": "The oxygen atom",
   285→   285→   "Option 4": "The sodium ion",
   286→   286→   "Correct Option": "2.0",
   287→   287→   "Explanation": "The long carbon chain is 'water-fearing' (hydrophobic) and attaches to oil/dirt, while the ionic head is 'water-loving' (hydrophilic).",
   288→   288→   "Exam": "CBSE",
   289→   289→   "Year": "2021.0",
   290→   290→   "_sheet_row": 669
   291→   291→  },
   292→   292→  {
   293→   293→   "Subject": "Science",
   294→   294→   "Chapter No.": "4.0",
   295→   295→   "Chapter Name": "Carbon and its Compounds",
   296→   296→   "Medium": "English",
   297→   297→   "Question": "Esterification is the reaction between:",
   298→   298→   "Option 1": "Acid and Base",
   299→   299→   "Option 2": "Alcohol and Carboxylic acid",
   300→   300→   "Option 3": "Acid and Metal",
   301→   301→   "Option 4": "Alcohol and Sodium",
   302→   302→   "Correct Option": "2.0",
   303→   303→   "Explanation": "An alcohol reacts with a carboxylic acid in the presence of an acid catalyst to form a sweet-smelling compound called an Ester.",
   304→   304→   "Exam": "CBSE",
   305→   305→   "Year": "2019.0",
   306→   306→   "_sheet_row": 670
   307→   307→  },
   308→   308→  {
   309→   309→   "Subject": "Science",
   310→   310→   "Chapter No.": "4.0",
   311→   311→   "Chapter Name": "Carbon and its Compounds",
   312→   312→   "Medium": "English",
   313→   313→   "Question": "The reaction $CH_4 + Cl_2 \\xrightarrow{Sunlight} CH_3Cl + HCl$ is an example of:",
   314→   314→   "Option 1": "Addition reaction",
   315→   315→   "Option 2": "Substitution reaction",
   316→   316→   "Option 3": "Oxidation reaction",
   317→   317→   "Option 4": "Combustion",
   318→   318→   "Correct Option": "2.0",
   319→   319→   "Explanation": "In saturated hydrocarbons, a hydrogen atom is replaced by another atom (like Chlorine) in the presence of sunlight. This is a substitution reaction.",
   320→   320→   "Exam": "HBSE",
   321→   321→   "Year": "2022.0",
   322→   322→   "_sheet_row": 671
   323→   323→  },
   324→   324→  {
   325→   325→   "Subject": "Science",
   326→   326→   "Chapter No.": "4.0",
   327→   327→   "Chapter Name": "Carbon and its Compounds",
   328→   328→   "Medium": "English",
   329→   329→   "Question": "Which of the following can be used to distinguish between an Alcohol and a Carboxylic acid?",
   330→   330→   "Option 1": "Litmus paper",
   331→   331→   "Option 2": "Sodium bicarbonate",
   332→   332→   "Option 3": "Sodium metal",
   333→   333→   "Option 4": "Both 1 and 2",
   334→   334→   "Correct Option": "4.0",
   335→   335→   "Explanation": "Carboxylic acids turn blue litmus red and release $CO_2$ (effervescence) with $NaHCO_3$, whereas Alcohols do neither.",
   336→   336→   "Exam": "CBSE",
   337→   337→   "Year": "2020.0",
   338→   338→   "_sheet_row": 672
   339→   339→  },
   340→   340→  {
   341→   341→   "Subject": "Science",
   342→   342→   "Chapter No.": "4.0",
   343→   343→   "Chapter Name": "Carbon and its Compounds",
   344→   344→   "Medium": "English",
   345→   345→   "Question": "Saponification is the process of:",
   346→   346→   "Option 1": "Preparing soap from esters",
   347→   347→   "Option 2": "Preparing esters from alcohol",
   348→   348→   "Option 3": "Preparing alcohol from sugar",
   349→   349→   "Option 4": "Burning of fuel",
   350→   350→   "Correct Option": "1.0",
   351→   351→   "Explanation": "The alkaline hydrolysis of an ester (fat or oil) to produce soap and glycerol is called saponification.",
   352→   352→   "Exam": "CBSE",
   353→   353→   "Year": "2018.0",
   354→   354→   "_sheet_row": 673
   355→   355→  },
   356→   356→  {
   357→   357→   "Subject": "Science",
   358→   358→   "Chapter No.": "4.0",
   359→   359→   "Chapter Name": "Carbon and its Compounds",
   360→   360→   "Medium": "English",
   361→   361→   "Question": "Detergents are better than soaps because they:",
   362→   362→   "Option 1": "Are biodegradable",
   363→   363→   "Option 2": "Work well in hard water",
   364→   364→   "Option 3": "Are prepared from natural oils",
   365→   365→   "Option 4": "Do not cause pollution",
   366→   366→   "Correct Option": "2.0",
   367→   367→   "Explanation": "Soaps form scum with the calcium and magnesium ions in hard water, but detergents remain effective and do not form precipitates.",
   368→   368→   "Exam": "MP Board",
   369→   369→   "Year": "2021.0",
   370→   370→   "_sheet_row": 674
   371→   371→  },
   372→   372→  {
   373→   373→   "Subject": "Science",
   374→   374→   "Chapter No.": "4.0",
   375→   375→   "Chapter Name": "Carbon and its Compounds",
   376→   376→   "Medium": "English",
   377→   377→   "Question": "The catalyst used in the addition reaction of ethene to form ethane is:",
   378→   378→   "Option 1": "Nickel",
   379→   379→   "Option 2": "Iron",
   380→   380→   "Option 3": "Copper",
   381→   381→   "Option 4": "Manganese",
   382→   382→   "Correct Option": "1.0",
   383→   383→   "Explanation": "Unsaturated hydrocarbons add hydrogen in the presence of catalysts such as Nickel ($Ni$) or Palladium ($Pd$) to yield saturated hydrocarbons.",
   384→   384→   "Exam": "CBSE",
   385→   385→   "Year": "2022.0",
   386→   386→   "_sheet_row": 675
   387→   387→  },
   388→   388→  {
   389→   389→   "Subject": "Science",
   390→   390→   "Chapter No.": "4.0",
   391→   391→   "Chapter Name": "Carbon and its Compounds",
   392→   392→   "Medium": "English",
   393→   393→   "Question": "Which of the following is the next higher homologue of Propanoic acid?",
   394→   394→   "Option 1": "Ethanoic acid",
   395→   395→   "Option 2": "Butanoic acid",
   396→   396→   "Option 3": "Pentanoic acid",
   397→   397→   "Option 4": "Methanoic acid",
   398→   398→   "Correct Option": "2.0",
   399→   399→   "Explanation": "The next homologue in a series is found by adding a $-CH_2$ unit. Adding $-CH_2$ to Propanoic acid ($C_2H_5COOH$) gives Butanoic acid ($C_3H_7COOH$).",
   400→   400→   "Exam": "CBSE",
   401→   401→   "Year": "2023.0",
   402→   402→   "_sheet_row": 676
   403→   403→  },
   404→   404→  {
   405→   405→   "Subject": "Science",
   406→   406→   "Chapter No.": "4.0",
   407→   407→   "Chapter Name": "Carbon and its Compounds",
   408→   408→   "Medium": "English",
   409→   409→   "Question": "When Ethanol is heated with excess concentrated $H_2SO_4$ at 443 K, the product is:",
   410→   410→   "Option 1": "Ethane",
   411→   411→   "Option 2": "Ethene",
   412→   412→   "Option 3": "Ethyne",
   413→   413→   "Option 4": "Ethanoic acid",
   414→   414→   "Correct Option": "2.0",
   415→   415→   "Explanation": "Concentrated $H_2SO_4$ acts as a dehydrating agent, removing a water molecule from Ethanol to form Ethene (an alkene).",
   416→   416→   "Exam": "CBSE",
   417→   417→   "Year": "2019.0",
   418→   418→   "_sheet_row": 677
   419→   419→  },
   420→   420→  {
   421→   421→   "Subject": "Science",
   422→   422→   "Chapter No.": "4.0",
   423→   423→   "Chapter Name": "Carbon and its Compounds",
   424→   424→   "Medium": "English",
   425→   425→   "Question": "Methane is the main component of:",
   426→   426→   "Option 1": "LPG",
   427→   427→   "Option 2": "CNG",
   428→   428→   "Option 3": "Coal gas",
   429→   429→   "Option 4": "Water gas",
   430→   430→   "Correct Option": "2.0",
   431→   431→   "Explanation": "Compressed Natural Gas (CNG) and Biogas consist mainly of Methane ($CH_4$), the simplest hydrocarbon.",
   432→   432→   "Exam": "Bihar Board",
   433→   433→   "Year": "2022.0",
   434→   434→   "_sheet_row": 678
   435→   435→  },
   436→   436→  {
   437→   437→   "Subject": "Science",
   438→   438→   "Chapter No.": "4.0",
   439→   439→   "Chapter Name": "Carbon and its Compounds",
   440→   440→   "Medium": "English",
   441→   441→   "Question": "The molecular formula of a saturated hydrocarbon is $C_nH_{10}$. The value of 'n' is:",
   442→   442→   "Option 1": "4.0",
   443→   443→   "Option 2": "5.0",
   444→   444→   "Option 3": "6.0",
   445→   445→   "Option 4": "3.0",
   446→   446→   "Correct Option": "1.0",
   447→   447→   "Explanation": "The general formula for saturated hydrocarbons (Alkanes) is $C_nH_{2n+2}$. If $2n+2 = 10$, then $2n = 8$, so $n = 4$.",
   448→   448→   "Exam": "CBSE",
   449→   449→   "Year": "2021.0",
   450→   450→   "_sheet_row": 679
   451→   451→  },
   452→   452→  {
   453→   453→   "Subject": "Science",
   454→   454→   "Chapter No.": "4.0",
   455→   455→   "Chapter Name": "Carbon and its Compounds",
   456→   456→   "Medium": "English",
   457→   457→   "Question": "Which of the following contains a triple bond?",
   458→   458→   "Option 1": "Ethene",
   459→   459→   "Option 2": "Propene",
   460→   460→   "Option 3": "Propyne",
   461→   461→   "Option 4": "Butene",
   462→   462→   "Correct Option": "3.0",
   463→   463→   "Explanation": "Compounds ending in '-yne' belong to the alkyne family, which is characterized by at least one carbon-carbon triple bond.",
   464→   464→   "Exam": "UP Board",
   465→   465→   "Year": "2020.0",
   466→   466→   "_sheet_row": 680
   467→   467→  },
   468→   468→  {
   469→   469→   "Subject": "Science",
   470→   470→   "Chapter No.": "4.0",
   471→   471→   "Chapter Name": "Carbon and its Compounds",
   472→   472→   "Medium": "English",
   473→   473→   "Question": "A spherical aggregate of soap molecules in water is called:",
   474→   474→   "Option 1": "Micelle",
   475→   475→   "Option 2": "Bubble",
   476→   476→   "Option 3": "Emulsion",
   477→   477→   "Option 4": "Scum",
   478→   478→   "Correct Option": "1.0",
   479→   479→   "Explanation": "Soap molecules arrange themselves in a cluster where the hydrophobic tails are in the interior and the hydrophilic heads are on the surface. This is a micelle.",
   480→   480→   "Exam": "CBSE",
   481→   481→   "Year": "2022.0",
   482→   482→   "_sheet_row": 681
   483→   483→  },
   484→   484→  {
   485→   485→   "Subject": "Science",
   486→   486→   "Chapter No.": "4.0",
   487→   487→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   488→   488→   "Medium": "Hindi",
   489→   489→   "Question": "नाइट्रोजन ($N_2$) की सही इलेक्ट्रॉन बिंदु संरचना निम्नलिखित में से कौन सी है?",
   490→   490→   "Option 1": "दो नाइट्रोजन परमाणु 1 जोड़ी इलेक्ट्रॉन साझा करते हैं",
   491→   491→   "Option 2": "दो नाइट्रोजन परमाणु 2 जोड़ी इलेक्ट्रॉन साझा करते हैं",
   492→   492→   "Option 3": "दो नाइट्रोजन परमाणु 3 जोड़ी इलेक्ट्रॉन साझा करते हैं",
   493→   493→   "Option 4": "दो नाइट्रोजन परमाणु 4 जोड़ी इलेक्ट्रॉन साझा करते हैं",
   494→   494→   "Correct Option": "3.0",
   495→   495→   "Explanation": "नाइट्रोजन में 5 संयोजकता इलेक्ट्रॉन होते हैं और अपना अष्टक पूरा करने के लिए उसे 3 और चाहिए। अतः, दो नाइट्रोजन परमाणु तीन जोड़ी इलेक्ट्रॉन साझा करके एक त्रि-सहसंयोजक बंध बनाते हैं।",
   496→   496→   "Exam": "CBSE",
   497→   497→   "Year": "2022.0",
   498→   498→   "_sheet_row": 682
   499→   499→  },
   500→   500→  {
   501→   501→   "Subject": "Science",
   502→   502→   "Chapter No.": "4.0",
   503→   503→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   504→   504→   "Medium": "Hindi",
   505→   505→   "Question": "वनस्पति तेलों को वनस्पति घी में किसके उपयोग से बदला जाता है?",
   506→   506→   "Option 1": "हाइड्रोजन गैस और पैलेडियम उत्प्रेरक",
   507→   507→   "Option 2": "ऑक्सीजन गैस और ऊष्मा",
   508→   508→   "Option 3": "कार्बन डाइऑक्साइड और निकल उत्प्रेरक",
   509→   509→   "Option 4": "हाइड्रोजन गैस और निकल उत्प्रेरक",
   510→   510→   "Correct Option": "4.0",
   511→   511→   "Explanation": "इसे हाइड्रोजनीकरण कहा जाता है। असंतृप्त वनस्पति तेल निकल या पैलेडियम जैसे उत्प्रेरक की उपस्थिति में हाइड्रोजन के साथ अभिक्रिया करके संतृप्त वनस्पति घी बन जाते हैं।",
   512→   512→   "Exam": "CBSE",
   513→   513→   "Year": "2019.0",
   514→   514→   "_sheet_row": 683
   515→   515→  },
   516→   516→  {
   517→   517→   "Subject": "Science",
   518→   518→   "Chapter No.": "4.0",
   519→   519→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   520→   520→   "Medium": "Hindi",
   521→   521→   "Question": "दहन करने पर निम्नलिखित में से कौन अधिक कालिख वाली लौ (Sooty flame) देगा?",
   522→   522→   "Option 1": "मेथेन",
   523→   523→   "Option 2": "एथेन",
   524→   524→   "Option 3": "LPG",
   525→   525→   "Option 4": "बेंजीन",
   526→   526→   "Correct Option": "4.0",
   527→   527→   "Explanation": "बेंजीन ($C_6H_6$) जैसे असंतृप्त और चक्रीय हाइड्रोकार्बन में कार्बन का हाइड्रोजन से अनुपात उच्च होता है, जिससे अपूर्ण दहन होता है और पीली कालिख वाली लौ निकलती है।",
   528→   528→   "Exam": "CBSE",
   529→   529→   "Year": "2020.0",
   530→   530→   "_sheet_row": 684
   531→   531→  },
   532→   532→  {
   533→   533→   "Subject": "Science",
   534→   534→   "Chapter No.": "4.0",
   535→   535→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   536→   536→   "Medium": "Hindi",
   537→   537→   "Question": "कार्यात्मक समूह $-COOH$ किसकी विशेषता है?",
   538→   538→   "Option 1": "अल्कोहल",
   539→   539→   "Option 2": "एल्डिहाइड",
