     1→     1→{
     2→     2→ "batch": 18,
     3→     3→ "questions": [
   152→   152→   "Medium": "English",
   153→   153→   "Question": "Which of the following treaties recognized Greece as an independent nation?",
   154→   154→   "Option 1": "Treaty of Versailles",
   155→   155→   "Option 2": "Treaty of Constantinople",
   156→   156→   "Option 3": "Treaty of Frankfurt",
   157→   157→   "Option 4": "Treaty of Vienna",
   158→   158→   "Correct Option": "2.0",
   159→   159→   "Explanation": "The Treaty of Constantinople of 1832 recognized Greece as an independent nation after its long struggle against the Ottoman Empire.",
   160→   160→   "Exam": "CBSE",
   161→   161→   "Year": "2020.0",
   162→   162→   "_sheet_row": 861
   163→   163→  },
   164→   164→  {
   165→   165→   "Subject": "SST",
   166→   166→   "Chapter No.": "1.0",
   167→   167→   "Chapter Name": "Rise of Nationalism in Europe",
   168→   168→   "Medium": "English",
   169→   169→   "Question": "Who remarked, \"When France sneezes, the rest of Europe catches cold\"?",
   170→   170→   "Option 1": "Giuseppe Mazzini",
   171→   171→   "Option 2": "Metternich",
   172→   172→   "Option 3": "Otto von Bismarck",
   173→   173→   "Option 4": "Napoleon",
   174→   174→   "Correct Option": "2.0",
   175→   175→   "Explanation": "Duke Metternich, the Austrian Chancellor, said this because the political developments and revolutions in France often triggered similar uprisings across the European continent.",
   176→   176→   "Exam": "CBSE",
   177→   177→   "Year": "2021.0",
   178→   178→   "_sheet_row": 862
   179→   179→  },
   180→   180→  {
   181→   181→   "Subject": "SST",
   182→   182→   "Chapter No.": "1.0",
   183→   183→   "Chapter Name": "Rise of Nationalism in Europe",
   184→   184→   "Medium": "English",
   185→   185→   "Question": "What was the main objective of the Treaty of Vienna of 1815?",
   186→   186→   "Option 1": "To support democratic movements",
   187→   187→   "Option 2": "To restore monarchies overthrown by Napoleon",
   188→   188→   "Option 3": "To divide Germany",
   189→   189→   "Option 4": "To establish trade unions",
   190→   190→   "Correct Option": "2.0",
   191→   191→   "Explanation": "The Congress of Vienna was hosted by Metternich to undo most of the changes that had come about in Europe during the Napoleonic Wars and to restore conservative regimes.",
   192→   192→   "Exam": "CBSE",
   193→   193→   "Year": "2019.0",
   194→   194→   "_sheet_row": 863
   195→   195→  },
   196→   196→  {
   197→   197→   "Subject": "SST",
   198→   198→   "Chapter No.": "1.0",
   199→   199→   "Chapter Name": "Rise of Nationalism in Europe",
   200→   200→   "Medium": "English",
   201→   201→   "Question": "Who formed the secret society called 'Young Italy'?",
   202→   202→   "Option 1": "Count Cavour",
   203→   203→   "Option 2": "Otto von Bismarck",
   204→   204→   "Option 3": "Giuseppe Mazzini",
   205→   205→   "Option 4": "Giuseppe Garibaldi",
   206→   206→   "Correct Option": "3.0",
   207→   207→   "Explanation": "Giuseppe Mazzini, an Italian revolutionary, founded 'Young Italy' in Marseilles to spread the idea of a unified Italian Republic.",
   208→   208→   "Exam": "CBSE",
   209→   209→   "Year": "2022.0",
   210→   210→   "_sheet_row": 864
   211→   211→  },
   212→   212→  {
   213→   213→   "Subject": "SST",
   214→   214→   "Chapter No.": "1.0",
   215→   215→   "Chapter Name": "Rise of Nationalism in Europe",
   216→   216→   "Medium": "English",
   217→   217→   "Question": "The Civil Code of 1804 in France is usually known as:",
   218→   218→   "Option 1": "The French Code",
   219→   219→   "Option 2": "The Napoleonic Code",
   220→   220→   "Option 3": "The European Code",
   221→   221→   "Option 4": "The Directory Code",
   222→   222→   "Correct Option": "2.0",
   223→   223→   "Explanation": "Napoleon introduced the Civil Code of 1804, which did away with all privileges based on birth, established equality before the law, and secured the right to property.",
   224→   224→   "Exam": "CBSE",
   225→   225→   "Year": "2023.0",
   226→   226→   "_sheet_row": 865
   227→   227→  },
   228→   228→  {
   229→   229→   "Subject": "SST",
   230→   230→   "Chapter No.": "1.0",
   231→   231→   "Chapter Name": "Rise of Nationalism in Europe",
   232→   232→   "Medium": "English",
   233→   233→   "Question": "Which region was known as the 'powder keg' of Europe before World War I?",
   234→   234→   "Option 1": "The Balkans",
   235→   235→   "Option 2": "Scandinavia",
   236→   236→   "Option 3": "Ottoman Empire",
   237→   237→   "Option 4": "Prussia",
   238→   238→   "Correct Option": "1.0",
   239→   239→   "Explanation": "The Balkans became a scene of intense conflict due to various Slavic nationalities struggling for independence and the rivalry between big European powers.",
   240→   240→   "Exam": "CBSE",
   241→   241→   "Year": "2020.0",
   242→   242→   "_sheet_row": 866
   243→   243→  },
   244→   244→  {
   245→   245→   "Subject": "SST",
   246→   246→   "Chapter No.": "1.0",
   247→   247→   "Chapter Name": "Rise of Nationalism in Europe",
   248→   248→   "Medium": "English",
   249→   249→   "Question": "In which year was the Act of Union between England and Scotland signed?",
   250→   250→   "Option 1": "1688.0",
   251→   251→   "Option 2": "1707.0",
   252→   252→   "Option 3": "1789.0",
   253→   253→   "Option 4": "1801.0",
   254→   254→   "Correct Option": "2.0",
   255→   255→   "Explanation": "The Act of Union (1707) between England and Scotland resulted in the formation of the 'United Kingdom of Great Britain'.",
   256→   256→   "Exam": "CBSE",
   257→   257→   "Year": "2018.0",
   258→   258→   "_sheet_row": 867
   259→   259→  },
   260→   260→  {
   261→   261→   "Subject": "SST",
   262→   262→   "Chapter No.": "1.0",
   263→   263→   "Chapter Name": "Rise of Nationalism in Europe",
   264→   264→   "Medium": "English",
   265→   265→   "Question": "What does the 'Allegory of Germania' represent?",
   266→   266→   "Option 1": "Liberty and Reason",
   267→   267→   "Option 2": "The German Nation",
   268→   268→   "Option 3": "Justice",
   269→   269→   "Option 4": "Austerity",
   270→   270→   "Correct Option": "2.0",
   271→   271→   "Explanation": "In the 19th century, artists represented the nation as a person. Germania became the allegory of the German nation, wearing a crown of oak leaves as the German oak stands for heroism.",
   272→   272→   "Exam": "CBSE",
   273→   273→   "Year": "2022.0",
   274→   274→   "_sheet_row": 868
   275→   275→  },
   276→   276→  {
   277→   277→   "Subject": "SST",
   278→   278→   "Chapter No.": "1.0",
   279→   279→   "Chapter Name": "Rise of Nationalism in Europe",
   280→   280→   "Medium": "English",
   281→   281→   "Question": "What was 'Zollverein'?",
   282→   282→   "Option 1": "A political party",
   283→   283→   "Option 2": "A customs union",
   284→   284→   "Option 3": "A secret society",
   285→   285→   "Option 4": "A religious group",
   286→   286→   "Correct Option": "2.0",
   287→   287→   "Explanation": "Zollverein was a customs union formed in 1834 at the initiative of Prussia; it abolished tariff barriers and reduced the number of currencies.",
   288→   288→   "Exam": "CBSE",
   289→   289→   "Year": "2019.0",
   290→   290→   "_sheet_row": 869
   291→   291→  },
   292→   292→  {
   293→   293→   "Subject": "SST",
   294→   294→   "Chapter No.": "1.0",
   295→   295→   "Chapter Name": "Rise of Nationalism in Europe",
   296→   296→   "Medium": "English",
   297→   297→   "Question": "Who was the 'Architect of German Unification'?",
   298→   298→   "Option 1": "Kaiser William I",
   299→   299→   "Option 2": "Otto von Bismarck",
   300→   300→   "Option 3": "Hitler",
   301→   301→   "Option 4": "Metternich",
   302→   302→   "Correct Option": "2.0",
   303→   303→   "Explanation": "Otto von Bismarck, the Chief Minister of Prussia, carried out the process of unification with the help of the Prussian army and bureaucracy.",
   304→   304→   "Exam": "CBSE",
   305→   305→   "Year": "2021.0",
   306→   306→   "_sheet_row": 870
   307→   307→  },
   308→   308→  {
   309→   309→   "Subject": "SST",
   310→   310→   "Chapter No.": "1.0",
   311→   311→   "Chapter Name": "Rise of Nationalism in Europe",
   312→   312→   "Medium": "English",
   313→   313→   "Question": "Which of the following countries was not a part of the Four Great Powers that defeated Napoleon?",
   314→   314→   "Option 1": "Britain",
   315→   315→   "Option 2": "Russia",
   316→   316→   "Option 3": "Prussia",
   317→   317→   "Option 4": "Italy",
   318→   318→   "Correct Option": "4.0",
   319→   319→   "Explanation": "The European powers—Britain, Russia, Prussia, and Austria—had collectively defeated Napoleon in 1815.",
   320→   320→   "Exam": "CBSE",
   321→   321→   "Year": "2017.0",
   322→   322→   "_sheet_row": 871
   323→   323→  },
   324→   324→  {
   325→   325→   "Subject": "SST",
   326→   326→   "Chapter No.": "1.0",
   327→   327→   "Chapter Name": "Rise of Nationalism in Europe",
   328→   328→   "Medium": "English",
   329→   329→   "Question": "What did the 'Crown of Oak Leaves' symbolize?",
   330→   330→   "Option 1": "Peace",
   331→   331→   "Option 2": "Heroism",
   332→   332→   "Option 3": "Willingness to make peace",
   333→   333→   "Option 4": "Beginning of a new era",
   334→   334→   "Correct Option": "2.0",
   335→   335→   "Explanation": "In German visual representations, the crown of oak leaves is used to symbolize heroism.",
   336→   336→   "Exam": "CBSE",
   337→   337→   "Year": "2020.0",
   338→   338→   "_sheet_row": 872
   339→   339→  },
   340→   340→  {
   341→   341→   "Subject": "SST",
   342→   342→   "Chapter No.": "1.0",
   343→   343→   "Chapter Name": "Rise of Nationalism in Europe",
   344→   344→   "Medium": "English",
   345→   345→   "Question": "The term 'Liberalism' is derived from the Latin word 'liber', which means:",
   346→   346→   "Option 1": "Free",
   347→   347→   "Option 2": "Respect",
   348→   348→   "Option 3": "Equality",
   349→   349→   "Option 4": "Unity",
   350→   350→   "Correct Option": "1.0",
   351→   351→   "Explanation": "For the new middle classes, liberalism stood for freedom for the individual and equality of all before the law.",
   352→   352→   "Exam": "CBSE",
   353→   353→   "Year": "2023.0",
   354→   354→   "_sheet_row": 873
   355→   355→  },
   356→   356→  {
   357→   357→   "Subject": "SST",
   358→   358→   "Chapter No.": "1.0",
   359→   359→   "Chapter Name": "Rise of Nationalism in Europe",
   360→   360→   "Medium": "English",
   361→   361→   "Question": "Which state led the unification of Italy?",
   362→   362→   "Option 1": "Rome",
   363→   363→   "Option 2": "Sardinia-Piedmont",
   364→   364→   "Option 3": "Venice",
   365→   365→   "Option 4": "Two Sicilies",
   366→   366→   "Correct Option": "2.0",
   367→   367→   "Explanation": "Sardinia-Piedmont, ruled by an Italian princely house, took the lead in the unification of Italy under the leadership of Count Cavour.",
   368→   368→   "Exam": "CBSE",
   369→   369→   "Year": "2019.0",
   370→   370→   "_sheet_row": 874
   371→   371→  },
   372→   372→  {
   373→   373→   "Subject": "SST",
   374→   374→   "Chapter No.": "1.0",
   375→   375→   "Chapter Name": "Rise of Nationalism in Europe",
   376→   376→   "Medium": "English",
   377→   377→   "Question": "Who was Frédéric Sorrieu?",
   378→   378→   "Option 1": "A German philosopher",
   379→   379→   "Option 2": "A French artist",
   380→   380→   "Option 3": "An Italian revolutionary",
   381→   381→   "Option 4": "A British politician",
   382→   382→   "Correct Option": "2.0",
   383→   383→   "Explanation": "Frédéric Sorrieu was a French artist who, in 1848, prepared a series of four prints visualizing his dream of a world made up of 'democratic and social Republics'.",
   384→   384→   "Exam": "CBSE",
   385→   385→   "Year": "2022.0",
   386→   386→   "_sheet_row": 875
   387→   387→  },
   388→   388→  {
   389→   389→   "Subject": "SST",
   390→   390→   "Chapter No.": "1.0",
   391→   391→   "Chapter Name": "Rise of Nationalism in Europe",
   392→   392→   "Medium": "English",
   393→   393→   "Question": "What was the primary language of the aristocracy in 19th century Europe?",
   394→   394→   "Option 1": "German",
   395→   395→   "Option 2": "French",
   396→   396→   "Option 3": "English",
   397→   397→   "Option 4": "Italian",
   398→   398→   "Correct Option": "2.0",
   399→   399→   "Explanation": "For purposes of diplomacy and in high society, the landed aristocracy across Europe spoke French.",
   400→   400→   "Exam": "CBSE",
   401→   401→   "Year": "2018.0",
   402→   402→   "_sheet_row": 876
   403→   403→  },
   404→   404→  {
   405→   405→   "Subject": "SST",
   406→   406→   "Chapter No.": "1.0",
   407→   407→   "Chapter Name": "Rise of Nationalism in Europe",
   408→   408→   "Medium": "English",
   409→   409→   "Question": "Giuseppe Garibaldi contributed to Italian unification by leading which group?",
   410→   410→   "Option 1": "The Red Shirts",
   411→   411→   "Option 2": "The Black Shirts",
   412→   412→   "Option 3": "The Jacobins",
   413→   413→   "Option 4": "The Carbonari",
   414→   414→   "Correct Option": "1.0",
   415→   415→   "Explanation": "Garibaldi led an army of volunteers known as the 'Red Shirts' to conquer the Kingdom of the Two Sicilies and win the support of local peasants.",
   416→   416→   "Exam": "CBSE",
   417→   417→   "Year": "2021.0",
   418→   418→   "_sheet_row": 877
   419→   419→  },
   420→   420→  {
   421→   421→   "Subject": "SST",
   422→   422→   "Chapter No.": "1.0",
   423→   423→   "Chapter Name": "Rise of Nationalism in Europe",
   424→   424→   "Medium": "English",
   425→   425→   "Question": "Which ideology emphasized the importance of tradition, established institutions, and customs?",
   426→   426→   "Option 1": "Liberalism",
   427→   427→   "Option 2": "Conservatism",
   428→   428→   "Option 3": "Radicalism",
   429→   429→   "Option 4": "Socialism",
   430→   430→   "Correct Option": "2.0",
   431→   431→   "Explanation": "Conservatism is a political philosophy that stressed the importance of tradition and preferred gradual development to quick change.",
   432→   432→   "Exam": "CBSE",
   433→   433→   "Year": "2020.0",
   434→   434→   "_sheet_row": 878
   435→   435→  },
   436→   436→  {
   437→   437→   "Subject": "SST",
   438→   438→   "Chapter No.": "1.0",
   439→   439→   "Chapter Name": "Rise of Nationalism in Europe",
   440→   440→   "Medium": "English",
   441→   441→   "Question": "What happened during the 'July Revolution' of 1830 in France?",
   442→   442→   "Option 1": "Napoleon was defeated",
   443→   443→   "Option 2": "Bourbon kings were overthrown",
   444→   444→   "Option 3": "Republic was established",
   445→   445→   "Option 4": "Germany was unified",
   446→   446→   "Correct Option": "2.0",
   447→   447→   "Explanation": "The first upheaval took place in France in July 1830; the Bourbon kings were overthrown by liberal revolutionaries who installed a constitutional monarchy.",
   448→   448→   "Exam": "CBSE",
   449→   449→   "Year": "2017.0",
   450→   450→   "_sheet_row": 879
   451→   451→  },
   452→   452→  {
   453→   453→   "Subject": "SST",
   454→   454→   "Chapter No.": "1.0",
   455→   455→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   456→   456→   "Medium": "Hindi",
   457→   457→   "Question": "जनवरी 1871 में वर्साय में आयोजित एक समारोह में किसे जर्मन सम्राट घोषित किया गया था?",
   458→   458→   "Option 1": "कैसर विलियम प्रथम",
   459→   459→   "Option 2": "विक्टर इमैनुएल द्वितीय",
   460→   460→   "Option 3": "लुई फिलिप",
   461→   461→   "Option 4": "मैजिनी",
   462→   462→   "Correct Option": "1.0",
   463→   463→   "Explanation": "फ्रांस पर प्रशिया की जीत के बाद, जर्मन राजकुमार और ओटो वॉन बिस्मार्क वर्साय के 'हॉल ऑफ मिरर्स' में प्रशिया के कैसर विलियम प्रथम को जर्मन सम्राट घोषित करने के लिए एकत्र हुए।",
   464→   464→   "Exam": "CBSE",
   465→   465→   "Year": "2023.0",
   466→   466→   "_sheet_row": 880
   467→   467→  },
   468→   468→  {
   469→   469→   "Subject": "SST",
   470→   470→   "Chapter No.": "1.0",
   471→   471→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   472→   472→   "Medium": "Hindi",
   473→   473→   "Question": "निम्नलिखित में से किस संधि ने यूनान को एक स्वतंत्र राष्ट्र के रूप में मान्यता दी?",
   474→   474→   "Option 1": "वर्साय की संधि",
   475→   475→   "Option 2": "कुस्तुनतुनिया की संधि",
   476→   476→   "Option 3": "फ्रैंकफर्ट की संधि",
   477→   477→   "Option 4": "वियना की संधि",
   478→   478→   "Correct Option": "2.0",
   479→   479→   "Explanation": "1832 की कुस्तुनतुनिया की संधि ने ओटोमन साम्राज्य के खिलाफ लंबे संघर्ष के बाद यूनान को एक स्वतंत्र राष्ट्र के रूप में मान्यता दी।",
   480→   480→   "Exam": "CBSE",
   481→   481→   "Year": "2020.0",
   482→   482→   "_sheet_row": 881
   483→   483→  },
   484→   484→  {
   485→   485→   "Subject": "SST",
   486→   486→   "Chapter No.": "1.0",
   487→   487→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   488→   488→   "Medium": "Hindi",
   489→   489→   "Question": "किसने कहा था, \"जब फ्रांस छींकता है, तो बाकी यूरोप को जुकाम हो जाता है\"?",
   490→   490→   "Option 1": "ज्युसेपे मैजिनी",
   491→   491→   "Option 2": "मेटरनिख",
   492→   492→   "Option 3": "ओटो वॉन बिस्मार्क",
   493→   493→   "Option 4": "नेपोलियन",
   494→   494→   "Correct Option": "2.0",
   495→   495→   "Explanation": "ऑस्ट्रियाई चांसलर ड्यूक मेटरनिख ने यह कहा था क्योंकि फ्रांस में होने वाले राजनीतिक विकास और क्रांतियां अक्सर पूरे यूरोपीय महाद्वीप में इसी तरह के विद्रोह को जन्म देती थीं।",
   496→   496→   "Exam": "CBSE",
   497→   497→   "Year": "2021.0",
   498→   498→   "_sheet_row": 882
   499→   499→  },
   500→   500→  {
   501→   501→   "Subject": "SST",
   502→   502→   "Chapter No.": "1.0",
   503→   503→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   504→   504→   "Medium": "Hindi",
   505→   505→   "Question": "1815 की वियना संधि का मुख्य उद्देश्य क्या था?",
   506→   506→   "Option 1": "लोकतांत्रिक आंदोलनों का समर्थन करना",
   507→   507→   "Option 2": "नेपोलियन द्वारा हटाए गए राजतंत्रों को बहाल करना",
   508→   508→   "Option 3": "जर्मनी को विभाजित करना",
   509→   509→   "Option 4": "व्यापार संघों की स्थापना करना",
   510→   510→   "Correct Option": "2.0",
   511→   511→   "Explanation": "वियना कांग्रेस की मेजबानी मेटरनिख ने नेपोलियन युद्धों के दौरान यूरोप में आए अधिकांश परिवर्तनों को खत्म करने और रूढ़िवादी शासनों को बहाल करने के लिए की थी।",
   512→   512→   "Exam": "CBSE",
   513→   513→   "Year": "2019.0",
   514→   514→   "_sheet_row": 883
   515→   515→  },
   516→   516→  {
   517→   517→   "Subject": "SST",
   518→   518→   "Chapter No.": "1.0",
   519→   519→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   520→   520→   "Medium": "Hindi",
   521→   521→   "Question": "यंग इटली' नामक गुप्त संस्था का गठन किसने किया?",
   522→   522→   "Option 1": "काउंट कावूर",
   523→   523→   "Option 2": "ओटो वॉन बिस्मार्क",
   524→   524→   "Option 3": "ज्युसेपे मैजिनी",
   525→   525→   "Option 4": "ज्युसेपे गैरीबाल्डी",
   526→   526→   "Correct Option": "3.0",
   527→   527→   "Explanation": "इतालवी क्रांतिकारी ज्युसेपे मैजिनी ने एक एकीकृत इतालवी गणराज्य के विचार को फैलाने के लिए मार्सिले में 'यंग इटली' की स्थापना की थी।",
   528→   528→   "Exam": "CBSE",
   529→   529→   "Year": "2022.0",
   530→   530→   "_sheet_row": 884
   531→   531→  },
   532→   532→  {
   533→   533→   "Subject": "SST",
   534→   534→   "Chapter No.": "1.0",
   535→   535→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   536→   536→   "Medium": "Hindi",
   537→   537→   "Question": "फ्रांस में 1804 की नागरिक संहिता को आमतौर पर किस नाम से जाना जाता है?",
   538→   538→   "Option 1": "फ्रेंच कोड",
   539→   539→   "Option 2": "नेपोलियन संहिता",
   540→   540→   "Option 3": "यूरोपीय कोड",
   541→   541→   "Option 4": "डायरेक्टरी कोड",
   542→   542→   "Correct Option": "2.0",
   543→   543→   "Explanation": "नेपोलियन ने 1804 की नागरिक संहिता पेश की, जिसने जन्म पर आधारित सभी विशेषाधिकारों को समाप्त कर दिया, कानून के समक्ष समानता स्थापित की और संपत्ति के अधिकार को सुरक्षित किया।",
   544→   544→   "Exam": "CBSE",
   545→   545→   "Year": "2023.0",
   546→   546→   "_sheet_row": 885
   547→   547→  },
   548→   548→  {
   549→   549→   "Subject": "SST",
   550→   550→   "Chapter No.": "1.0",
   551→   551→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   552→   552→   "Medium": "Hindi",
   553→   553→   "Question": "प्रथम विश्व युद्ध से पहले किस क्षेत्र को यूरोप का 'बारूद का ढेर' कहा जाता था?",
   554→   554→   "Option 1": "बाल्कन",
   555→   555→   "Option 2": "स्कैंडिनेविया",
   556→   556→   "Option 3": "ओटोमन साम्राज्य",
   557→   557→   "Option 4": "प्रशिया",
