     1→     1→{
     2→     2→ "batch": 12,
     3→     3→ "questions": [
   293→   293→   "Subject": "Science",
   294→   294→   "Chapter No.": "3.0",
   295→   295→   "Chapter Name": "धातु एवं अधातु",
   296→   296→   "Medium": "Hindi",
   297→   297→   "Question": "निम्नलिखित में से कौन सी धातु भाप (Steam) के साथ भी अभिक्रिया नहीं करती है?",
   298→   298→   "Option 1": "लोहा",
   299→   299→   "Option 2": "एल्युमीनियम",
   300→   300→   "Option 3": "सीसा (Lead)",
   301→   301→   "Option 4": "मैग्नीशियम",
   302→   302→   "Correct Option": "3.0",
   303→   303→   "Explanation": "सीसा (Lead), तांबा, चांदी और सोना जल या भाप के साथ बिल्कुल भी अभिक्रिया नहीं करते हैं।",
   304→   304→   "Exam": "CBSE",
   305→   305→   "Year": "2022.0",
   306→   306→   "_sheet_row": 570
   307→   307→  },
   308→   308→  {
   309→   309→   "Subject": "Science",
   310→   310→   "Chapter No.": "3.0",
   311→   311→   "Chapter Name": "धातु एवं अधातु",
   312→   312→   "Medium": "Hindi",
   313→   313→   "Question": "धातुएं आमतौर पर कमरे के तापमान पर ठोस होती हैं। निम्नलिखित में से कौन सा एक अपवाद है?",
   314→   314→   "Option 1": "पारा (Mercury)",
   315→   315→   "Option 2": "ब्रोमीन",
   316→   316→   "Option 3": "सोडियम",
   317→   317→   "Option 4": "आयोडीन",
   318→   318→   "Correct Option": "1.0",
   319→   319→   "Explanation": "पारा ($Hg$) एकमात्र ऐसी धातु है जो कमरे के तापमान पर द्रव होती है। ब्रोमीन द्रव है, लेकिन वह एक अधातु है।",
   320→   320→   "Exam": "MP Board",
   321→   321→   "Year": "2019.0",
   322→   322→   "_sheet_row": 571
   323→   323→  },
   324→   324→  {
   325→   325→   "Subject": "Science",
   326→   326→   "Chapter No.": "3.0",
   327→   327→   "Chapter Name": "धातु एवं अधातु",
   328→   328→   "Medium": "Hindi",
   329→   329→   "Question": "धातुओं का वह गुण जिसके कारण उन्हें पतले तारों में खींचा जा सकता है:",
   330→   330→   "Option 1": "आघातवर्ध्यता",
   331→   331→   "Option 2": "तन्यता (Ductility)",
   332→   332→   "Option 3": "ध्वानिकता",
   333→   333→   "Option 4": "चालकता",
   334→   334→   "Correct Option": "2.0",
   335→   335→   "Explanation": "तन्यता किसी पदार्थ का वह भौतिक गुण है जिसके कारण उसे बिना टूटे खींचकर पतला तार बनाया जा सकता है।",
   336→   336→   "Exam": "CBSE",
   337→   337→   "Year": "2017.0",
   338→   338→   "_sheet_row": 572
   339→   339→  },
   340→   340→  {
   341→   341→   "Subject": "Science",
   342→   342→   "Chapter No.": "3.0",
   343→   343→   "Chapter Name": "धातु एवं अधातु",
   344→   344→   "Medium": "Hindi",
   345→   345→   "Question": "निम्नलिखित में से किस अयस्क का सांद्रण 'फेन प्लवन विधि' (Froth Floatation) द्वारा किया जाता है?",
   346→   346→   "Option 1": "ऑक्साइड अयस्क",
   347→   347→   "Option 2": "सल्फाइड अयस्क",
   348→   348→   "Option 3": "कार्बोनेट अयस्क",
   349→   349→   "Option 4": "क्लोराइड अयस्क",
   350→   350→   "Correct Option": "2.0",
   351→   351→   "Explanation": "फेन प्लवन विधि जल और तेल के साथ अयस्क और गैंग के अलग-अलग भीगने के गुणों पर आधारित है, जिसका उपयोग मुख्य रूप से $ZnS$ जैसे सल्फाइड अयस्कों के लिए किया जाता है।",
   352→   352→   "Exam": "CBSE",
   353→   353→   "Year": "2021.0",
   354→   354→   "_sheet_row": 573
   355→   355→  },
   356→   356→  {
   357→   357→   "Subject": "Science",
   358→   358→   "Chapter No.": "3.0",
   359→   359→   "Chapter Name": "धातु एवं अधातु",
   360→   360→   "Medium": "Hindi",
   361→   361→   "Question": "एक तत्व 'X' की परमाणु संख्या 13 है। इसके आयन $X^{3+}$ में इलेक्ट्रॉनों की संख्या क्या है?",
   362→   362→   "Option 1": "13.0",
   363→   363→   "Option 2": "10.0",
   364→   364→   "Option 3": "16.0",
   365→   365→   "Option 4": "14.0",
   366→   366→   "Correct Option": "2.0",
   367→   367→   "Explanation": "तत्व 'X' एल्युमीनियम (2,8,3) है। +3 आयन बनाने के लिए, यह 3 इलेक्ट्रॉन खो देता है, जिससे इसमें 10 इलेक्ट्रॉन बचते हैं।",
   368→   368→   "Exam": "CBSE",
   369→   369→   "Year": "2023.0",
   370→   370→   "_sheet_row": 574
   371→   371→  },
   372→   372→  {
   373→   373→   "Subject": "Science",
   374→   374→   "Chapter No.": "3.0",
   375→   375→   "Chapter Name": "धातु एवं अधातु",
   376→   376→   "Medium": "Hindi",
   377→   377→   "Question": "हवाई जहाज की बॉडी बनाने के लिए किस मिश्रधातु का उपयोग किया जाता है?",
   378→   378→   "Option 1": "स्टील",
   379→   379→   "Option 2": "पीतल",
   380→   380→   "Option 3": "ड्यूरालुमिन",
   381→   381→   "Option 4": "कांसा",
   382→   382→   "Correct Option": "3.0",
   383→   383→   "Explanation": "ड्यूरालुमिन एल्युमीनियम, तांबा, मैग्नीशियम और मैंगनीज की एक मिश्रधातु है। अपनी उच्च शक्ति और कम वजन के कारण इसे हवाई जहाज के लिए पसंद किया जाता है।",
   384→   384→   "Exam": "",
   385→   385→   "Year": "",
   386→   386→   "_sheet_row": 575
   387→   387→  },
   388→   388→  {
   389→   389→   "Subject": "Science",
   390→   390→   "Chapter No.": "3.0",
   391→   391→   "Chapter Name": "धातु एवं अधातु",
   392→   392→   "Medium": "Hindi",
   393→   393→   "Question": "निम्नलिखित में से कौन सी अधातु कार्बन का एक रूप है और सबसे कठोर प्राकृतिक पदार्थ है?",
   394→   394→   "Option 1": "ग्रेफाइट",
   395→   395→   "Option 2": "कोयला",
   396→   396→   "Option 3": "हीरा",
   397→   397→   "Option 4": "फुलरीन",
   398→   398→   "Correct Option": "3.0",
   399→   399→   "Explanation": "हीरा कार्बन का एक अपररूप है जिसमें प्रत्येक परमाणु चार अन्य परमाणुओं से 3D संरचना में जुड़ा होता है, जो इसे अत्यंत कठोर बनाता है।",
   400→   400→   "Exam": "Bihar Board",
   401→   401→   "Year": "2022.0",
   402→   402→   "_sheet_row": 576
   403→   403→  },
   404→   404→  {
   405→   405→   "Subject": "Science",
   406→   406→   "Chapter No.": "3.0",
   407→   407→   "Chapter Name": "धातु एवं अधातु",
   408→   408→   "Medium": "Hindi",
   409→   409→   "Question": "एल्युमीनियम का उपयोग करके धातु ऑक्साइड को धातु में अपचयित करने की प्रक्रिया क्या कहलाती है?",
   410→   410→   "Option 1": "प्रगलन (Smelting)",
   411→   411→   "Option 2": "निस्तापन (Calcination)",
   412→   412→   "Option 3": "गोल्डश्मिट एल्युमिनोथर्मिक प्रक्रिया",
   413→   413→   "Option 4": "भर्जन (Roasting)",
   414→   414→   "Correct Option": "3.0",
   415→   415→   "Explanation": "एल्युमीनियम का उपयोग क्रोमियम या मैंगनीज जैसे उनके ऑक्साइडों से धातु निकालने के लिए अपचायक के रूप में किया जाता है क्योंकि यह अधिक अभिक्रियाशील है।",
   416→   416→   "Exam": "",
   417→   417→   "Year": "",
   418→   418→   "_sheet_row": 577
   419→   419→  },
   420→   420→  {
   421→   421→   "Subject": "Science",
   422→   422→   "Chapter No.": "3.0",
   423→   423→   "Chapter Name": "धातु एवं अधातु",
   424→   424→   "Medium": "Hindi",
   425→   425→   "Question": "बॉक्साइट' (Bauxite) का रासायनिक सूत्र क्या है?",
   426→   426→   "Option 1": "Al2O3",
   427→   427→   "Option 2": "Al2O3 . 2H2O",
   428→   428→   "Option 3": "Na3AlF6",
   429→   429→   "Option 4": "Fe3O4",
   430→   430→   "Correct Option": "2.0",
   431→   431→   "Explanation": "बॉक्साइट एल्युमीनियम का प्राथमिक अयस्क है, जिसमें जलयोजित एल्युमीनियम ऑक्साइड होता है।",
   432→   432→   "Exam": "CBSE",
   433→   433→   "Year": "2019.0",
   434→   434→   "_sheet_row": 578
   435→   435→  },
   436→   436→  {
   437→   437→   "Subject": "Science",
   438→   438→   "Chapter No.": "3.0",
   439→   439→   "Chapter Name": "धातु एवं अधातु",
   440→   440→   "Medium": "Hindi",
   441→   441→   "Question": "धातुएं अम्लों के साथ अभिक्रिया करके लवण और हाइड्रोजन गैस बनाती हैं। कौन सा अम्ल आमतौर पर धातुओं के साथ हाइड्रोजन नहीं देता?",
   442→   442→   "Option 1": "HCl",
   443→   443→   "Option 2": "H2SO4",
   444→   444→   "Option 3": "HNO3",
   445→   445→   "Option 4": "CH3COOH",
   446→   446→   "Correct Option": "3.0",
   447→   447→   "Explanation": "नाइट्रिक अम्ल ($HNO_3$) एक प्रबल ऑक्सीकारक है। यह उत्पन्न हाइड्रोजन को जल में ऑक्सीकृत कर देता है और स्वयं नाइट्रोजन के ऑक्साइड में अपचयित हो जाता है।",
   448→   448→   "Exam": "CBSE",
   449→   449→   "Year": "2020.0",
   450→   450→   "_sheet_row": 579
   451→   451→  },
   452→   452→  {
   453→   453→   "Subject": "Science",
   454→   454→   "Chapter No.": "3.0",
   455→   455→   "Chapter Name": "धातु एवं अधातु",
   456→   456→   "Medium": "Hindi",
   457→   457→   "Question": "जिंक ब्लेंड ($ZnS$) को जिंक ऑक्साइड में किसके द्वारा बदला जाता है?",
   458→   458→   "Option 1": "निस्तापन",
   459→   459→   "Option 2": "भर्जन (Roasting)",
   460→   460→   "Option 3": "अपचयन",
   461→   461→   "Option 4": "विद्युत अपघटन",
   462→   462→   "Correct Option": "2.0",
   463→   463→   "Explanation": "सल्फाइड अयस्कों को अतिरिक्त हवा की उपस्थिति में तेजी से गर्म किया जाता है (भर्जन) ताकि उन्हें ऑक्साइड में बदला जा सके।",
   464→   464→   "Exam": "HBSE",
   465→   465→   "Year": "2021.0",
   466→   466→   "_sheet_row": 580
   467→   467→  },
   468→   468→  {
   469→   469→   "Subject": "Science",
   470→   470→   "Chapter No.": "3.0",
   471→   471→   "Chapter Name": "धातु एवं अधातु",
   472→   472→   "Medium": "Hindi",
   473→   473→   "Question": "घावों पर लगाए जाने वाले बैंगनी रंग के एंटीसेप्टिक घोल में किस अधातु का उपयोग किया जाता है?",
   474→   474→   "Option 1": "क्लोरीन",
   475→   475→   "Option 2": "आयोडीन",
   476→   476→   "Option 3": "ब्रोमीन",
   477→   477→   "Option 4": "सल्फर",
   478→   478→   "Correct Option": "2.0",
   479→   479→   "Explanation": "आयोडीन को जब अल्कोहल और जल में घोला जाता है (टिंचर आयोडीन), तो इसका उपयोग घावों के लिए एक शक्तिशाली एंटीसेप्टिक के रूप में किया जाता है।",
   480→   480→   "Exam": "CBSE",
   481→   481→   "Year": "2018.0",
   482→   482→   "_sheet_row": 581
   483→   483→  },
   484→   484→  {
   485→   485→   "Subject": "Science",
   486→   486→   "Chapter No.": "3.0",
   487→   487→   "Chapter Name": "Metals and Non-metals",
   488→   488→   "Medium": "English",
   489→   489→   "Question": "An element 'X' burns in air with a golden yellow flame and reacts with water to form 'Y'. When 'Y' reacts with Aluminium, it produces gas 'Z'. Identify 'X', 'Y', and 'Z'.",
   490→   490→   "Option 1": "X=Na, Y=NaOH, Z=H2",
   491→   491→   "Option 2": "X=Mg, Y=MgO, Z=O2",
   492→   492→   "Option 3": "X=Ca, Y=CaO, Z=H2",
   493→   493→   "Option 4": "X=K, Y=KOH, Z=H2",
   494→   494→   "Correct Option": "1.0",
   495→   495→   "Explanation": "Sodium (Na) gives a golden yellow flame. It reacts with water to form Sodium Hydroxide (NaOH). NaOH reacts with amphoteric Aluminium to release Hydrogen gas (H2).",
   496→   496→   "Exam": "",
   497→   497→   "Year": "",
   498→   498→   "_sheet_row": 582
   499→   499→  },
   500→   500→  {
   501→   501→   "Subject": "Science",
   502→   502→   "Chapter No.": "3.0",
   503→   503→   "Chapter Name": "Metals and Non-metals",
   504→   504→   "Medium": "English",
   505→   505→   "Question": "Which of the following processes is used for the extraction of highly reactive metals like Aluminium?",
   506→   506→   "Option 1": "Carbon reduction",
   507→   507→   "Option 2": "Electrolytic reduction",
   508→   508→   "Option 3": "Reduction with CO",
   509→   509→   "Option 4": "Heating in air",
   510→   510→   "Correct Option": "2.0",
   511→   511→   "Explanation": "Highly reactive metals have a higher affinity for oxygen than carbon, so carbon cannot reduce their oxides. They are extracted by electrolysis of their molten oxides (Hall-Heroult process).",
   512→   512→   "Exam": "CBSE",
   513→   513→   "Year": "2023.0",
   514→   514→   "_sheet_row": 583
   515→   515→  },
   516→   516→  {
   517→   517→   "Subject": "Science",
   518→   518→   "Chapter No.": "3.0",
   519→   519→   "Chapter Name": "Metals and Non-metals",
   520→   520→   "Medium": "English",
   521→   521→   "Question": "What is the concentration of Gold in 22-carat gold?",
   522→   522→   "Option 1": "1.0",
   523→   523→   "Option 2": "0.916",
   524→   524→   "Option 3": "0.75",
   525→   525→   "Option 4": "0.5",
   526→   526→   "Correct Option": "2.0",
   527→   527→   "Explanation": "Pure gold is 24-carat. 22-carat gold contains 22 parts gold and 2 parts of copper or silver. Calculation: (22/24) * 100 ≈ 91.6%.",
   528→   528→   "Exam": "CBSE",
   529→   529→   "Year": "2020.0",
