     1→     1→[
   114→   114→      "(d) 9.2",
   115→   115→      4.0,
   116→   116→      "\\Delta S = 2.303 nR \\log(V_2/V_1) = 2.303 \\times 2 \\times 2 \\times \\log(10) = 9.212 \\text{ cal}.",
   117→   117→      "CBSE AIPMT",
   118→   118→      2002.0,
   119→   119→      null
   120→   120→    ]
   121→   121→  },
   122→   122→  {
   123→   123→    "sheet": "Class11",
   124→   124→    "row": 620,
   125→   125→    "data": [
   126→   126→      "Chemistry",
   127→   127→      4.0,
   128→   128→      "Chemical Thermodynamics",
   129→   129→      "English",
   130→   130→      "Unit of entropy is",
   131→   131→      "(a) \\text{J K}^{-1} \\text{mol}^{-1}",
   132→   132→      "(b) \\text{J mol}^{-1}",
   133→   133→      "(c) \\text{J}^{-1} \\text{K}^{-1} \\text{mol}^{-1}",
   134→   134→      "(d) \\text{J K mol}^{-1}",
   135→   135→      1.0,
   136→   136→      "Entropy change \\Delta S = q/T. Thus, unit of entropy is \\text{J K}^{-1} \\text{mol}^{-1}.",
   137→   137→      "CBSE AIPMT",
   138→   138→      2002.0,
   139→   139→      null
   140→   140→    ]
   141→   141→  },
   142→   142→  {
   143→   143→    "sheet": "Class11",
   144→   144→    "row": 621,
   145→   145→    "data": [
   146→   146→      "Chemistry",
   147→   147→      4.0,
   148→   148→      "Chemical Thermodynamics",
   149→   149→      "English",
   150→   150→      "PbO_2 \\rightarrow PbO, \\Delta G_{298} < 0; SnO_2 \\rightarrow SnO, \\Delta G_{298} > 0. Most probable oxidation state of Pb and Sn will be",
   151→   151→      "(a) Pb^{4+}, Sn^4",
   152→   152→      "(b) Pb^{4+}, Sn^{2+}",
   153→   153→      "(c) Pb^{2+}, Sn^{2+}",
   154→   154→      "(d) Pb^{2+}, Sn^{4+}",
   155→   155→      4.0,
   156→   156→      "For first reaction \\Delta G < 0, so Pb^{2+} is stable. For second \\Delta G > 0, so reactant Sn^{4+} is stable.",
   157→   157→      "CBSE AIPMT",
   158→   158→      2001.0,
   159→   159→      null
   160→   160→    ]
   161→   161→  },
   162→   162→  {
   163→   163→    "sheet": "Class11",
   164→   164→    "row": 622,
   165→   165→    "data": [
   166→   166→      "Chemistry",
   167→   167→      4.0,
   168→   168→      "Chemical Thermodynamics",
   169→   169→      "English",
   170→   170→      "The factor of \\Delta G values is important in metallurgy. The \\Delta G values for the following reactions at 800^\\circ C are given as: S_2(s) + 2O_2(g) \\rightarrow 2SO_2(g), \\Delta G = -544 \\text{ kJ}; 2Zn(s) + S_2(s) \\rightarrow 2ZnS(s), \\Delta G = -293 \\text{ kJ}; 2Zn(s) + O_2(g) \\rightarrow 2ZnO(s), \\Delta G = -480 \\text{ kJ}. The \\Delta G for the reaction, 2ZnS(s) + 3O_2(g) \\rightarrow 2ZnO(s) + 2SO_2(g) will be",
   171→   171→      "(a) -357 kJ",
   172→   172→      "(b) -731 kJ",
   173→   173→      "(c) -773 kJ",
   174→   174→      "(d) -229 kJ",
   175→   175→      2.0,
   176→   176→      "\\Delta G = [(-480) + (-544) - (-293)] = -1024 + 293 = -731 \\text{ kJ}.",
   177→   177→      "CBSE AIPMT",
   178→   178→      2000.0,
   179→   179→      null
   180→   180→    ]
   181→   181→  },
   182→   182→  {
   183→   183→    "sheet": "Class11",
   184→   184→    "row": 623,
   185→   185→    "data": [
   186→   186→      "Chemistry",
   187→   187→      4.0,
   188→   188→      "Chemical Thermodynamics",
   189→   189→      "English",
   190→   190→      "The entropy change in the fusion of one mole of a solid melting at 27^\\circ C (latent heat of fusion is 2930 \\text{ J mol}^{-1}) is",
   191→   191→      "(a) 9.77 \\text{ J K}^{-1} \\text{mol}^{-1}",
   192→   192→      "(b) 10.73 \\text{ J K}^{-1} \\text{mol}^{-1}",
   193→   193→      "(c) 2930 \\text{ J K}^{-1} \\text{mol}^{-1}",
   194→   194→      "(d) 108.5 \\text{ J K}^{-1} \\text{mol}^{-1}",
   195→   195→      1.0,
   196→   196→      "\\Delta S_f = \\Delta H_f / T_f = 2930 / 300 = 9.77 \\text{ J K}^{-1} \\text{mol}^{-1}.",
   197→   197→      "CBSE AIPMT",
   198→   198→      2000.0,
   199→   199→      null
   200→   200→    ]
   201→   201→  },
   202→   202→  {
   203→   203→    "sheet": "Class11",
   204→   204→    "row": 624,
   205→   205→    "data": [
   206→   206→      "Chemistry",
   207→   207→      4.0,
   208→   208→      "Chemical Thermodynamics",
   209→   209→      "English",
   210→   210→      "Identify the correct statement regarding entropy.",
   211→   211→      "(a) At absolute zero temperature, entropy of a perfectly crystalline substance is taken to be zero",
   212→   212→      "(b) At absolute zero temperature, the entropy of a perfectly crystalline substance is positive",
   213→   213→      "(c) At absolute zero temperature, the entropy of all crystalline substances is to be zero",
   214→   214→      "(d) At 0°C, the entropy of a perfectly crystalline substance is taken to be zero",
   215→   215→      1.0,
   216→   216→      "According to the third law of thermodynamics, \"At absolute zero the entropy of a perfectly crystalline substance is taken as zero\".",
   217→   217→      "CBSE AIPMT",
   218→   218→      1998.0,
   219→   219→      null
   220→   220→    ]
   221→   221→  },
   222→   222→  {
   223→   223→    "sheet": "Class11",
   224→   224→    "row": 625,
   225→   225→    "data": [
   226→   226→      "Chemistry",
   227→   227→      4.0,
   228→   228→      "Chemical Thermodynamics",
   229→   229→      "English",
   230→   230→      "Given the following entropy values (\\text{in J K}^{-1} \\text{mol}^{-1}) at 298 K and 1 atm: H_2(g): 130.6, Cl_2(g): 223.0, HCl(g): 186.7. The entropy change (in \\text{J K}^{-1} \\text{mol}^{-1}) for the reaction H_2(g) + Cl_2(g) \\rightarrow 2HCl(g) is",
   231→   231→      "(a) +540.3",
   232→   232→      "(b) +727.0",
   233→   233→      "(c) -166.9",
   234→   234→      "(d) +19.8",
   235→   235→      4.0,
   236→   236→      "\\Delta S^\\circ = 2 \\times S^\\circ(HCl) - [S^\\circ(Cl_2) + S^\\circ(H_2)] = (2 \\times 186.7) - (223 + 130.6) = +19.8 \\text{ J K}^{-1} \\text{mol}^{-1}.",
   237→   237→      "CBSE AIPMT",
   238→   238→      1996.0,
   239→   239→      null
   240→   240→    ]
   241→   241→  },
   242→   242→  {
   243→   243→    "sheet": "Class11",
   244→   244→    "row": 626,
   245→   245→    "data": [
   246→   246→      "Chemistry",
   247→   247→      4.0,
   248→   248→      "Chemical Thermodynamics",
   249→   249→      "English",
   250→   250→      "According to the third law of thermodynamics which one of the following quantities for a perfectly crystalline solid is zero at absolute zero?",
   251→   251→      "(a) Free energy",
   252→   252→      "(b) Entropy",
   253→   253→      "(c) Enthalpy",
   254→   254→      "(d) Internal energy",
   255→   255→      2.0,
   256→   256→      "At absolute zero temperature, entropy of a perfectly crystalline substance is taken to be zero.",
   257→   257→      "CBSE AIPMT",
   258→   258→      1996.0,
   259→   259→      null
   260→   260→    ]
   261→   261→  },
   262→   262→  {
   263→   263→    "sheet": "Class11",
   264→   264→    "row": 627,
   265→   265→    "data": [
   266→   266→      "Chemistry",
   267→   267→      4.0,
   268→   268→      "Chemical Thermodynamics",
   269→   269→      "English",
   270→   270→      "The correct relationship between free energy and equilibrium constant K of a reaction is",
   271→   271→      "(a) \\Delta G^\\circ = -RT \\ln K",
   272→   272→      "(b) \\Delta G = RT \\ln K",
   273→   273→      "(c) \\Delta G^\\circ = RT \\ln K",
   274→   274→      "(d) \\Delta G = -RT \\ln K",
   275→   275→      1.0,
   276→   276→      "At equilibrium \\Delta G = 0. \\Delta G = \\Delta G^\\circ + RT \\ln Q \\Rightarrow 0 = \\Delta G^\\circ + RT \\ln K \\Rightarrow \\Delta G^\\circ = -RT \\ln K.",
   277→   277→      "CBSE AIPMT",
   278→   278→      1996.0,
   279→   279→      null
   280→   280→    ]
   281→   281→  },
   282→   282→  {
   283→   283→    "sheet": "Class11",
   284→   284→    "row": 628,
   285→   285→    "data": [
   286→   286→      "Chemistry",
   287→   287→      4.0,
   288→   288→      "Chemical Thermodynamics",
   289→   289→      "English",
   290→   290→      "Standard Gibb's free energy change for the isomerisation reaction cis-2-pentene \\rightleftharpoons trans-2-pentene is -3.67 \\text{ kJ/mol} at 400 K. If more trans-2-pentene is added to the reaction vessel, then",
   291→   291→      "(a) more cis-2-pentene is formed",
   292→   292→      "(b) equilibrium remains unaffected",
   293→   293→      "(c) additional trans-2-pentene is formed",
   294→   294→      "(d) equilibrium is shifted in forward direction",
   295→   295→      1.0,
   296→   296→      "According to Le-Chatelier's principle, when concentration of product (trans-2-pentene) is increased, reaction shifts backward forming more reactant (cis-2-pentene).",
   297→   297→      "CBSE AIPMT",
   298→   298→      1995.0,
   299→   299→      null
   300→   300→    ]
   301→   301→  },
   302→   302→  {
   303→   303→    "sheet": "Class11",
   304→   304→    "row": 629,
   305→   305→    "data": [
   306→   306→      "Chemistry",
   307→   307→      4.0,
   308→   308→      "Chemical Thermodynamics",
   309→   309→      "English",
   310→   310→      "Consider the following reaction occurring in an automobile 2C_8H_{18}(g) + 25O_2(g) \\rightarrow 16CO_2(g) + 18H_2O(g). The sign of \\Delta H, \\Delta S and \\Delta G would be",
   311→   311→      "(a) +, -, +",
   312→   312→      "(b) -, +, -",
   313→   313→      "(c) -, +, +",
   314→   314→      "(d) +, +, -",
   315→   315→      2.0,
   316→   316→      "Combustion is exothermic (\\Delta H = -ve). Moles of gas increase (27 to 34), so \\Delta S = +ve. \\Delta G = \\Delta H - T\\Delta S = (-ve) - (+ve) = -ve.",
   317→   317→      "CBSE AIPMT",
   318→   318→      1994.0,
   319→   319→      null
   320→   320→    ]
   321→   321→  },
   322→   322→  {
   323→   323→    "sheet": "Class11",
   324→   324→    "row": 630,
   325→   325→    "data": [
   326→   326→      "Chemistry",
   327→   327→      4.0,
   328→   328→      "Chemical Thermodynamics",
   329→   329→      "English",
   330→   330→      "A chemical reaction will be spontaneous if it is accompanied by a decrease in",
   331→   331→      "(a) entropy of the system",
   332→   332→      "(b) enthalpy of the system",
   333→   333→      "(c) internal energy of the system",
   334→   334→      "(d) free energy of the system",
   335→   335→      4.0,
   336→   336→      "Gibbs free energy of a system (\\Delta G) determines spontaneity. If \\Delta G is negative (decrease), the process is spontaneous.",
   337→   337→      "CBSE AIPMT",
   338→   338→      1994.0,
   339→   339→      null
   340→   340→    ]
   341→   341→  },
   342→   342→  {
   343→   343→    "sheet": "Class11",
   344→   344→    "row": 632,
   345→   345→    "data": [
   346→   346→      "Chemistry",
   347→   347→      4.0,
   348→   348→      "रासायनिक ऊष्मप्रवैगिकी",
   349→   349→      "Hindi",
   350→   350→      "स्थिर तापमान और दाब पर एक निकाय के लिए गिब्स मुक्त ऊर्जा में परिवर्तन (\\Delta G_{system}) के लिए सही कथन की पहचान करें।",
   351→   351→      "(a) यदि \\Delta G_{system} > 0 तो प्रक्रिया स्वतःप्रवर्तित है",
   352→   352→      "(b) यदि \\Delta G_{system} = 0 तो निकाय साम्यावस्था प्राप्त कर चुका है",
   353→   353→      "(c) यदि \\Delta G_{system} = 0 तो निकाय अभी भी एक विशेष दिशा में बढ़ रहा है",
   354→   354→      "(d) यदि \\Delta G_{system} < 0 तो प्रक्रिया स्वतःप्रवर्तित नहीं है",
   355→   355→      2.0,
   356→   356→      "यदि एक निकाय के लिए गिब्स मुक्त ऊर्जा (\\Delta G_{system}) शून्य के बराबर है, तो निकाय स्थिर तापमान और दाब पर साम्यावस्था में उपस्थित है।",
   357→   357→      "CBSE AIPMT",
   358→   358→      2006.0,
   359→   359→      null
   360→   360→    ]
   361→   361→  },
   362→   362→  {
   363→   363→    "sheet": "Class11",
   364→   364→    "row": 633,
   365→   365→    "data": [
   366→   366→      "Chemistry",
   367→   367→      4.0,
   368→   368→      "रासायनिक ऊष्मप्रवैगिकी",
   369→   369→      "Hindi",
   370→   370→      "रासायनिक अभिक्रिया का निम्नलिखित में से कौन सा युग्म एक स्वतःप्रवर्तित अभिक्रिया के परिणाम के लिए निश्चित है?",
   371→   371→      "(a) ऊष्माक्षेपी और घटती अव्यवस्था",
   372→   372→      "(b) ऊष्माशोषी और बढ़ती अव्यवस्था",
   373→   373→      "(c) ऊष्माक्षेपी और बढ़ती अव्यवस्था",
   374→   374→      "(d) ऊष्माशोषी और घटती अव्यवस्था",
   375→   375→      3.0,
   376→   376→      "यदि अभिक्रिया ऊष्माक्षेपी (\\Delta H ऋणात्मक है) है और अव्यवस्था बढ़ रही है (\\Delta S धनात्मक है), तो \\Delta G = \\Delta H - T\\Delta S के अनुसार \\Delta G ऋणात्मक होगा, जो स्वतःप्रवर्तन सुनिश्चित करता है।",
   377→   377→      "CBSE AIPMT",
   378→   378→      2005.0,
   379→   379→      null
   380→   380→    ]
   381→   381→  },
   382→   382→  {
   383→   383→    "sheet": "Class11",
   384→   384→    "row": 634,
   385→   385→    "data": [
   386→   386→      "Chemistry",
   387→   387→      4.0,
   388→   388→      "रासायनिक ऊष्मप्रवैगिकी",
   389→   389→      "Hindi",
   390→   390→      "एक अभिक्रिया स्वतःप्रवर्तित होती है यदि:",
   391→   391→      "(a) T\\Delta S < \\Delta H और \\Delta H और \\Delta S दोनों धनात्मक हैं",
   392→   392→      "(b) T\\Delta S > \\Delta H और \\Delta H और \\Delta S दोनों धनात्मक हैं",
   393→   393→      "(c) T\\Delta S = \\Delta H और \\Delta H और \\Delta S दोनों धनात्मक हैं",
   394→   394→      "(d) T\\Delta S > \\Delta H और \\Delta H धनात्मक है और \\Delta S ऋणात्मक है",
   395→   395→      2.0,
   396→   396→      "किसी अभिक्रिया का स्वतःप्रवर्तन \\Delta G के ऋणात्मक मान पर आधारित होता है। जब T\\Delta S > \\Delta H (धनात्मक \\Delta H और \\Delta S के लिए) होता है, तो \\Delta G ऋणात्मक हो जाता है।",
   397→   397→      "CBSE AIPMT",
   398→   398→      2005.0,
   399→   399→      null
   400→   400→    ]
   401→   401→  },
   402→   402→  {
   403→   403→    "sheet": "Class11",
   404→   404→    "row": 635,
   405→   405→    "data": [
   406→   406→      "Chemistry",
   407→   407→      4.0,
   408→   408→      "रासायनिक ऊष्मप्रवैगिकी",
   409→   409→      "Hindi",
   410→   410→      "एन्ट्रॉपी (S) को एक ऊष्मप्रवैगिकी पैरामीटर मानते हुए, किसी भी प्रक्रिया के स्वतःप्रवर्तन का मानदंड है:",
   411→   411→      "(a) \\Delta S_{system} + \\Delta S_{surrounding} > 0",
   412→   412→      "(b) \\Delta S_{system} - \\Delta S_{surrounding} > 0",
   413→   413→      "(c) \\Delta S_{system} > 0",
   414→   414→      "(d) \\Delta S_{surrounding} > 0",
   415→   415→      1.0,
   416→   416→      "स्वतःप्रवर्तित प्रक्रिया के लिए, \\Delta S_{total} धनात्मक होना चाहिए। \\Delta S_{total} = \\Delta S_{system} + \\Delta S_{surrounding} > 0.",
   417→   417→      "CBSE AIPMT",
   418→   418→      2004.0,
   419→   419→      null
   420→   420→    ]
   421→   421→  },
   422→   422→  {
   423→   423→    "sheet": "Class11",
   424→   424→    "row": 636,
   425→   425→    "data": [
   426→   426→      "Chemistry",
   427→   427→      4.0,
   428→   428→      "रासायनिक ऊष्मप्रवैगिकी",
   429→   429→      "Hindi",
   430→   430→      "298 K पर अमोनिया के ऑक्सीकरण के लिए मानक एन्थैल्पी और मानक एन्ट्रॉपी परिवर्तन क्रमशः -382.64 \\text{ kJ mol}^{-1} और -145.6 \\text{ JK}^{-1} \\text{mol}^{-1} हैं। 298 K पर समान अभिक्रिया के लिए मानक गिब्स ऊर्जा परिवर्तन है:",
   431→   431→      "(a) -221.1 kJ mol⁻¹",
   432→   432→      "(b) -339.3 kJ mol⁻¹",
   433→   433→      "(c) -439.3 kJ mol⁻¹",
   434→   434→      "(d) -523.2 kJ mol⁻¹",
   435→   435→      2.0,
   436→   436→      "\\Delta G^\\circ = \\Delta H^\\circ - T\\Delta S^\\circ = -382.64 - [298 \\times (-145.6 \\times 10^{-3})] = -339.3 \\text{ kJ mol}^{-1}.",
   437→   437→      "CBSE AIPMT",
   438→   438→      2004.0,
   439→   439→      null
   440→   440→    ]
   441→   441→  },
   442→   442→  {
   443→   443→    "sheet": "Class11",
   444→   444→    "row": 637,
   445→   445→    "data": [
   446→   446→      "Chemistry",
   447→   447→      4.0,
   448→   448→      "रासायनिक ऊष्मप्रवैगिकी",
   449→   449→      "Hindi",
   450→   450→      "जब 0^\\circ C पर एक मोल बर्फ पानी में परिवर्तित होती है तो एन्ट्रॉपी परिवर्तन (J K^{-1} mol^{-1} में) क्या है? (0^\\circ C पर बर्फ के द्रव जल में रूपांतरण के लिए एन्थैल्पी परिवर्तन 6.0 \\text{ kJ mol}^{-1} है)",
   451→   451→      "(a) 2.198 \\text{ J K}^{-1} \\text{mol}^{-1}",
   452→   452→      "(b) 21.98 \\text{ J K}^{-1} \\text{mol}^{-1}",
   453→   453→      "(c) 20.13 \\text{ J K}^{-1} \\text{mol}^{-1}",
   454→   454→      "(d) 2.013 \\text{ J K}^{-1} \\text{mol}^{-1}",
   455→   455→      2.0,
   456→   456→      "\\Delta S = \\Delta H_f / T = (6.0 \\times 1000) / 273 = 21.98 \\text{ J K}^{-1} \\text{mol}^{-1}.",
   457→   457→      "CBSE AIPMT",
   458→   458→      2003.0,
   459→   459→      null
   460→   460→    ]
   461→   461→  },
   462→   462→  {
   463→   463→    "sheet": "Class11",
   464→   464→    "row": 638,
   465→   465→    "data": [
   466→   466→      "Chemistry",
   467→   467→      4.0,
   468→   468→      "रासायनिक ऊष्मप्रवैगिकी",
   469→   469→      "Hindi",
   470→   470→      "298 K पर ग्रेफाइट और हीरे के घनत्व क्रमशः 2.25 और 3.31 g \\text{ cm}^{-3} हैं। यदि मानक मुक्त ऊर्जा अंतर (\\Delta G^\\circ) 1895 \\text{ J mol}^{-1} के बराबर है, तो वह दाब जिस पर 298 K पर ग्रेफाइट हीरे में परिवर्तित हो जाएगा, है:",
   471→   471→      "(a) 9.92 \\times 10^6 \\text{ Pa}",
   472→   472→      "(b) 9.92 \\times 10^5 \\text{ Pa}",
   473→   473→      "(c) 9.92 \\times 10^8 \\text{ Pa}",
   474→   474→      "(d) 9.92 \\times 10^7 \\text{ Pa}",
   475→   475→      3.0,
   476→   476→      "\\Delta V = (12/3.31 - 12/2.25) \\times 10^{-3} L = -1.91 \\times 10^{-3} L। P = -\\Delta G / \\Delta V = 1895 / (1.91 \\times 10^{-3} \\times 101.3) \\text{ atm} \\approx 9.92 \\times 10^8 \\text{ Pa}.",
   477→   477→      "CBSE AIPMT",
   478→   478→      2003.0,
   479→   479→      null
   480→   480→    ]
   481→   481→  },
   482→   482→  {
   483→   483→    "sheet": "Class11",
   484→   484→    "row": 639,
   485→   485→    "data": [
   486→   486→      "Chemistry",
   487→   487→      4.0,
   488→   488→      "रासायनिक ऊष्मप्रवैगिकी",
   489→   489→      "Hindi",
   490→   490→      "27°C तापमान पर एक आदर्श गैस के 2 मोल 2 L से 20 L तक उत्क्रमणीय (reversibly) रूप से प्रसारित होते हैं। एन्ट्रॉपी परिवर्तन ज्ञात कीजिए (R = 2 \\text{ cal/mol K})।",
   491→   491→      "(a) 92.1",
   492→   492→      "(b) 0",
   493→   493→      "(c) 4",
   494→   494→      "(d) 9.2",
   495→   495→      4.0,
   496→   496→      "\\Delta S = 2.303 nR \\log(V_2/V_1) = 2.303 \\times 2 \\times 2 \\times \\log(10) = 9.212 \\text{ cal}.",
   497→   497→      "CBSE AIPMT",
   498→   498→      2002.0,
   499→   499→      null
   500→   500→    ]
   501→   501→  },
   502→   502→  {
   503→   503→    "sheet": "Class11",
   504→   504→    "row": 640,
   505→   505→    "data": [
   506→   506→      "Chemistry",
   507→   507→      4.0,
   508→   508→      "रासायनिक ऊष्मप्रवैगिकी",
   509→   509→      "Hindi",
   510→   510→      "एन्ट्रॉपी की इकाई है:",
   511→   511→      "(a) \\text{J K}^{-1} \\text{mol}^{-1}",
   512→   512→      "(b) \\text{J mol}^{-1}",
   513→   513→      "(c) \\text{J}^{-1} \\text{K}^{-1} \\text{mol}^{-1}",
   514→   514→      "(d) \\text{J K mol}^{-1}",
   515→   515→      1.0,
   516→   516→      "एन्ट्रॉपी परिवर्तन \\Delta S = q/T। इस प्रकार, एन्ट्रॉपी की इकाई \\text{J K}^{-1} \\text{mol}^{-1} है।",
   517→   517→      "CBSE AIPMT",
   518→   518→      2002.0,
   519→   519→      null
   520→   520→    ]
   521→   521→  },
   522→   522→  {
   523→   523→    "sheet": "Class11",
   524→   524→    "row": 641,
   525→   525→    "data": [
   526→   526→      "Chemistry",
   527→   527→      4.0,
   528→   528→      "रासायनिक ऊष्मप्रवैगिकी",
   529→   529→      "Hindi",
   530→   530→      "PbO_2 \\rightarrow PbO, \\Delta G_{298} < 0; SnO_2 \\rightarrow SnO, \\Delta G_{298} > 0। Pb और Sn की सबसे संभावित ऑक्सीकरण अवस्था होगी:",
   531→   531→      "(a) Pb^{4+}, Sn^4",
   532→   532→      "(b) Pb^{4+}, Sn^{2+}",
   533→   533→      "(c) Pb^{2+}, Sn^{2+}",
   534→   534→      "(d) Pb^{2+}, Sn^{4+}",
   535→   535→      4.0,
   536→   536→      "पहली अभिक्रिया के लिए \\Delta G < 0, इसलिए Pb^{2+} स्थिर है। दूसरी के लिए \\Delta G > 0, इसलिए अभिकारक Sn^{4+} स्थिर है।",
   537→   537→      "CBSE AIPMT",
   538→   538→      2001.0,
   539→   539→      null
   540→   540→    ]
   541→   541→  },
   542→   542→  {
   543→   543→    "sheet": "Class11",
   544→   544→    "row": 642,
   545→   545→    "data": [
   546→   546→      "Chemistry",
   547→   547→      4.0,
   548→   548→      "रासायनिक ऊष्मप्रवैगिकी",
   549→   549→      "Hindi",
   550→   550→      "धातुकर्म में \\Delta G मानों का कारक महत्वपूर्ण है। 800^\\circ C पर निम्नलिखित अभिक्रियाओं के लिए \\Delta G मान दिए गए हैं: S_2(s) + 2O_2(g) \\rightarrow 2SO_2(g), \\Delta G = -544 \\text{ kJ}; 2Zn(s) + S_2(s) \\rightarrow 2ZnS(s), \\Delta G = -293 \\text{ kJ}; 2Zn(s) + O_2(g) \\rightarrow 2ZnO(s), \\Delta G = -480 \\text{ kJ}। अभिक्रिया 2ZnS(s) + 3O_2(g) \\rightarrow 2ZnO(s) + 2SO_2(g) के लिए \\Delta G होगा:",
