     1→     1→[
   136→   136→      "He_{2} का बंध क्रम = (2-2)/2 = 0 है। यदि बंध क्रम शून्य है, तो अणु का अस्तित्व नहीं होता है।",
   137→   137→      "NEET (Sep.)",
   138→   138→      2020.0,
   139→   139→      null
   140→   140→    ]
   141→   141→  },
   142→   142→  {
   143→   143→    "sheet": "Class11",
   144→   144→    "row": 410,
   145→   145→    "data": [
   146→   146→      "Chemistry",
   147→   147→      3.0,
   148→   148→      "रासायनिक आबंधन तथा आण्विक संरचना",
   149→   149→      "Hindi",
   150→   150→      "H-परमाणुओं की अंतरनाभिकीय दूरी (x) के फलन के रूप में H_{2} निर्माण के लिए स्थितिज ऊर्जा (y) वक्र नीचे दिखाया गया है। H_{2} की बंध ऊर्जा है:",
   151→   151→      "(a) (b-a)",
   152→   152→      "(b) \\frac{(c-a)}{2}",
   153→   153→      "(c) \\frac{(b-a)}{2}",
   154→   154→      "(d) (c-a)",
   155→   155→      1.0,
   156→   156→      "बंध ऊर्जा क्षमता कूप (potential well) की गहराई से मेल खाती है, जो पृथक्करण (a) और न्यूनतम ऊर्जा (b) पर ऊर्जा के बीच का अंतर है। परिमाण (b-a) है।",
   157→   157→      "NEET (Oct.)",
   158→   158→      2020.0,
   159→   159→      null
   160→   160→    ]
   161→   161→  },
   162→   162→  {
   163→   163→    "sheet": "Class11",
   164→   164→    "row": 411,
   165→   165→    "data": [
   166→   166→      "Chemistry",
   167→   167→      3.0,
   168→   168→      "रासायनिक आबंधन तथा आण्विक संरचना",
   169→   169→      "Hindi",
   170→   170→      "आणविक कक्षक सिद्धांत के अनुसार, निम्नलिखित में से किस द्विपरमाण्विक आणविक प्रजाति में केवल \\pi-बंध होते हैं?",
   171→   171→      "(a) N_{2}",
   172→   172→      "(b) C_{2}",
   173→   173→      "(c) Be_{2}",
   174→   174→      "(d) O_{2}",
   175→   175→      2.0,
   176→   176→      "C_{2} में, अंतिम 4 इलेक्ट्रॉन \\pi 2p कक्षकों में प्रवेश करते हैं। बंध क्रम 2 है, जिसमें दो \\pi-बंध होते हैं।",
   177→   177→      "NEET (National)",
   178→   178→      2019.0,
   179→   179→      null
   180→   180→    ]
   181→   181→  },
   182→   182→  {
   183→   183→    "sheet": "Class11",
   184→   184→    "row": 412,
   185→   185→    "data": [
   186→   186→      "Chemistry",
   187→   187→      3.0,
   188→   188→      "रासायनिक आबंधन तथा आण्विक संरचना",
   189→   189→      "Hindi",
   190→   190→      "निम्नलिखित में से कौन अनुचुंबकीय (paramagnetic) है?",
   191→   191→      "(a) N_{2}",
   192→   192→      "(b) H_{2}",
   193→   193→      "(c) Li_{2}",
   194→   194→      "(d) O_{2}",
   195→   195→      4.0,
   196→   196→      "O_{2} में विपरीत-आबंधक (antibonding) \\pi^{*} कक्षकों में दो अयुग्मित इलेक्ट्रॉन होते हैं, जो इसे अनुचुंबकीय बनाते हैं। अन्य प्रतिचुंबकीय हैं।",
   197→   197→      "NEET (Odisha)",
   198→   198→      2019.0,
   199→   199→      null
   200→   200→    ]
   201→   201→  },
   202→   202→  {
   203→   203→    "sheet": "Class11",
   204→   204→    "row": 413,
   205→   205→    "data": [
   206→   206→      "Chemistry",
   207→   207→      3.0,
   208→   208→      "रासायनिक आबंधन तथा आण्विक संरचना",
   209→   209→      "Hindi",
   210→   210→      "निम्नलिखित प्रजातियों CN^{+}, CN^{-}, NO और CN पर विचार करें। इनमें से किसका बंध क्रम (bond order) सबसे अधिक होगा?",
   211→   211→      "(a) CN^{+}",
   212→   212→      "(b) CN^{-}",
   213→   213→      "(c) NO",
   214→   214→      "(d) CN",
   215→   215→      2.0,
   216→   216→      "CN^{-} (14 इलेक्ट्रॉन) का बंध क्रम 3 है। NO (2.5), CN (2.5), CN^{+} (2)।",
   217→   217→      "NEET",
   218→   218→      2018.0,
   219→   219→      null
   220→   220→    ]
   221→   221→  },
   222→   222→  {
   223→   223→    "sheet": "Class11",
   224→   224→    "row": 414,
   225→   225→    "data": [
   226→   226→      "Chemistry",
   227→   227→      3.0,
   228→   228→      "रासायनिक आबंधन तथा आण्विक संरचना",
   229→   229→      "Hindi",
   230→   230→      "निम्नलिखित में से कौन सा यौगिक अंतःअणुक (intramolecular) हाइड्रोजन आबंधन की उपस्थिति दर्शाता है?",
   231→   231→      "(a) H_{2}O_{2}",
   232→   232→      "(b) HCN",
   233→   233→      "(c) सेलुलोज (Cellulose)",
   234→   234→      "(d) सांद्र एसिटिक अम्ल",
   235→   235→      3.0,
   236→   236→      "सेलुलोज में अंतःअणुक हाइड्रोजन आबंधन शामिल है। H_{2}O_{2} और एसिटिक अम्ल अंतराअणुक (intermolecular) हाइड्रोजन आबंधन दिखाते हैं।",
   237→   237→      "NEET",
   238→   238→      "2016, Phase II",
   239→   239→      null
   240→   240→    ]
   241→   241→  },
   242→   242→  {
   243→   243→    "sheet": "Class11",
   244→   244→    "row": 415,
   245→   245→    "data": [
   246→   246→      "Chemistry",
   247→   247→      3.0,
   248→   248→      "रासायनिक आबंधन तथा आण्विक संरचना",
   249→   249→      "Hindi",
   250→   250→      "आयनों का निम्नलिखित में से कौन सा युग्म समइलेक्ट्रॉनिक (isoelectronic) और समसंरचनात्मक (isostructural) है?",
   251→   251→      "(a) CO_{3}^{2-}, NO_{3}^{-}",
   252→   252→      "(b) ClO_{3}^{-}, CO_{3}^{2-}",
   253→   253→      "(c) SO_{3}^{2-}, NO_{3}^{-}",
   254→   254→      "(d) ClO_{3}^{-}, SO_{3}^{2-}",
   255→   255→      "2026-04-01T00:00:00",
   256→   256→      "(a) CO_{3}^{2-} और NO_{3}^{-} समइलेक्ट्रॉनिक (32e) और समसंरचनात्मक (त्रिकोणीय समतलीय) हैं। (d) ClO_{3}^{-} और SO_{3}^{2-} समइलेक्ट्रॉनिक (42e) और समसंरचनात्मक (पिरामिडीय) हैं। दोनों विकल्प सही हैं।",
   257→   257→      "NEET",
   258→   258→      "2016, Phase II",
   259→   259→      null
   260→   260→    ]
   261→   261→  },
   262→   262→  {
   263→   263→    "sheet": "Class11",
   264→   264→    "row": 416,
   265→   265→    "data": [
   266→   266→      "Chemistry",
   267→   267→      3.0,
   268→   268→      "रासायनिक आबंधन तथा आण्विक संरचना",
   269→   269→      "Hindi",
   270→   270→      "निम्नलिखित में से कौन सा विकल्प सही बंध क्रम का प्रतिनिधित्व करता है?",
   271→   271→      "(a) O_{2}^{-} > O_{2} > O_{2}^{+}",
   272→   272→      "(b) O_{2}^{-} < O_{2} < O_{2}^{+}",
   273→   273→      "(c) O_{2}^{-} > O_{2} < O_{2}^{+}",
   274→   274→      "(d) O_{2}^{-} < O_{2} > O_{2}^{+}",
   275→   275→      2.0,
   276→   276→      "बंध क्रम: O_{2}^{+} (2.5) > O_{2} (2.0) > O_{2}^{-} (1.5)। सही क्रम O_{2}^{-} < O_{2} < O_{2}^{+} है।",
   277→   277→      "CBSE AIPMT",
   278→   278→      2015.0,
   279→   279→      null
   280→   280→    ]
   281→   281→  },
   282→   282→  {
   283→   283→    "sheet": "Class11",
   284→   284→    "row": 418,
   285→   285→    "data": [
   286→   286→      "Chemistry",
   287→   287→      3.0,
   288→   288→      "Chemical Bonding and Molecular Structure",
   289→   289→      "English",
   290→   290→      "Which of the following is paramagnetic?",
   291→   291→      "(a) CO",
   292→   292→      "(b) O_{2}^{-}",
   293→   293→      "(c) CN^{-}",
   294→   294→      "(d) NO^{+}",
   295→   295→      2.0,
   296→   296→      "Paramagnetic species contains unpaired electrons. O_{2}^{-} (17 electrons) has one unpaired electron in \\pi^{*}2p orbital. CO (14), CN^{-} (14), and NO^{+} (14) are diamagnetic (paired electrons).",
   297→   297→      "NEET",
   298→   298→      2013.0,
   299→   299→      null
   300→   300→    ]
   301→   301→  },
   302→   302→  {
   303→   303→    "sheet": "Class11",
   304→   304→    "row": 419,
   305→   305→    "data": [
   306→   306→      "Chemistry",
   307→   307→      3.0,
   308→   308→      "Chemical Bonding and Molecular Structure",
   309→   309→      "English",
   310→   310→      "Bond order of 1.5 is shown by",
   311→   311→      "(a) O_{2}^{+}",
   312→   312→      "(b) O_{2}^{-}",
   313→   313→      "(c) O_{2}^{2-}",
   314→   314→      "(d) O_{2}",
   315→   315→      2.0,
   316→   316→      "Bond order = (N_b - N_a)/2. For O_{2}^{-} (17e), BO = (10-7)/2 = 1.5. O_{2}^{+} (2.5), O_{2}^{2-} (1.0), O_{2} (2.0).",
   317→   317→      "NEET",
   318→   318→      2013.0,
   319→   319→      null
   320→   320→    ]
   321→   321→  },
   322→   322→  {
   323→   323→    "sheet": "Class11",
   324→   324→    "row": 420,
   325→   325→    "data": [
   326→   326→      "Chemistry",
   327→   327→      3.0,
   328→   328→      "Chemical Bonding and Molecular Structure",
   329→   329→      "English",
   330→   330→      "The pair of species with the same bond order is",
   331→   331→      "(a) O_{2}^{2-}, B_{2}",
   332→   332→      "(b) O_{2}^{+}, NO^{+}",
   333→   333→      "(c) NO, CO",
   334→   334→      "(d) N_{2}, O_{2}",
   335→   335→      1.0,
   336→   336→      "O_{2}^{2-} (18e) has BO = (10-8)/2 = 1. B_{2} (10e) has BO = (6-4)/2 = 1. Both have the same bond order.",
   337→   337→      "NEET",
   338→   338→      2013.0,
   339→   339→      null
   340→   340→    ]
   341→   341→  },
   342→   342→  {
   343→   343→    "sheet": "Class11",
   344→   344→    "row": 421,
   345→   345→    "data": [
   346→   346→      "Chemistry",
   347→   347→      3.0,
   348→   348→      "Chemical Bonding and Molecular Structure",
   349→   349→      "English",
   350→   350→      "Which of the following has the minimum bond length?",
   351→   351→      "(a) O_{2}^{+}",
   352→   352→      "(b) O_{2}^{-}",
   353→   353→      "(c) O_{2}^{2-}",
   354→   354→      "(d) O_{2}",
   355→   355→      1.0,
   356→   356→      "Bond length is inversely proportional to bond order. O_{2}^{+} (BO=2.5), O_{2} (BO=2), O_{2}^{-} (BO=1.5), O_{2}^{2-} (BO=1). Maximum BO (2.5) means minimum bond length.",
   357→   357→      "CBSE AIPMT",
   358→   358→      2011.0,
   359→   359→      null
   360→   360→    ]
   361→   361→  },
   362→   362→  {
   363→   363→    "sheet": "Class11",
   364→   364→    "row": 422,
   365→   365→    "data": [
   366→   366→      "Chemistry",
   367→   367→      3.0,
   368→   368→      "Chemical Bonding and Molecular Structure",
   369→   369→      "English",
   370→   370→      "Which one of the following species does not exist under normal conditions?",
   371→   371→      "(a) Be_{2}^{+}",
   372→   372→      "(b) Be_{2}",
   373→   373→      "(c) B_{2}",
   374→   374→      "(d) Li_{2}",
   375→   375→      2.0,
   376→   376→      "Be_{2} (8e) has configuration \\sigma 1s^2 \\sigma^* 1s^2 \\sigma 2s^2 \\sigma^* 2s^2. Bond order = (4-4)/2 = 0. Zero bond order implies the molecule does not exist.",
   377→   377→      "CBSE AIPMT",
   378→   378→      2010.0,
   379→   379→      null
   380→   380→    ]
   381→   381→  },
   382→   382→  {
   383→   383→    "sheet": "Class11",
   384→   384→    "row": 423,
   385→   385→    "data": [
   386→   386→      "Chemistry",
   387→   387→      3.0,
   388→   388→      "Chemical Bonding and Molecular Structure",
   389→   389→      "English",
   390→   390→      "What is the dominant intermolecular force on bond that must be overcome in converting liquid CH_{3}OH to a gas?",
   391→   391→      "(a) Hydrogen bonding",
   392→   392→      "(b) Dipole-dipole interaction",
   393→   393→      "(c) Covalent bonds",
   394→   394→      "(d) London or dispersion force",
   395→   395→      1.0,
   396→   396→      "Methanol (CH_{3}OH) molecules are associated through intermolecular hydrogen bonding due to the polar -OH group. This is the dominant force to overcome.",
   397→   397→      "CBSE AIPMT",
   398→   398→      2009.0,
   399→   399→      null
   400→   400→    ]
   401→   401→  },
   402→   402→  {
   403→   403→    "sheet": "Class11",
   404→   404→    "row": 424,
   405→   405→    "data": [
   406→   406→      "Chemistry",
   407→   407→      3.0,
   408→   408→      "Chemical Bonding and Molecular Structure",
   409→   409→      "English",
   410→   410→      "According to molecular orbital theory which of the following lists rank the nitrogen species in terms of increasing bond order?",
   411→   411→      "(a) N_{2}^{-} < N_{2} < N_{2}^{2-}",
   412→   412→      "(b) N_{2}^{2-} < N_{2}^{-} < N_{2}",
   413→   413→      "(c) N_{2} < N_{2}^{2-} < N_{2}^{-}",
   414→   414→      "(d) N_{2}^{-} < N_{2}^{2-} < N_{2}",
   415→   415→      2.0,
   416→   416→      "N_{2} (14e) BO=3. N_{2}^{-} (15e) BO=2.5. N_{2}^{2-} (16e) BO=2. Increasing order: N_{2}^{2-} < N_{2}^{-} < N_{2}.",
   417→   417→      "CBSE AIPMT",
   418→   418→      2009.0,
   419→   419→      null
   420→   420→    ]
   421→   421→  },
   422→   422→  {
   423→   423→    "sheet": "Class11",
   424→   424→    "row": 425,
   425→   425→    "data": [
   426→   426→      "Chemistry",
   427→   427→      3.0,
   428→   428→      "Chemical Bonding and Molecular Structure",
   429→   429→      "English",
   430→   430→      "Four diatomic species are listed below in different sequences. Which of these presents the correct order of their increasing bond order?",
   431→   431→      "(a) O_{2}^{-} < NO < C_{2}^{2-} < He_{2}^{+}",
   432→   432→      "(b) NO < C_{2}^{2-} < O_{2}^{-} < He_{2}^{+}",
   433→   433→      "(c) C_{2}^{2-} < He_{2}^{+} < NO < O_{2}^{-}",
   434→   434→      "(d) He_{2}^{+} < O_{2}^{-} < NO < C_{2}^{2-}",
   435→   435→      4.0,
   436→   436→      "Bond Orders: He_{2}^{+} (0.5), O_{2}^{-} (1.5), NO (2.5), C_{2}^{2-} (3.0). Correct increasing order is He_{2}^{+} < O_{2}^{-} < NO < C_{2}^{2-}.",
   437→   437→      "CBSE AIPMT",
   438→   438→      2008.0,
   439→   439→      null
   440→   440→    ]
   441→   441→  },
   442→   442→  {
   443→   443→    "sheet": "Class11",
   444→   444→    "row": 426,
   445→   445→    "data": [
   446→   446→      "Chemistry",
   447→   447→      3.0,
   448→   448→      "Chemical Bonding and Molecular Structure",
   449→   449→      "English",
   450→   450→      "The correct order of C-O bond length among CO, CO_{3}^{2-}, CO_{2} is",
   451→   451→      "(a) CO_{2} < CO_{3}^{2-} < CO",
   452→   452→      "(b) CO < CO_{3}^{2-} < CO_{2}",
   453→   453→      "(c) CO_{3}^{2-} < CO_{2} < CO",
   454→   454→      "(d) CO < CO_{2} < CO_{3}^{2-}",
   455→   455→      4.0,
   456→   456→      "Bond order: CO (3.0), CO_{2} (2.0), CO_{3}^{2-} (1.33). Higher bond order means shorter bond length. Order: CO < CO_{2} < CO_{3}^{2-}.",
   457→   457→      "CBSE AIPMT",
   458→   458→      2007.0,
   459→   459→      null
   460→   460→    ]
   461→   461→  },
   462→   462→  {
   463→   463→    "sheet": "Class11",
   464→   464→    "row": 427,
   465→   465→    "data": [
   466→   466→      "Chemistry",
   467→   467→      3.0,
   468→   468→      "Chemical Bonding and Molecular Structure",
   469→   469→      "English",
   470→   470→      "The number of unpaired electrons in a paramagnetic diatomic molecule of an element with atomic number 16 is",
   471→   471→      "(a) 2",
   472→   472→      "(b) 3",
   473→   473→      "(c) 4",
   474→   474→      "(d) 1",
   475→   475→      1.0,
   476→   476→      "Element Z=16 is Sulphur. S_{2} (valence e=12, total=32) is like O_{2}. In MO, last 2 electrons enter degenerate \\pi^* orbitals singly. Unpaired electrons = 2.",
   477→   477→      "CBSE AIPMT",
   478→   478→      2006.0,
   479→   479→      null
   480→   480→    ]
   481→   481→  },
   482→   482→  {
   483→   483→    "sheet": "Class11",
   484→   484→    "row": 428,
   485→   485→    "data": [
   486→   486→      "Chemistry",
   487→   487→      3.0,
   488→   488→      "Chemical Bonding and Molecular Structure",
   489→   489→      "English",
   490→   490→      "Main axis of a diatomic molecule is z, molecular orbital p_{x} and p_{y} overlaps to form which of the following orbitals?",
   491→   491→      "(a) \\pi-molecular orbital",
   492→   492→      "(b) \\sigma-molecular orbital",
   493→   493→      "(c) \\delta-molecular orbital",
   494→   494→      "(d) No bond will form",
   495→   495→      1.0,
   496→   496→      "If z is the internuclear axis, side-wise overlapping of p_{x} or p_{y} orbitals takes place perpendicular to the axis, forming \\pi-molecular orbitals.",
   497→   497→      "CBSE AIPMT",
   498→   498→      2001.0,
   499→   499→      null
   500→   500→    ]
   501→   501→  },
   502→   502→  {
   503→   503→    "sheet": "Class11",
   504→   504→    "row": 429,
   505→   505→    "data": [
   506→   506→      "Chemistry",
   507→   507→      3.0,
   508→   508→      "Chemical Bonding and Molecular Structure",
   509→   509→      "English",
   510→   510→      "In X - H \\dots Y, X and Y both are electronegative elements, then",
   511→   511→      "(a) electron density on X will increase and on H will decrease",
   512→   512→      "(b) in both electron density will increase",
   513→   513→      "(c) in both electron density will decrease",
   514→   514→      "(d) on X electron density will decrease and on H increase",
   515→   515→      1.0,
   516→   516→      "In hydrogen bonding X - H \\dots Y, X pulls electrons from H (X becomes \\delta-, H becomes \\delta+). Thus electron density on X increases and on H decreases.",
   517→   517→      "CBSE AIPMT",
   518→   518→      2001.0,
   519→   519→      null
   520→   520→    ]
   521→   521→  },
   522→   522→  {
   523→   523→    "sheet": "Class11",
   524→   524→    "row": 430,
   525→   525→    "data": [
   526→   526→      "Chemistry",
   527→   527→      3.0,
   528→   528→      "Chemical Bonding and Molecular Structure",
   529→   529→      "English",
   530→   530→      "A compound contains atoms of three elements A, B and C. If the oxidation number of A is +2, B is +5 and that of C is -2, the possible formula of the compound is",
   531→   531→      "(a) A_{3}(B_{4}C)_{2}",
   532→   532→      "(b) A_{3}(BC_{4})_{2}",
   533→   533→      "(c) A_{2}(BC_{3})_{2}",
   534→   534→      "(d) ABC_{2}",
   535→   535→      2.0,
   536→   536→      "Check neutrality: 3(+2) + 2[+5 + 4(-2)] = 6 + 2[5-8] = 6 - 6 = 0. Formula A_{3}(BC_{4})_{2} is neutral.",
   537→   537→      "CBSE AIPMT",
   538→   538→      2000.0,
   539→   539→      null
   540→   540→    ]
   541→   541→  },
   542→   542→  {
   543→   543→    "sheet": "Class11",
   544→   544→    "row": 431,
   545→   545→    "data": [
   546→   546→      "Chemistry",
   547→   547→      3.0,
   548→   548→      "Chemical Bonding and Molecular Structure",
   549→   549→      "English",
   550→   550→      "Among the following group which represents the collection of isoelectronic species?",
   551→   551→      "(a) NO, CN^{-}, N_{2}, O_{2}^{-}",
   552→   552→      "(b) NO^{+}, C_{2}^{2-}, O_{2}^{-}, CO",
   553→   553→      "(c) N_{2}, C_{2}^{2-}, CO, NO",
   554→   554→      "(d) CO, NO^{+}, CN^{-}, C_{2}^{2-}",
   555→   555→      4.0,
   556→   556→      "Isoelectronic species have the same number of electrons. CO (14), NO^{+} (14), CN^{-} (14), C_{2}^{2-} (14). All have 14 electrons.",
   557→   557→      "CBSE AIPMT",
   558→   558→      2000.0,
   559→   559→      null
   560→   560→    ]
   561→   561→  },
   562→   562→  {
   563→   563→    "sheet": "Class11",
   564→   564→    "row": 432,
   565→   565→    "data": [
   566→   566→      "Chemistry",
   567→   567→      3.0,
   568→   568→      "Chemical Bonding and Molecular Structure",
   569→   569→      "English",
   570→   570→      "Which one of the following is not paramagnetic?",
   571→   571→      "(a) NO",
   572→   572→      "(b) N_{2}^{+}",
   573→   573→      "(c) CO",
   574→   574→      "(d) O_{2}^{-}",
   575→   575→      3.0,
   576→   576→      "CO (14 electrons) has all paired electrons in its molecular orbitals (\\sigma 1s^2 \\dots \\sigma 2p_z^2). Thus, it is diamagnetic. Others have unpaired electrons.",
   577→   577→      "CBSE AIPMT",
   578→   578→      2000.0,
   579→   579→      null
   580→   580→    ]
   581→   581→  },
   582→   582→  {
   583→   583→    "sheet": "Class11",
   584→   584→    "row": 433,
   585→   585→    "data": [
   586→   586→      "Chemistry",
   587→   587→      3.0,
   588→   588→      "Chemical Bonding and Molecular Structure",
   589→   589→      "English",
   590→   590→      "The relationship between the dissociation energy of N_{2} and N_{2}^{+} is",
   591→   591→      "(a) dissociation energy of N_{2} > dissociation energy of N_{2}^{+}",
   592→   592→      "(b) dissociation energy of N_{2} = dissociation energy of N_{2}^{+}",
   593→   593→      "(c) dissociation energy of N_{2}^{+} > dissociation energy of N_{2}",
   594→   594→      "(d) dissociation energy of N_{2} can either be lower or higher than the dissociation energy of N_{2}^{+}",
   595→   595→      1.0,
   596→   596→      "Bond order of N_{2} is 3.0. Bond order of N_{2}^{+} is 2.5. Higher bond order implies higher dissociation energy. So N_{2} > N_{2}^{+}.",
   597→   597→      "CBSE AIPMT",
   598→   598→      2000.0,
   599→   599→      null
   600→   600→    ]
   601→   601→  },
   602→   602→  {
   603→   603→    "sheet": "Class11",
   604→   604→    "row": 434,
   605→   605→    "data": [
   606→   606→      "Chemistry",
   607→   607→      3.0,
   608→   608→      "Chemical Bonding and Molecular Structure",
   609→   609→      "English",
   610→   610→      "Which one of the following molecules will form a linear polymeric structure due to hydrogen bonding?",
   611→   611→      "(a) NH_{3}",
   612→   612→      "(b) H_{2}O",
   613→   613→      "(c) HCl",
   614→   614→      "(d) HF",
   615→   615→      4.0,
   616→   616→      "HF molecules associate through strong intermolecular hydrogen bonding to form zigzag linear polymeric chains (HF)_n in solid/liquid state.",
   617→   617→      "CBSE AIPMT",
   618→   618→      2000.0,
   619→   619→      null
   620→   620→    ]
   621→   621→  },
   622→   622→  {
   623→   623→    "sheet": "Class11",
   624→   624→    "row": 435,
   625→   625→    "data": [
   626→   626→      "Chemistry",
   627→   627→      3.0,
   628→   628→      "Chemical Bonding and Molecular Structure",
   629→   629→      "English",
   630→   630→      "The number of antibonding electron pairs in O_{2}^{2-} molecular ion on the basis of molecular orbital theory is (at. no. of O is 8)",
   631→   631→      "(a) 5",
   632→   632→      "(b) 2",
   633→   633→      "(c) 4",
   634→   634→      "(d) 6",
   635→   635→      3.0,
   636→   636→      "O_{2}^{2-} has 18 electrons. Configuration: KK \\sigma 2s^2 \\sigma^* 2s^2 \\sigma 2p_z^2 \\pi 2p^4 \\pi^* 2p^4. Antibonding electrons: 2 in \\sigma^* 2s and 4 in \\pi^* 2p, total 6 electrons = 3 pairs. Wait, source says 4. Let's re-read source. Source says \"Total electrons = 18... configuration... number of antibonding electron pairs = 4\". Let's check calculation. Antibonding are \\sigma^*1s^2, \\sigma^*2s^2, \\pi^*2p_x^2, \\pi^*2p_y^2. Total 8e- in antibonding. 8/2 = 4 pairs. Correct.",
   637→   637→      "CBSE AIPMT",
   638→   638→      1998.0,
   639→   639→      null
