     1→     1→{
     2→     2→ "batch": 8,
     3→     3→ "questions": [
   281→   281→   "Question": "निम्नलिखित में से किस लवण को 'चिली साल्टपीटर' (Chile Saltpetre) कहा जाता है?",
   282→   282→   "Option 1": "KNO3",
   283→   283→   "Option 2": "NaNO3",
   284→   284→   "Option 3": "NaCl",
   285→   285→   "Option 4": "Na2CO3",
   286→   286→   "Correct Option": "2.0",
   287→   287→   "Explanation": "सोडियम नाइट्रेट ($NaNO_3$) को आमतौर पर चिली साल्टपीटर कहा जाता है, जबकि पोटेशियम नाइट्रेट को 'इंडियन साल्टपीटर' के नाम से जाना जाता है।",
   288→   288→   "Exam": "",
   289→   289→   "Year": "",
   290→   290→   "_sheet_row": 369
   291→   291→  },
   292→   292→  {
   293→   293→   "Subject": "Science",
   294→   294→   "Chapter No.": "2.0",
   295→   295→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   296→   296→   "Medium": "Hindi",
   297→   297→   "Question": "जब बेकिंग सोडा के विलयन को गर्म किया जाता है तो क्या होता है?",
   298→   298→   "Option 1": "CO2 निकलती है और सोडियम कार्बोनेट बनता है",
   299→   299→   "Option 2": "ऑक्सीजन निकलती है",
   300→   300→   "Option 3": "सोडियम हाइड्रॉक्साइड बनता है",
   301→   301→   "Option 4": "कोई परिवर्तन नहीं होता",
   302→   302→   "Correct Option": "1.0",
   303→   303→   "Explanation": "सोडियम हाइड्रोजनकार्बोनेट का तापीय अपघटन: $2NaHCO_3 \\xrightarrow{\\Delta} Na_2CO_3 + H_2O + CO_2$। यह अभिक्रिया ब्रेड/केक को फुलाने के लिए मौलिक है।",
   304→   304→   "Exam": "CBSE",
   305→   305→   "Year": "2018.0",
   306→   306→   "_sheet_row": 370
   307→   307→  },
   308→   308→  {
   309→   309→   "Subject": "Science",
   310→   310→   "Chapter No.": "2.0",
   311→   311→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   312→   312→   "Medium": "Hindi",
   313→   313→   "Question": "एक दृष्टिबाधित छात्र किसी विलयन को अम्लीय या क्षारीय के रूप में पहचानना चाहता है। उसे किस सूचक का उपयोग करना चाहिए?",
   314→   314→   "Option 1": "लिटमस",
   315→   315→   "Option 2": "वैनिला एसेंस",
   316→   316→   "Option 3": "पिटुनिया की पत्तियां",
   317→   317→   "Option 4": "हल्दी",
   318→   318→   "Correct Option": "2.0",
   319→   319→   "Explanation": "वैनिला एसेंस एक गंधीय (Olfactory) सूचक है। इसकी गंध अम्लीय माध्यम में पहचानी जा सकती है लेकिन क्षारीय माध्यम में गायब हो जाती है, जो इसे दृष्टिबाधित छात्रों के लिए उपयुक्त बनाती है।",
   320→   320→   "Exam": "CBSE",
   321→   321→   "Year": "2023.0",
   322→   322→   "_sheet_row": 371
   323→   323→  },
   324→   324→  {
   325→   325→   "Subject": "Science",
   326→   326→   "Chapter No.": "2.0",
   327→   327→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   328→   328→   "Medium": "Hindi",
   329→   329→   "Question": "मृत तापित प्लास्टर' (Dead Burnt Plaster) का रासायनिक सूत्र है:",
   330→   330→   "Option 1": "CaSO4 . 2H2O",
   331→   331→   "Option 2": "CaSO4 . 1/2 H2O",
   332→   332→   "Option 3": "CaSO4",
   333→   333→   "Option 4": "CaCO3",
   334→   334→   "Correct Option": "3.0",
   335→   335→   "Explanation": "जब जिप्सम को 373 K (100°C) से ऊपर गर्म किया जाता है, तो यह अपने क्रिस्टलन का पूरा जल खो देता है और निर्जल कैल्शियम सल्फेट बनाता है, जिसे मृत तापित प्लास्टर कहते हैं।",
   336→   336→   "Exam": "HBSE",
   337→   337→   "Year": "2021.0",
   338→   338→   "_sheet_row": 372
   339→   339→  },
   340→   340→  {
   341→   341→   "Subject": "Science",
   342→   342→   "Chapter No.": "2.0",
   343→   343→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   344→   344→   "Medium": "Hindi",
   345→   345→   "Question": "किसी विलयन की अम्लीय शक्ति किस पर निर्भर करती है?",
   346→   346→   "Option 1": "OH- आयनों की सांद्रता पर",
   347→   347→   "Option 2": "H+ आयनों की सांद्रता पर",
   348→   348→   "Option 3": "Cl- आयनों की सांद्रता पर",
   349→   349→   "Option 4": "पात्र की प्रकृति पर",
   350→   350→   "Correct Option": "2.0",
   351→   351→   "Explanation": "अम्लता विशेष रूप से विलयन में हाइड्रोनियम या हाइड्रोजन आयनों की सांद्रता का माप है।",
   352→   352→   "Exam": "Bihar Board",
   353→   353→   "Year": "2020.0",
   354→   354→   "_sheet_row": 373
   355→   355→  },
   356→   356→  {
   357→   357→   "Subject": "Science",
   358→   358→   "Chapter No.": "2.0",
   359→   359→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   360→   360→   "Medium": "Hindi",
   361→   361→   "Question": "सोल्वे प्रक्रिया' (Solvay Process) में निम्नलिखित में से किसका उपयोग किया जाता है?",
   362→   362→   "Option 1": "NaCl, NH3, CaCO3",
   363→   363→   "Option 2": "NaOH, Cl2",
   364→   364→   "Option 3": "NaCl, H2SO4",
   365→   365→   "Option 4": "Na2CO3, CaO",
   366→   366→   "Correct Option": "1.0",
   367→   367→   "Explanation": "सोडियम कार्बोनेट के निर्माण के लिए सोल्वे प्रक्रिया में ब्राइन ($NaCl$), अमोनिया ($NH_3$), और चूना पत्थर ($CaCO_3$) का कच्चे माल के रूप में उपयोग किया जाता है।",
   368→   368→   "Exam": "",
   369→   369→   "Year": "",
   370→   370→   "_sheet_row": 374
   371→   371→  },
   372→   372→  {
   373→   373→   "Subject": "Science",
   374→   374→   "Chapter No.": "2.0",
   375→   375→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   376→   376→   "Medium": "Hindi",
   377→   377→   "Question": "एक सूचक 'X' अम्ल में रंगहीन और क्षारक में गुलाबी हो जाता है। 'X' है:",
   378→   378→   "Option 1": "मिथाइल ऑरेंज",
   379→   379→   "Option 2": "फेनोल्फथलीन",
   380→   380→   "Option 3": "लिटमस",
   381→   381→   "Option 4": "हल्दी",
   382→   382→   "Correct Option": "2.0",
   383→   383→   "Explanation": "फेनोल्फथलीन एक कृत्रिम सूचक है जो अम्लीय या उदासीन pH में रंगहीन रहता है लेकिन क्षारीय विलयन में गहरा गुलाबी हो जाता है।",
   384→   384→   "Exam": "CBSE",
   385→   385→   "Year": "2019.0",
   386→   386→   "_sheet_row": 375
   387→   387→  },
   388→   388→  {
   389→   389→   "Subject": "Science",
   390→   390→   "Chapter No.": "2.0",
   391→   391→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   392→   392→   "Medium": "Hindi",
   393→   393→   "Question": "निम्नलिखित में से कौन सा एक अम्लीय लवण है?",
   394→   394→   "Option 1": "Na2SO4",
   395→   395→   "Option 2": "NH4Cl",
   396→   396→   "Option 3": "CH3COONa",
   397→   397→   "Option 4": "KCl",
   398→   398→   "Correct Option": "2.0",
   399→   399→   "Explanation": "अमोनियम क्लोराइड एक प्रबल अम्ल ($HCl$) और एक दुर्बल क्षारक ($NH_4OH$) से बनता है, जिसके परिणामस्वरूप ऐसा लवण बनता है जो जल में अम्लीय विलयन बनाता है।",
   400→   400→   "Exam": "CBSE",
   401→   401→   "Year": "2021.0",
   402→   402→   "_sheet_row": 376
   403→   403→  },
   404→   404→  {
   405→   405→   "Subject": "Science",
   406→   406→   "Chapter No.": "2.0",
   407→   407→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   408→   408→   "Medium": "Hindi",
   409→   409→   "Question": "एक क्षारीय विलयन का pH 12 है। यदि इसे 10 गुना तनु किया जाए, तो pH:",
   410→   410→   "Option 1": "बढ़ेगा",
   411→   411→   "Option 2": "घटेगा",
   412→   412→   "Option 3": "वही रहेगा",
   413→   413→   "Option 4": "7 हो जाएगा",
   414→   414→   "Correct Option": "2.0",
   415→   415→   "Explanation": "क्षारक को तनु करने से $OH^-$ आयनों की सांद्रता कम हो जाती है, जिससे विलयन कम क्षारीय हो जाता है और pH उदासीन मान 7 के करीब आ जाता है।",
   416→   416→   "Exam": "",
   417→   417→   "Year": "",
   418→   418→   "_sheet_row": 377
   419→   419→  },
   420→   420→  {
   421→   421→   "Subject": "Science",
   422→   422→   "Chapter No.": "2.0",
   423→   423→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   424→   424→   "Medium": "Hindi",
   425→   425→   "Question": "एक धातु कार्बोनेट की अम्ल के साथ अभिक्रिया से क्या उत्पन्न होता है?",
   426→   426→   "Option 1": "लवण + जल + H2",
   427→   427→   "Option 2": "लवण + जल + CO2",
   428→   428→   "Option 3": "लवण + H2",
   429→   429→   "Option 4": "अम्ल + क्षारक",
   430→   430→   "Correct Option": "2.0",
   431→   431→   "Explanation": "जब भी कोई धातु कार्बोनेट (जैसे $Na_2CO_3$) अम्ल के साथ अभिक्रिया करता है, तो वह हमेशा लवण, जल और कार्बन डाइऑक्साइड गैस उत्पन्न करता है।",
   432→   432→   "Exam": "UP Board",
   433→   433→   "Year": "2022.0",
   434→   434→   "_sheet_row": 378
   435→   435→  },
   436→   436→  {
   437→   437→   "Subject": "Science",
   438→   438→   "Chapter No.": "2.0",
   439→   439→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   440→   440→   "Medium": "Hindi",
   441→   441→   "Question": "निम्नलिखित में से कौन सा एक निर्जलीकरण कारक (Dehydrating agent) है?",
   442→   442→   "Option 1": "सांद्र H2SO4",
   443→   443→   "Option 2": "तनु HCl",
   444→   444→   "Option 3": "Ca(OH)2",
   445→   445→   "Option 4": "NaOH",
   446→   446→   "Correct Option": "1.0",
   447→   447→   "Explanation": "सांद्र सल्फ्यूरिक अम्ल की जल के प्रति बहुत तीव्र बंधुता होती है और यह कार्बनिक यौगिकों (जैसे चीनी) से जल के तत्वों को भी निकाल सकता है।",
   448→   448→   "Exam": "ICSE",
   449→   449→   "Year": "2018.0",
   450→   450→   "_sheet_row": 379
   451→   451→  },
   452→   452→  {
   453→   453→   "Subject": "Science",
   454→   454→   "Chapter No.": "2.0",
   455→   455→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   456→   456→   "Medium": "Hindi",
   457→   457→   "Question": "सोडियम हाइड्रॉक्साइड को इस नाम से भी जाना जाता है:",
   458→   458→   "Option 1": "बेकिंग सोडा",
   459→   459→   "Option 2": "कास्टिक सोडा",
   460→   460→   "Option 3": "धोने का सोडा",
   461→   461→   "Option 4": "बुझा हुआ चूना",
   462→   462→   "Correct Option": "2.0",
   463→   463→   "Explanation": "$NaOH$ को आमतौर पर कास्टिक सोडा कहा जाता है क्योंकि इसका पशु और वनस्पति ऊतकों पर संक्षारक (Caustic) प्रभाव पड़ता है।",
   464→   464→   "Exam": "MP Board",
   465→   465→   "Year": "2021.0",
   466→   466→   "_sheet_row": 380
   467→   467→  },
   468→   468→  {
   469→   469→   "Subject": "Science",
   470→   470→   "Chapter No.": "2.0",
   471→   471→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   472→   472→   "Medium": "Hindi",
   473→   473→   "Question": "कॉपर सल्फेट का जलीय विलयन होता है:",
   474→   474→   "Option 1": "अम्लीय",
   475→   475→   "Option 2": "क्षारीय",
   476→   476→   "Option 3": "उदासीन",
   477→   477→   "Option 4": "उभयधर्मी",
   478→   478→   "Correct Option": "1.0",
   479→   479→   "Explanation": "कॉपर सल्फेट एक प्रबल अम्ल ($H_2SO_4$) और एक दुर्बल क्षारक [$Cu(OH)_2$] का लवण है। जल में इसका जल-अपघटन $H^+$ आयनों की अधिकता पैदा करता है, जिससे यह अम्लीय हो जाता है।",
   480→   480→   "Exam": "CBSE",
   481→   481→   "Year": "2023.0",
   482→   482→   "_sheet_row": 381
   483→   483→  },
   484→   484→  {
   485→   485→   "Subject": "Science",
   486→   486→   "Chapter No.": "2.0",
   487→   487→   "Chapter Name": "Acids, Bases and Salts",
   488→   488→   "Medium": "English",
   489→   489→   "Question": "Which of the following acids is used as a food preservative?",
   490→   490→   "Option 1": "Hydrochloric acid",
   491→   491→   "Option 2": "Sulphuric acid",
   492→   492→   "Option 3": "Acetic acid",
   493→   493→   "Option 4": "Nitric acid",
   494→   494→   "Correct Option": "3.0",
   495→   495→   "Explanation": "Acetic acid (in the form of vinegar) is widely used in pickles and food preservation because its acidity prevents the growth of spoilage-causing bacteria.",
   496→   496→   "Exam": "CBSE",
   497→   497→   "Year": "2018.0",
   498→   498→   "_sheet_row": 382
   499→   499→  },
   500→   500→  {
   501→   501→   "Subject": "Science",
   502→   502→   "Chapter No.": "2.0",
   503→   503→   "Chapter Name": "Acids, Bases and Salts",
   504→   504→   "Medium": "English",
   505→   505→   "Question": "When a small amount of acid is added to water, the process is called:",
   506→   506→   "Option 1": "Dilution",
   507→   507→   "Option 2": "Ionization",
   508→   508→   "Option 3": "Neutralization",
   509→   509→   "Option 4": "Both 1 and 2",
   510→   510→   "Correct Option": "4.0",
   511→   511→   "Explanation": "Dilution is the process of reducing concentration. During this, the acid molecules dissociate into ions (Ionization). Note: Acid must always be added to water, not vice versa.",
   512→   512→   "Exam": "CBSE",
