     1→     1→{
     2→     2→ "batch": 10,
     3→     3→ "questions": [
   290→   290→   "_sheet_row": 469
   291→   291→  },
   292→   292→  {
   293→   293→   "Subject": "Science",
   294→   294→   "Chapter No.": "3.0",
   295→   295→   "Chapter Name": "Metals and Non-metals",
   296→   296→   "Medium": "English",
   297→   297→   "Question": "The process of heating carbonate ores in the absence of oxygen to convert them into oxides is:",
   298→   298→   "Option 1": "Roasting",
   299→   299→   "Option 2": "Calcination",
   300→   300→   "Option 3": "Smelting",
   301→   301→   "Option 4": "Reduction",
   302→   302→   "Correct Option": "2.0",
   303→   303→   "Explanation": "Calcination is used for carbonate ores (heating without/limited air), while Roasting is used for sulphide ores (heating with excess air).",
   304→   304→   "Exam": "CBSE",
   305→   305→   "Year": "2017.0",
   306→   306→   "_sheet_row": 470
   307→   307→  },
   308→   308→  {
   309→   309→   "Subject": "Science",
   310→   310→   "Chapter No.": "3.0",
   311→   311→   "Chapter Name": "Metals and Non-metals",
   312→   312→   "Medium": "English",
   313→   313→   "Question": "Metals are refined by using different methods. Which of the following metals are refined by electrolytic refining? (i) $Au$ (ii) $Cu$ (iii) $Na$ (iv) $K$",
   314→   314→   "Option 1": "(i) and (ii)",
   315→   315→   "Option 2": "(i) and (iii)",
   316→   316→   "Option 3": "(ii) and (iii)",
   317→   317→   "Option 4": "(iii) and (iv)",
   318→   318→   "Correct Option": "1.0",
   319→   319→   "Explanation": "Highly valuable and widely used metals like Gold ($Au$), Copper ($Cu$), and Silver ($Ag$) are purified using the electrolytic refining method.",
   320→   320→   "Exam": "CBSE",
   321→   321→   "Year": "2021.0",
   322→   322→   "_sheet_row": 471
   323→   323→  },
   324→   324→  {
   325→   325→   "Subject": "Science",
   326→   326→   "Chapter No.": "3.0",
   327→   327→   "Chapter Name": "Metals and Non-metals",
   328→   328→   "Medium": "English",
   329→   329→   "Question": "Which of the following represents the correct order of reactivity?",
   330→   330→   "Option 1": "$Mg > Al > Zn > Fe$",
   331→   331→   "Option 2": "$Al > Mg > Fe > Zn$",
   332→   332→   "Option 3": "$Mg > Zn > Al > Fe$",
   333→   333→   "Option 4": "$Fe > Zn > Al > Mg$",
   334→   334→   "Correct Option": "1.0",
   335→   335→   "Explanation": "According to the reactivity series, Magnesium is most reactive among these, followed by Aluminium, then Zinc, and finally Iron.",
   336→   336→   "Exam": "CBSE",
   337→   337→   "Year": "2022.0",
   338→   338→   "_sheet_row": 472
   339→   339→  },
   340→   340→  {
   341→   341→   "Subject": "Science",
   342→   342→   "Chapter No.": "3.0",
   343→   343→   "Chapter Name": "Metals and Non-metals",
   344→   344→   "Medium": "English",
   345→   345→   "Question": "Galvanization is a method of protecting iron from rusting by coating with a thin layer of:",
   346→   346→   "Option 1": "Gallium",
   347→   347→   "Option 2": "Aluminium",
   348→   348→   "Option 3": "Zinc",
   349→   349→   "Option 4": "Silver",
   350→   350→   "Correct Option": "3.0",
   351→   351→   "Explanation": "Zinc provides a protective barrier and also offers sacrificial protection because it is more reactive than iron.",
   352→   352→   "Exam": "Bihar Board",
   353→   353→   "Year": "2021.0",
   354→   354→   "_sheet_row": 473
   355→   355→  },
   356→   356→  {
   357→   357→   "Subject": "Science",
   358→   358→   "Chapter No.": "3.0",
   359→   359→   "Chapter Name": "Metals and Non-metals",
   360→   360→   "Medium": "English",
   361→   361→   "Question": "Stainless steel is very useful material for our life. In stainless steel, iron is mixed with:",
   362→   362→   "Option 1": "$Ni$ and $Cr$",
   363→   363→   "Option 2": "$Cu$ and $Cr$",
   364→   364→   "Option 3": "$Ni$ and $Cu$",
   365→   365→   "Option 4": "$Cu$ and $Au$",
   366→   366→   "Correct Option": "1.0",
   367→   367→   "Explanation": "Stainless steel is an alloy of Iron, Nickel ($Ni$), and Chromium ($Cr$). Chromium provides the rust-resistance property.",
   368→   368→   "Exam": "CBSE",
   369→   369→   "Year": "2019.0",
   370→   370→   "_sheet_row": 474
   371→   371→  },
   372→   372→  {
   373→   373→   "Subject": "Science",
   374→   374→   "Chapter No.": "3.0",
   375→   375→   "Chapter Name": "Metals and Non-metals",
   376→   376→   "Medium": "English",
   377→   377→   "Question": "Which of the following is NOT a property of ionic compounds?",
   378→   378→   "Option 1": "High melting and boiling points",
   379→   379→   "Option 2": "Solubility in water",
   380→   380→   "Option 3": "Conductivity in solid state",
   381→   381→   "Option 4": "Conductivity in molten state",
   382→   382→   "Correct Option": "3.0",
   383→   383→   "Explanation": "Ionic compounds conduct electricity only when molten or in aqueous solution. In solid state, ions are fixed in a lattice and cannot move to carry current.",
   384→   384→   "Exam": "CBSE",
   385→   385→   "Year": "2018.0",
   386→   386→   "_sheet_row": 475
   387→   387→  },
   388→   388→  {
   389→   389→   "Subject": "Science",
   390→   390→   "Chapter No.": "3.0",
   391→   391→   "Chapter Name": "Metals and Non-metals",
   392→   392→   "Medium": "English",
   393→   393→   "Question": "Brass is an alloy of:",
   394→   394→   "Option 1": "Copper and Tin",
   395→   395→   "Option 2": "Copper and Zinc",
   396→   396→   "Option 3": "Lead and Tin",
   397→   397→   "Option 4": "Zinc and Tin",
   398→   398→   "Correct Option": "2.0",
   399→   399→   "Explanation": "Brass is a mixture of Copper ($Cu$) and Zinc ($Zn$). Bronze is a mixture of Copper ($Cu$) and Tin ($Sn$).",
   400→   400→   "Exam": "MP Board",
   401→   401→   "Year": "2022.0",
   402→   402→   "_sheet_row": 476
   403→   403→  },
   404→   404→  {
   405→   405→   "Subject": "Science",
   406→   406→   "Chapter No.": "3.0",
   407→   407→   "Chapter Name": "Metals and Non-metals",
   408→   408→   "Medium": "English",
   409→   409→   "Question": "Which of the following metals exist in their native state in nature? (i) $Cu$ (ii) $Au$ (iii) $Zn$ (iv) $Ag$",
   410→   410→   "Option 1": "(i) and (ii)",
   411→   411→   "Option 2": "(ii) and (iii)",
   412→   412→   "Option 3": "(ii) and (iv)",
   413→   413→   "Option 4": "(iii) and (iv)",
   414→   414→   "Correct Option": "3.0",
   415→   415→   "Explanation": "Gold ($Au$) and Silver ($Ag$) are noble metals with very low reactivity, allowing them to be found in their elemental (native) form in nature.",
   416→   416→   "Exam": "CBSE",
   417→   417→   "Year": "2020.0",
   418→   418→   "_sheet_row": 477
   419→   419→  },
   420→   420→  {
   421→   421→   "Subject": "Science",
   422→   422→   "Chapter No.": "3.0",
   423→   423→   "Chapter Name": "Metals and Non-metals",
   424→   424→   "Medium": "English",
   425→   425→   "Question": "Sulphide ores are converted into oxides by heating strongly in the presence of excess air. This process is:",
   426→   426→   "Option 1": "Roasting",
   427→   427→   "Option 2": "Calcination",
   428→   428→   "Option 3": "Reduction",
   429→   429→   "Option 4": "Refining",
   430→   430→   "Correct Option": "1.0",
   431→   431→   "Explanation": "Roasting is specifically the thermal treatment of sulphide ores to remove sulphur as $SO_2$ and obtain the metal oxide.",
   432→   432→   "Exam": "CBSE",
   433→   433→   "Year": "2023.0",
   434→   434→   "_sheet_row": 478
   435→   435→  },
   436→   436→  {
   437→   437→   "Subject": "Science",
   438→   438→   "Chapter No.": "3.0",
   439→   439→   "Chapter Name": "Metals and Non-metals",
   440→   440→   "Medium": "English",
   441→   441→   "Question": "The metal which can be extracted simply by heating its ore in air is:",
   442→   442→   "Option 1": "Sodium",
   443→   443→   "Option 2": "Aluminium",
   444→   444→   "Option 3": "Mercury",
   445→   445→   "Option 4": "Magnesium",
   446→   446→   "Correct Option": "3.0",
   447→   447→   "Explanation": "Mercury is low in the reactivity series. Its ore, Cinnabar ($HgS$), can be reduced to liquid mercury simply by roasting.",
   448→   448→   "Exam": "HBSE",
   449→   449→   "Year": "2021.0",
   450→   450→   "_sheet_row": 479
   451→   451→  },
   452→   452→  {
   453→   453→   "Subject": "Science",
   454→   454→   "Chapter No.": "3.0",
   455→   455→   "Chapter Name": "Metals and Non-metals",
   456→   456→   "Medium": "English",
   457→   457→   "Question": "An alloy which contains Mercury as one of its constituents is called:",
   458→   458→   "Option 1": "Solder",
   459→   459→   "Option 2": "Stainless steel",
   460→   460→   "Option 3": "Amalgam",
   461→   461→   "Option 4": "Brass",
   462→   462→   "Correct Option": "3.0",
   463→   463→   "Explanation": "Any alloy of mercury with another metal is specifically called an Amalgam (e.g., Sodium Amalgam or Dental Amalgam).",
   464→   464→   "Exam": "UP Board",
   465→   465→   "Year": "2019.0",
   466→   466→   "_sheet_row": 480
   467→   467→  },
   468→   468→  {
   469→   469→   "Subject": "Science",
   470→   470→   "Chapter No.": "3.0",
   471→   471→   "Chapter Name": "Metals and Non-metals",
   472→   472→   "Medium": "English",
   473→   473→   "Question": "Which of the following metals does not react even with water at high temperature?",
   474→   474→   "Option 1": "$Mg$",
   475→   475→   "Option 2": "$Al$",
   476→   476→   "Option 3": "$Fe$",
   477→   477→   "Option 4": "$Au$",
   478→   478→   "Correct Option": "4.0",
   479→   479→   "Explanation": "Gold ($Au$) is chemically inert and does not react with water or steam at any temperature.",
   480→   480→   "Exam": "CBSE",
   481→   481→   "Year": "2022.0",
   482→   482→   "_sheet_row": 481
   483→   483→  },
   484→   484→  {
   485→   485→   "Subject": "Science",
   486→   486→   "Chapter No.": "3.0",
   487→   487→   "Chapter Name": "धातु एवं अधातु",
   488→   488→   "Medium": "Hindi",
   489→   489→   "Question": "लोहे के फ्राइंग पैन (Frying pan) को जंग से बचाने के लिए निम्नलिखित में से कौन सी विधि उपयुक्त है?",
   490→   490→   "Option 1": "ग्रीस लगाकर",
   491→   491→   "Option 2": "पेंट लगाकर",
   492→   492→   "Option 3": "जस्ते की परत चढ़ाकर",
   493→   493→   "Option 4": "उपरोक्त सभी",
   494→   494→   "Correct Option": "3.0",
   495→   495→   "Explanation": "यद्यपि ग्रीस और पेंट जंग को रोकते हैं, लेकिन वे फ्राइंग पैन के लिए उपयुक्त नहीं हैं क्योंकि गर्म करने पर वे जल जाएंगे या भोजन को दूषित करेंगे। यशदलेपन (जस्ते की कोटिंग) सबसे टिकाऊ और गर्मी सहने वाली विधि है।",
   496→   496→   "Exam": "CBSE",
   497→   497→   "Year": "2020.0",
   498→   498→   "_sheet_row": 482
   499→   499→  },
   500→   500→  {
   501→   501→   "Subject": "Science",
   502→   502→   "Chapter No.": "3.0",
   503→   503→   "Chapter Name": "धातु एवं अधातु",
   504→   504→   "Medium": "Hindi",
   505→   505→   "Question": "एक तत्व ऑक्सीजन के साथ अभिक्रिया करके उच्च गलनांक वाला यौगिक देता है। यह यौगिक जल में भी घुलनशील है। वह तत्व कौन सा हो सकता है?",
   506→   506→   "Option 1": "कैल्शियम",
   507→   507→   "Option 2": "कार्बन",
   508→   508→   "Option 3": "सिलिकॉन",
   509→   509→   "Option 4": "लोहा",
   510→   510→   "Correct Option": "1.0",
   511→   511→   "Explanation": "कैल्शियम ऑक्सीजन के साथ अभिक्रिया करके कैल्शियम ऑक्साइड ($CaO$) बनाता है, जो एक उच्च गलनांक वाला आयनिक यौगिक है। $CaO$ जल के साथ अभिक्रिया करके कैल्शियम हाइड्रॉक्साइड बनाता है, जो घुलनशील है।",
   512→   512→   "Exam": "CBSE",
   513→   513→   "Year": "2021.0",
   514→   514→   "_sheet_row": 483
   515→   515→  },
   516→   516→  {
   517→   517→   "Subject": "Science",
   518→   518→   "Chapter No.": "3.0",
   519→   519→   "Chapter Name": "धातु एवं अधातु",
   520→   520→   "Medium": "Hindi",
   521→   521→   "Question": "निम्नलिखित में से कौन सा जोड़ा विस्थापन अभिक्रिया देगा?",
   522→   522→   "Option 1": "NaCl विलयन और तांबा धातु",
   523→   523→   "Option 2": "MgCl2 विलयन और एल्युमीनियम धातु",
   524→   524→   "Option 3": "FeSO4 विलयन और चांदी धातु",
   525→   525→   "Option 4": "AgNO3 विलयन और तांबा धातु",
   526→   526→   "Correct Option": "4.0",
   527→   527→   "Explanation": "तांबा (Copper) चांदी (Silver) से अधिक अभिक्रियाशील है। इसलिए, तांबा चांदी को उसके नाइट्रेट विलयन से विस्थापित कर सकता है। अन्य मामलों में, धातु लवण के विलयन वाली धातु से कम अभिक्रियाशील है।",
   528→   528→   "Exam": "CBSE",
   529→   529→   "Year": "2017.0",
   530→   530→   "_sheet_row": 484
   531→   531→  },
   532→   532→  {
   533→   533→   "Subject": "Science",
   534→   534→   "Chapter No.": "3.0",
   535→   535→   "Chapter Name": "धातु एवं अधातु",
   536→   536→   "Medium": "Hindi",
   537→   537→   "Question": "तीन तत्वों X, Y और Z के इलेक्ट्रॉनिक विन्यास हैं: X — 2, 8; Y — 2, 8, 7 और Z — 2, 8, 2। निम्नलिखित में से कौन सा सही है?",
   538→   538→   "Option 1": "X एक धातु है",
   539→   539→   "Option 2": "Y एक धातु है",
   540→   540→   "Option 3": "Z एक अधातु है",
   541→   541→   "Option 4": "Y एक अधातु है और Z एक धातु है",
   542→   542→   "Correct Option": "4.0",
   543→   543→   "Explanation": "Y में 7 संयोजकता इलेक्ट्रॉन हैं (समूह 17, अधातु) और Z में 2 संयोजकता इलेक्ट्रॉन हैं (समूह 2, धातु)। X एक उत्कृष्ट गैस (नियोन) है।",
