     1→     1→{
     2→     2→ "batch": 4,
     3→     3→ "questions": [
   274→   274→   "_sheet_row": 168
   275→   275→  },
   276→   276→  {
   277→   277→   "Subject": "Science",
   278→   278→   "Chapter No.": "1.0",
   279→   279→   "Chapter Name": "रासायनिक अभिक्रियाएँ एवं समीकरण",
   280→   280→   "Medium": "Hindi",
   281→   281→   "Question": "वसायुक्त खाद्य पदार्थों में अक्सर प्रति-ऑक्सीकारक (Antioxidants) मिलाए जाते हैं:",
   282→   282→   "Option 1": "स्वाद बढ़ाने के लिए",
   283→   283→   "Option 2": "वजन बढ़ाने के लिए",
   284→   284→   "Option 3": "विकृतगंधिता रोकने के लिए",
   285→   285→   "Option 4": "पाचन तेज करने के लिए",
   286→   286→   "Correct Option": "3.0",
   287→   287→   "Explanation": "प्रति-ऑक्सीकारक वे पदार्थ हैं जो ऑक्सीकरण को रोकते हैं। चूँकि विकृतगंधिता वसा/तेलों के ऑक्सीकरण से होती है, ये पदार्थ भोजन को सुरक्षित रखते हैं।",
   288→   288→   "Exam": "CBSE",
   289→   289→   "Year": "2022.0",
   290→   290→   "_sheet_row": 169
   291→   291→  },
   292→   292→  {
   293→   293→   "Subject": "Science",
   294→   294→   "Chapter No.": "1.0",
   295→   295→   "Chapter Name": "रासायनिक अभिक्रियाएँ एवं समीकरण",
   296→   296→   "Medium": "Hindi",
   297→   297→   "Question": "जब लोह चूर्ण को सल्फर पाउडर के साथ गर्म किया जाता है, तो बनने वाला उत्पाद है:",
   298→   298→   "Option 1": "Fe2O3",
   299→   299→   "Option 2": "FeS",
   300→   300→   "Option 3": "Fe2S3",
   301→   301→   "Option 4": "FeSO4",
   302→   302→   "Correct Option": "2.0",
   303→   303→   "Explanation": "लोहा गर्म करने पर सल्फर के साथ अभिक्रिया करके आयरन (II) सल्फाइड ($FeS$) बनाता है, जो एक काला ठोस है। यह एक संयोजन अभिक्रिया है।",
   304→   304→   "Exam": "Bihar Board",
   305→   305→   "Year": "2019.0",
   306→   306→   "_sheet_row": 170
   307→   307→  },
   308→   308→  {
   309→   309→   "Subject": "Science",
   310→   310→   "Chapter No.": "1.0",
   311→   311→   "Chapter Name": "रासायनिक अभिक्रियाएँ एवं समीकरण",
   312→   312→   "Medium": "Hindi",
   313→   313→   "Question": "$Fe^{2+}$ का $Fe^{3+}$ में परिवर्तन किसका उदाहरण है?",
   314→   314→   "Option 1": "ऑक्सीकरण",
   315→   315→   "Option 2": "अपचयन",
   316→   316→   "Option 3": "उदासीनीकरण",
   317→   317→   "Option 4": "अवक्षेपण",
   318→   318→   "Correct Option": "1.0",
   319→   319→   "Explanation": "इलेक्ट्रॉन के ह्रास (loss) को ऑक्सीकरण कहा जाता है। जब $Fe^{2+}$ एक इलेक्ट्रॉन खोकर $Fe^{3+}$ बनता है, तो इसका ऑक्सीकरण हो रहा है।",
   320→   320→   "Exam": "",
   321→   321→   "Year": "",
   322→   322→   "_sheet_row": 171
   323→   323→  },
   324→   324→  {
   325→   325→   "Subject": "Science",
   326→   326→   "Chapter No.": "1.0",
   327→   327→   "Chapter Name": "रासायनिक अभिक्रियाएँ एवं समीकरण",
   328→   328→   "Medium": "Hindi",
   329→   329→   "Question": "चीनी के किण्वन (Fermentation) के दौरान कौन सी गैस उत्पन्न होती है?",
   330→   330→   "Option 1": "ऑक्सीजन",
   331→   331→   "Option 2": "नाइट्रोजन",
   332→   332→   "Option 3": "कार्बन डाइऑक्साइड",
   333→   333→   "Option 4": "मीथेन",
   334→   334→   "Correct Option": "3.0",
   335→   335→   "Explanation": "किण्वन एक रासायनिक प्रक्रिया है जहाँ यीस्ट द्वारा चीनी को अल्कोहल और कार्बन डाइऑक्साइड गैस में तोड़ा जाता है।",
   336→   336→   "Exam": "MP Board",
   337→   337→   "Year": "2021.0",
   338→   338→   "_sheet_row": 172
   339→   339→  },
   340→   340→  {
   341→   341→   "Subject": "Science",
   342→   342→   "Chapter No.": "1.0",
   343→   343→   "Chapter Name": "रासायनिक अभिक्रियाएँ एवं समीकरण",
   344→   344→   "Medium": "Hindi",
   345→   345→   "Question": "प्लास्टर ऑफ पेरिस का रासायनिक सूत्र है:",
   346→   346→   "Option 1": "CaSO4 . 2H2O",
   347→   347→   "Option 2": "CaSO4 . 1/2 H2O",
   348→   348→   "Option 3": "CaCO3",
   349→   349→   "Option 4": "CaO",
   350→   350→   "Correct Option": "2.0",
   351→   351→   "Explanation": "जिप्सम को गर्म करने पर प्लास्टर ऑफ पेरिस (कैल्शियम सल्फेट हेमीहाइड्रेट) बनता है। यह जल के साथ मिलने पर कठोर हो जाता है।",
   352→   352→   "Exam": "CBSE",
   353→   353→   "Year": "2018.0",
   354→   354→   "_sheet_row": 173
   355→   355→  },
   356→   356→  {
   357→   357→   "Subject": "Science",
   358→   358→   "Chapter No.": "1.0",
   359→   359→   "Chapter Name": "रासायनिक अभिक्रियाएँ एवं समीकरण",
   360→   360→   "Medium": "Hindi",
   361→   361→   "Question": "निम्नलिखित में से कौन सी विस्थापन अभिक्रिया है?",
   362→   362→   "Option 1": "MgCO3 -> MgO + CO2",
   363→   363→   "Option 2": "2Na + 2H2O -> 2NaOH + H2",
   364→   364→   "Option 3": "2H2 + O2 -> 2H2O",
   365→   365→   "Option 4": "2KI + Pb(NO_3)_2 -> PbI_2 + 2KNO_3",
   366→   366→   "Correct Option": "2.0",
   367→   367→   "Explanation": "सोडियम अत्यधिक अभिक्रियाशील है और जल से हाइड्रोजन को विस्थापित कर सोडियम हाइड्रॉक्साइड और हाइड्रोजन गैस बनाता है।",
   368→   368→   "Exam": "CBSE",
   369→   369→   "Year": "2020.0",
   370→   370→   "_sheet_row": 174
   371→   371→  },
   372→   372→  {
   373→   373→   "Subject": "Science",
   374→   374→   "Chapter No.": "1.0",
   375→   375→   "Chapter Name": "रासायनिक अभिक्रियाएँ एवं समीकरण",
   376→   376→   "Medium": "Hindi",
   377→   377→   "Question": "एक संतुलित रासायनिक समीकरण किसके अनुरूप होता है?",
   378→   378→   "Option 1": "स्थिर अनुपात का नियम",
   379→   379→   "Option 2": "द्रव्यमान संरक्षण का नियम",
   380→   380→   "Option 3": "गैसीय आयतन का नियम",
   381→   381→   "Option 4": "एवोगाद्रो का नियम",
   382→   382→   "Correct Option": "2.0",
   383→   383→   "Explanation": "द्रव्यमान संरक्षण के नियम के अनुसार, किसी रासायनिक अभिक्रिया में द्रव्यमान का न तो सृजन किया जा सकता है और न ही विनाश। इसलिए दोनों ओर परमाणुओं की संख्या समान होनी चाहिए।",
   384→   384→   "Exam": "CBSE",
   385→   385→   "Year": "2017.0",
   386→   386→   "_sheet_row": 175
   387→   387→  },
   388→   388→  {
   389→   389→   "Subject": "Science",
   390→   390→   "Chapter No.": "1.0",
   391→   391→   "Chapter Name": "रासायनिक अभिक्रियाएँ एवं समीकरण",
   392→   392→   "Medium": "Hindi",
   393→   393→   "Question": "अभिक्रिया $3MnO_2 + 4Al \\rightarrow 3Mn + 2Al_2O_3$ में, कौन सा पदार्थ ऑक्सीकारक (Oxidizing agent) है?",
   394→   394→   "Option 1": "Al",
   395→   395→   "Option 2": "MnO2",
   396→   396→   "Option 3": "Mn",
   397→   397→   "Option 4": "Al2O3",
   398→   398→   "Correct Option": "2.0",
   399→   399→   "Explanation": "ऑक्सीकारक वह पदार्थ है जो ऑक्सीजन देता है। यहाँ $MnO_2$ एल्युमीनियम को ऑक्सीजन प्रदान कर रहा है, अतः $MnO_2$ ऑक्सीकारक है।",
   400→   400→   "Exam": "CBSE",
   401→   401→   "Year": "2023.0",
   402→   402→   "_sheet_row": 176
   403→   403→  },
   404→   404→  {
   405→   405→   "Subject": "Science",
   406→   406→   "Chapter No.": "1.0",
   407→   407→   "Chapter Name": "रासायनिक अभिक्रियाएँ एवं समीकरण",
   408→   408→   "Medium": "Hindi",
   409→   409→   "Question": "हवा में कॉपर को गर्म करने पर क्या होता है?",
   410→   410→   "Option 1": "यह हरा हो जाता है",
   411→   411→   "Option 2": "यह काला हो जाता है",
   412→   412→   "Option 3": "यह सफेद हो जाता है",
   413→   413→   "Option 4": "यह भूरा ही रहता है",
   414→   414→   "Correct Option": "2.0",
   415→   415→   "Explanation": "कॉपर हवा में ऑक्सीजन के साथ अभिक्रिया करके कॉपर (II) ऑक्साइड ($CuO$) बनाता है, जो काले रंग का पदार्थ है।",
   416→   416→   "Exam": "CBSE",
   417→   417→   "Year": "2019.0",
   418→   418→   "_sheet_row": 177
   419→   419→  },
   420→   420→  {
   421→   421→   "Subject": "Science",
   422→   422→   "Chapter No.": "1.0",
   423→   423→   "Chapter Name": "रासायनिक अभिक्रियाएँ एवं समीकरण",
   424→   424→   "Medium": "Hindi",
   425→   425→   "Question": "मीथेन गैस ऑक्सीजन में जलकर क्या प्रदान करती है?",
   426→   426→   "Option 1": "CO + H2O",
   427→   427→   "Option 2": "CO2 + H2",
   428→   428→   "Option 3": "CO2 + H2O",
   429→   429→   "Option 4": "C + H2O",
   430→   430→   "Correct Option": "3.0",
   431→   431→   "Explanation": "मीथेन ($CH_4$) जैसे हाइड्रोकार्बन के दहन से हमेशा कार्बन डाइऑक्साइड और जलवाष्प के साथ ऊष्मा और प्रकाश उत्पन्न होता है।",
   432→   432→   "Exam": "ICSE",
   433→   433→   "Year": "2018.0",
   434→   434→   "_sheet_row": 178
   435→   435→  },
   436→   436→  {
   437→   437→   "Subject": "Science",
   438→   438→   "Chapter No.": "1.0",
   439→   439→   "Chapter Name": "रासायनिक अभिक्रियाएँ एवं समीकरण",
   440→   440→   "Medium": "Hindi",
   441→   441→   "Question": "निम्नलिखित में से कौन सा द्वि-विस्थापन अभिक्रिया का उदाहरण है?",
   442→   442→   "Option 1": "Fe + S -> FeS",
   443→   443→   "Option 2": "NaOH + HCl -> NaCl + H2O",
   444→   444→   "Option 3": "2H2 + O2 -> 2H2O",
   445→   445→   "Option 4": "CH4 + 2O2 -> CO2 + 2H2O",
   446→   446→   "Correct Option": "2.0",
   447→   447→   "Explanation": "अम्ल और क्षारक के बीच उदासीनीकरण अभिक्रिया तकनीकी रूप से द्वि-विस्थापन अभिक्रिया होती है जहाँ $H^+$ और $OH^-$ आयन अपने साथियों का आदान-प्रदान करते हैं।",
   448→   448→   "Exam": "CBSE",
   449→   449→   "Year": "2022.0",
   450→   450→   "_sheet_row": 179
   451→   451→  },
   452→   452→  {
   453→   453→   "Subject": "Science",
   454→   454→   "Chapter No.": "1.0",
   455→   455→   "Chapter Name": "रासायनिक अभिक्रियाएँ एवं समीकरण",
   456→   456→   "Medium": "Hindi",
   457→   457→   "Question": "अभिक्रिया $S + O_2 \\rightarrow SO_2$ है:",
   458→   458→   "Option 1": "केवल संयोजन",
   459→   459→   "Option 2": "केवल ऑक्सीकरण",
   460→   460→   "Option 3": "रेडॉक्स अभिक्रिया",
   461→   461→   "Option 4": "ये सभी",
   462→   462→   "Correct Option": "4.0",
   463→   463→   "Explanation": "यह एक संयोजन अभिक्रिया है (दो अभिकारक, एक उत्पाद), एक ऑक्सीकरण अभिक्रिया है (सल्फर में ऑक्सीजन का जुड़ना), और इसलिए यह एक रेडॉक्स अभिक्रिया भी है।",
   464→   464→   "Exam": "",
   465→   465→   "Year": "",
   466→   466→   "_sheet_row": 180
   467→   467→  },
   468→   468→  {
   469→   469→   "Subject": "Science",
   470→   470→   "Chapter No.": "1.0",
   471→   471→   "Chapter Name": "रासायनिक अभिक्रियाएँ एवं समीकरण",
   472→   472→   "Medium": "Hindi",
   473→   473→   "Question": "मैग्नीशियम ऑक्साइड का रंग कैसा होता है?",
   474→   474→   "Option 1": "काला",
   475→   475→   "Option 2": "सफेद",
   476→   476→   "Option 3": "नीला",
   477→   477→   "Option 4": "पीला",
   478→   478→   "Correct Option": "2.0",
   479→   479→   "Explanation": "जब मैग्नीशियम रिबन चमकदार सफेद लौ के साथ जलता है, तो यह मैग्नीशियम ऑक्साइड ($MgO$) नामक सफेद पाउडर बनाता है।",
   480→   480→   "Exam": "CBSE",
   481→   481→   "Year": "2020.0",
   482→   482→   "_sheet_row": 181
   483→   483→  },
   484→   484→  {
   485→   485→   "Subject": "Science",
   486→   486→   "Chapter No.": "1.0",
   487→   487→   "Chapter Name": "Chemical Reactions and Equations",
   488→   488→   "Medium": "English",
   489→   489→   "Question": "A metal 'X' on heating in nitrogen gas gives 'Y'. 'Y' on treatment with water gives a colorless gas which when passed through $CuSO_4$ solution gives a dark blue-colored solution. 'Y' is:",
   490→   490→   "Option 1": "$Mg_3N_2$",
   491→   491→   "Option 2": "$MgO$",
   492→   492→   "Option 3": "$Mg(OH)_2$",
   493→   493→   "Option 4": "$Mg(NO_3)_2$",
   494→   494→   "Correct Option": "1.0",
   495→   495→   "Explanation": "Magnesium reacts with $N_2$ to form Magnesium Nitride ($Mg_3N_2$). When $Mg_3N_2$ reacts with water, it produces Ammonia ($NH_3$). Ammonia reacts with $CuSO_4$ to form a deep blue complex $[Cu(NH_3)_4]SO_4$.",
   496→   496→   "Exam": "",
   497→   497→   "Year": "",
