     1→     1→[
   136→   136→      "A (sp^{3}, 4) = Tetrahedral (III); B (dsp^{2}, 4) = Square planar (IV); C (sp^{3}d, 5) = Trigonal bipyramidal (I); D (d^{2}sp^{3}, 6) = Octahedral (II).",
   137→   137→      "NEET (Oct.)",
   138→   138→      2020.0,
   139→   139→      null
   140→   140→    ]
   141→   141→  },
   142→   142→  {
   143→   143→    "sheet": "Class11",
   144→   144→    "row": 305,
   145→   145→    "data": [
   146→   146→      "Chemistry",
   147→   147→      3.0,
   148→   148→      "Chemical Bonding and Molecular Structure",
   149→   149→      "English",
   150→   150→      "Identify the wrongly matched pair.",
   151→   151→      "(a) PCl_{5} Trigonal planar",
   152→   152→      "(b) SF_{6} Octahedral",
   153→   153→      "(c) BeCl_{2} Linear",
   154→   154→      "(d) NH_{3} Trigonal pyramidal",
   155→   155→      1.0,
   156→   156→      "PCl_{5} has trigonal bipyramidal geometry, not trigonal planar.",
   157→   157→      "NEET (Oct.)",
   158→   158→      2020.0,
   159→   159→      null
   160→   160→    ]
   161→   161→  },
   162→   162→  {
   163→   163→    "sheet": "Class11",
   164→   164→    "row": 306,
   165→   165→    "data": [
   166→   166→      "Chemistry",
   167→   167→      3.0,
   168→   168→      "Chemical Bonding and Molecular Structure",
   169→   169→      "English",
   170→   170→      "Match the xenon compounds in Column I with its structure in Column II and assign the correct code:",
   171→   171→      "(a) (ii) (iii) (iv) (i)",
   172→   172→      "(b) (ii) (iii) (i) (iv)",
   173→   173→      "(c) (iii) (iv) (i) (ii)",
   174→   174→      "(d) (i) (ii) (iii) (iv)",
   175→   175→      1.0,
   176→   176→      "A(XeF_{4})-Square planar(ii); B(XeF_{6})-Distorted octahedral(iii); C(XeOF_{4})-Square pyramidal(iv); D(XeO_{3})-Pyramidal(i).",
   177→   177→      "NEET (National)",
   178→   178→      2019.0,
   179→   179→      null
   180→   180→    ]
   181→   181→  },
   182→   182→  {
   183→   183→    "sheet": "Class11",
   184→   184→    "row": 307,
   185→   185→    "data": [
   186→   186→      "Chemistry",
   187→   187→      3.0,
   188→   188→      "Chemical Bonding and Molecular Structure",
   189→   189→      "English",
   190→   190→      "Predict the correct order among the following.",
   191→   191→      "(a) lone pair-lone pair > bond pair-bond pair > lone pair-bond pair",
   192→   192→      "(b) bond pair-bond pair > lone pair-bond pair > lone pair-lone pair",
   193→   193→      "(c) lone pair-bond pair > bond pair-bond pair > lone pair-lone pair",
   194→   194→      "(d) lone pair-lone pair > lone pair-bond pair > bond pair-bond pair",
   195→   195→      4.0,
   196→   196→      "VSEPR theory repulsion order: lp-lp > lp-bp > bp-bp.",
   197→   197→      "NEET",
   198→   198→      "2016, Phase I",
   199→   199→      null
   200→   200→    ]
   201→   201→  },
   202→   202→  {
   203→   203→    "sheet": "Class11",
   204→   204→    "row": 308,
   205→   205→    "data": [
   206→   206→      "Chemistry",
   207→   207→      3.0,
   208→   208→      "Chemical Bonding and Molecular Structure",
   209→   209→      "English",
   210→   210→      "Consider the molecules CH_{4}, NH_{3} and H_{2}O. Which of the given statements is false?",
   211→   211→      "(a) The H-O-H bond angle in H_{2}O is larger than the H-C-H bond angle in CH_{4}",
   212→   212→      "(b) The H-O-H bond angle in H_{2}O is smaller than the H-N-H bond angle in NH_{3}",
   213→   213→      "(c) The H-C-H bond angle in CH_{4} is larger than the H-N-H bond angle in NH_{3}",
   214→   214→      "(d) The H-C-H bond angle in CH_{4}, the H-N-H bond angle in NH_{3} and the H-O-H bond angle in H_{2}O are all greater than 90°",
   215→   215→      1.0,
   216→   216→      "Bond angles: CH_{4} (109.5°) > NH_{3} (107.5°) > H_{2}O (104.5°). Statement (a) claims water angle is larger than methane, which is false.",
   217→   217→      "NEET",
   218→   218→      "2016, Phase I",
   219→   219→      null
   220→   220→    ]
   221→   221→  },
   222→   222→  {
   223→   223→    "sheet": "Class11",
   224→   224→    "row": 309,
   225→   225→    "data": [
   226→   226→      "Chemistry",
   227→   227→      3.0,
   228→   228→      "Chemical Bonding and Molecular Structure",
   229→   229→      "English",
   230→   230→      "The hybridisations of atomic orbitals of nitrogen in NO_{2}^{+}, NO_{3}^{-} and NH_{4}^{+} respectively are",
   231→   231→      "(a) sp, sp^{3} and sp^{2}",
   232→   232→      "(b) sp^{2}, sp^{3} and sp",
   233→   233→      "(c) sp, sp^{2} and sp^{3}",
   234→   234→      "(d) sp^{2}, sp and sp^{3}",
   235→   235→      3.0,
   236→   236→      "NO_{2}^{+} is linear (sp); NO_{3}^{-} is trigonal planar (sp^{2}); NH_{4}^{+} is tetrahedral (sp^{3}).",
   237→   237→      "NEET",
   238→   238→      "2016, Phase II",
   239→   239→      null
   240→   240→    ]
   241→   241→  },
   242→   242→  {
   243→   243→    "sheet": "Class11",
   244→   244→    "row": 310,
   245→   245→    "data": [
   246→   246→      "Chemistry",
   247→   247→      3.0,
   248→   248→      "Chemical Bonding and Molecular Structure",
   249→   249→      "English",
   250→   250→      "Which of the following species contains equal number of \\sigma and \\pi-bonds?",
   251→   251→      "(a) HCO_{3}^{-}",
   252→   252→      "(b) XeO_{4}",
   253→   253→      "(c) (CN)_{2}",
   254→   254→      "(d) CH_{2}(CN)_{2}",
   255→   255→      2.0,
   256→   256→      "XeO_{4} has a tetrahedral structure with 4 double bonds (Xe=O). It contains 4 \\sigma and 4 \\pi bonds.",
   257→   257→      "CBSE AIPMT",
   258→   258→      2015.0,
   259→   259→      null
   260→   260→    ]
   261→   261→  },
   262→   262→  {
   263→   263→    "sheet": "Class11",
   264→   264→    "row": 311,
   265→   265→    "data": [
   266→   266→      "Chemistry",
   267→   267→      3.0,
   268→   268→      "Chemical Bonding and Molecular Structure",
   269→   269→      "English",
   270→   270→      "Which of the following pairs of ions are isoelectronic and isostructural?",
   271→   271→      "(a) CO_{3}^{2-}, SO_{3}^{2-}",
   272→   272→      "(b) ClO_{3}^{-}, CO_{3}^{2-}",
   273→   273→      "(c) SO_{3}^{2-}, NO_{3}^{-}",
   274→   274→      "(d) ClO_{3}^{-}, SO_{3}^{2-}",
   275→   275→      4.0,
   276→   276→      "ClO_{3}^{-} (42 electrons) and SO_{3}^{2-} (42 electrons) are isoelectronic and both have pyramidal shape (sp^{3} with 1 lone pair).",
   277→   277→      "CBSE AIPMT",
   278→   278→      2015.0,
   279→   279→      null
   280→   280→    ]
   281→   281→  },
   282→   282→  {
   283→   283→    "sheet": "Class11",
   284→   284→    "row": 313,
   285→   285→    "data": [
   286→   286→      "Chemistry",
   287→   287→      3.0,
   288→   288→      "रासायनिक आबंधन तथा आण्विक संरचना",
   289→   289→      "Hindi",
   290→   290→      "BCl_{3} एक समतलीय अणु है जबकि NCl_{3} पिरामिडीय है क्योंकि:",
   291→   291→      "(a) B-Cl बंध N-Cl बंध से अधिक ध्रुवीय है",
   292→   292→      "(b) N-Cl बंध B-Cl बंध से अधिक सहसंयोजक है",
   293→   293→      "(c) नाइट्रोजन परमाणु बोरोन परमाणु से छोटा है",
   294→   294→      "(d) BCl_{3} में कोई एकाकी युग्म नहीं है लेकिन NCl_{3} में इलेक्ट्रॉनों का एक एकाकी युग्म है",
   295→   295→      4.0,
   296→   296→      "BCl_{3} में sp^{2} संकरण होता है और केंद्रीय परमाणु पर कोई एकाकी युग्म नहीं होता (समतलीय)। NCl_{3} में sp^{3} संकरण होता है और नाइट्रोजन पर एक एकाकी युग्म होता है (पिरामिडीय)।",
   297→   297→      "CBSE AIPMT",
   298→   298→      1995.0,
   299→   299→      null
   300→   300→    ]
   301→   301→  },
   302→   302→  {
   303→   303→    "sheet": "Class11",
   304→   304→    "row": 314,
   305→   305→    "data": [
   306→   306→      "Chemistry",
   307→   307→      3.0,
   308→   308→      "रासायनिक आबंधन तथा आण्विक संरचना",
   309→   309→      "Hindi",
   310→   310→      "निम्नलिखित प्रकार के बंधों में सबसे दुर्बल कौन सा है?",
   311→   311→      "(a) आयनिक",
   312→   312→      "(b) सहसंयोजक",
   313→   313→      "(c) धात्विक",
   314→   314→      "(d) हाइड्रोजन बंध (H-bond)",
   315→   315→      4.0,
   316→   316→      "सूचीबद्ध बंधों में हाइड्रोजन बंध सबसे कमजोर है क्योंकि इसकी बंध वियोजन ऊर्जा आयनिक, सहसंयोजक या धात्विक बंधों की तुलना में बहुत कम है।",
   317→   317→      "CBSE AIPMT",
   318→   318→      1994.0,
   319→   319→      null
   320→   320→    ]
   321→   321→  },
   322→   322→  {
   323→   323→    "sheet": "Class11",
   324→   324→    "row": 315,
   325→   325→    "data": [
   326→   326→      "Chemistry",
   327→   327→      3.0,
   328→   328→      "रासायनिक आबंधन तथा आण्विक संरचना",
   329→   329→      "Hindi",
   330→   330→      "निम्नलिखित में से कौन सा युग्म सबसे स्थिर आयनिक बंध बनाएगा?",
   331→   331→      "(a) Na और Cl",
   332→   332→      "(b) Mg और F",
   333→   333→      "(c) Li और F",
   334→   334→      "(d) Na और F",
   335→   335→      2.0,
   336→   336→      "Mg और F के बीच का आयनिक बंध अधिकतम स्थिरविद्युत आकर्षण (Mg अत्यधिक विद्युत धनात्मक है, F अत्यधिक विद्युत ऋणात्मक है) के कारण सबसे स्थिर है।",
   337→   337→      "CBSE AIPMT",
   338→   338→      1994.0,
   339→   339→      null
   340→   340→    ]
   341→   341→  },
   342→   342→  {
   343→   343→    "sheet": "Class11",
   344→   344→    "row": 316,
   345→   345→    "data": [
   346→   346→      "Chemistry",
   347→   347→      3.0,
   348→   348→      "रासायनिक आबंधन तथा आण्विक संरचना",
   349→   349→      "Hindi",
   350→   350→      "निम्नलिखित में से कौन सा कथन सही नहीं है?",
   351→   351→      "(a) द्विआबंध (double bond) एकल बंध की तुलना में छोटा होता है",
   352→   352→      "(b) सिग्मा बंध \\pi-बंध से कमजोर होता है",
   353→   353→      "(c) द्विआबंध एकल बंध से अधिक मजबूत होता है",
   354→   354→      "(d) सहसंयोजक बंध हाइड्रोजन बंध से अधिक मजबूत होता है",
   355→   355→      2.0,
   356→   356→      "सिग्मा बंध हमेशा \\pi-बंध से अधिक मजबूत होता है क्योंकि सिग्मा बंध निर्माण में अतिव्यापन (overlapping) की सीमा अधिकतम होती है।",
   357→   357→      "CBSE AIPMT",
   358→   358→      "1993, 1990",
   359→   359→      null
   360→   360→    ]
   361→   361→  },
   362→   362→  {
   363→   363→    "sheet": "Class11",
   364→   364→    "row": 317,
   365→   365→    "data": [
   366→   366→      "Chemistry",
   367→   367→      3.0,
   368→   368→      "रासायनिक आबंधन तथा आण्विक संरचना",
   369→   369→      "Hindi",
   370→   370→      "निम्नलिखित में से कौन सा अन्योन्यक्रियाओं (interactions) का सही क्रम है?",
   371→   371→      "(a) सहसंयोजक < हाइड्रोजन आबंधन < वांडर वाल्स < द्विध्रुव-द्विध्रुव",
   372→   372→      "(b) वांडर वाल्स < हाइड्रोजन आबंधन < द्विध्रुव-द्विध्रुव < सहसंयोजक",
   373→   373→      "(c) वांडर वाल्स < द्विध्रुव-द्विध्रुव < हाइड्रोजन आबंधन < सहसंयोजक",
   374→   374→      "(d) द्विध्रुव-द्विध्रुव < वांडर वाल्स < हाइड्रोजन आबंधन < सहसंयोजक",
   375→   375→      2.0,
   376→   376→      "वांडर वाल्स बल सबसे कमजोर होते हैं, और सहसंयोजक बंध सबसे मजबूत होते हैं। क्रम: वांडर वाल्स < हाइड्रोजन आबंधन < द्विध्रुव-द्विध्रुव < सहसंयोजक।",
   377→   377→      "CBSE AIPMT",
   378→   378→      1993.0,
   379→   379→      null
   380→   380→    ]
   381→   381→  },
   382→   382→  {
   383→   383→    "sheet": "Class11",
   384→   384→    "row": 318,
   385→   385→    "data": [
   386→   386→      "Chemistry",
   387→   387→      3.0,
   388→   388→      "रासायनिक आबंधन तथा आण्विक संरचना",
   389→   389→      "Hindi",
   390→   390→      "निम्नलिखित में से कौन सा यौगिक उच्चतम जालक ऊर्जा (lattice energy) प्रदर्शित करेगा?",
   391→   391→      "(a) KF",
   392→   392→      "(b) NaF",
   393→   393→      "(c) CsF",
   394→   394→      "(d) RbF",
   395→   395→      2.0,
   396→   396→      "NaF में उच्च जालक ऊर्जा होती है क्योंकि धनायनों में Na^{+} का आकार सबसे छोटा होता है, और धनायन का आकार घटने पर जालक ऊर्जा बढ़ती है।",
   397→   397→      "CBSE AIPMT",
   398→   398→      1993.0,
   399→   399→      null
   400→   400→    ]
   401→   401→  },
   402→   402→  {
   403→   403→    "sheet": "Class11",
   404→   404→    "row": 319,
   405→   405→    "data": [
   406→   406→      "Chemistry",
   407→   407→      3.0,
   408→   408→      "रासायनिक आबंधन तथा आण्विक संरचना",
   409→   409→      "Hindi",
   410→   410→      "सबसे प्रबल हाइड्रोजन आबंधन किसके द्वारा दिखाया जाता है?",
   411→   411→      "(a) H_{2}O",
   412→   412→      "(b) NH_{3}",
   413→   413→      "(c) HF",
   414→   414→      "(d) H_{2}S",
   415→   415→      3.0,
   416→   416→      "HF में सबसे प्रबल हाइड्रोजन बंध होता है क्योंकि फ्लोरीन सबसे अधिक विद्युत ऋणात्मक परमाणु है, जो प्रबल स्थिरविद्युत आकर्षण उत्पन्न करता है।",
   417→   417→      "CBSE AIPMT",
   418→   418→      1992.0,
   419→   419→      null
   420→   420→    ]
   421→   421→  },
   422→   422→  {
   423→   423→    "sheet": "Class11",
   424→   424→    "row": 320,
   425→   425→    "data": [
   426→   426→      "Chemistry",
   427→   427→      3.0,
   428→   428→      "रासायनिक आबंधन तथा आण्विक संरचना",
   429→   429→      "Hindi",
   430→   430→      "निम्नलिखित में से कौन सा सूत्र शामिल परमाणुओं की बंधन क्षमताओं (bonding capacities) का सही प्रतिनिधित्व नहीं करता है?",
   431→   431→      "(a) [फॉस्फोनियम आयन की संरचना]",
   432→   432→      "(b) [अमोनियम आयन की संरचना]",
   433→   433→      "(c) [नाइट्रोमीथेन जैसी प्रजाति की संरचना]",
   434→   434→      "(d) H-C=C(OH)2 संरचना",
   435→   435→      4.0,
   436→   436→      "विकल्प (d) में, एक कार्बन परमाणु को पाँच संयोजकता बंधों के साथ दिखाया गया है, जो संभव नहीं है।",
   437→   437→      "CBSE AIPMT",
   438→   438→      1991.0,
   439→   439→      null
   440→   440→    ]
   441→   441→  },
   442→   442→  {
   443→   443→    "sheet": "Class11",
   444→   444→    "row": 321,
   445→   445→    "data": [
   446→   446→      "Chemistry",
   447→   447→      3.0,
   448→   448→      "रासायनिक आबंधन तथा आण्विक संरचना",
   449→   449→      "Hindi",
   450→   450→      "LiCl, BeCl_{2}, BCl_{3} और CCl_{4} में सहसंयोजक बंध लक्षण किस क्रम का अनुसरण करता है?",
   451→   451→      "(a) LiCl < BeCl_{2} > BCl_{3} > CCl_{4}",
   452→   452→      "(b) LiCl < BeCl_{2} < BCl_{3} > CCl_{4}",
   453→   453→      "(c) LiCl < BeCl_{2} < BCl_{3} < CCl_{4}",
   454→   454→      "(d) LiCl > BeCl_{2} > BCl_{3} > CCl_{4}",
   455→   455→      3.0,
   456→   456→      "Li से C तक विद्युत ऋणात्मकता बढ़ती है और धनायन का आकार घटता है, जिससे ध्रुवीकरण और इस प्रकार सहसंयोजक लक्षण बढ़ता है (फजान का नियम)।",
   457→   457→      "CBSE AIPMT",
   458→   458→      1990.0,
   459→   459→      null
   460→   460→    ]
   461→   461→  },
   462→   462→  {
   463→   463→    "sheet": "Class11",
   464→   464→    "row": 322,
   465→   465→    "data": [
   466→   466→      "Chemistry",
   467→   467→      3.0,
   468→   468→      "रासायनिक आबंधन तथा आण्विक संरचना",
   469→   469→      "Hindi",
   470→   470→      "H_{2}O का शुद्ध द्विध्रुव आघूर्ण (net dipole moment) है जबकि BeF_{2} का द्विध्रुव आघूर्ण शून्य है क्योंकि:",
   471→   471→      "(a) H_{2}O अणु रैखिक है जबकि F_{2} मुड़ा हुआ है",
   472→   472→      "(b) BeF_{2} अणु रैखिक है जबकि H_{2}O मुड़ा हुआ (bent) है",
   473→   473→      "(c) फ्लोरीन ऑक्सीजन की तुलना में अधिक विद्युत ऋणात्मक है",
   474→   474→      "(d) बेरेलियम ऑक्सीजन की तुलना में अधिक विद्युत ऋणात्मक है",
   475→   475→      2.0,
   476→   476→      "H_{2}O की मुड़ी हुई संरचना (104.5°) होती है जिससे शुद्ध द्विध्रुव मिलता है। BeF_{2} रैखिक है, इसलिए बंध द्विध्रुव एक-दूसरे को रद्द कर देते हैं।",
   477→   477→      "CBSE AIPMT",
   478→   478→      1989.0,
   479→   479→      null
   480→   480→    ]
   481→   481→  },
   482→   482→  {
   483→   483→    "sheet": "Class11",
   484→   484→    "row": 323,
   485→   485→    "data": [
   486→   486→      "Chemistry",
   487→   487→      3.0,
   488→   488→      "रासायनिक आबंधन तथा आण्विक संरचना",
   489→   489→      "Hindi",
   490→   490→      "सूची-I का सूची-II से मिलान करें। सूची-I: A. PCl_{5}, B. SF_{6}, C. BrF_{5}, D. BF_{3}. सूची-II: I. वर्ग पिरामिडीय, II. त्रिकोणीय समतलीय, III. अष्टफलकीय, IV. त्रिकोणीय द्विपिरामिडीय।",
   491→   491→      "(a) IV III I II",
   492→   492→      "(b) III IV I II",
   493→   493→      "(c) IV III II I",
   494→   494→      "(d) III IV II I",
   495→   495→      1.0,
   496→   496→      "PCl_{5}: त्रिकोणीय द्विपिरामिडीय (sp^{3}d); SF_{6}: अष्टफलकीय (sp^{3}d^{2}); BrF_{5}: वर्ग पिरामिडीय (sp^{3}d^{2}); BF_{3}: त्रिकोणीय समतलीय (sp^{2})।",
   497→   497→      "NEET",
   498→   498→      2021.0,
   499→   499→      null
   500→   500→    ]
   501→   501→  },
   502→   502→  {
   503→   503→    "sheet": "Class11",
   504→   504→    "row": 324,
   505→   505→    "data": [
   506→   506→      "Chemistry",
   507→   507→      3.0,
   508→   508→      "रासायनिक आबंधन तथा आण्विक संरचना",
   509→   509→      "Hindi",
   510→   510→      "BF_{3} समतलीय और इलेक्ट्रॉन न्यून यौगिक है। केंद्रीय परमाणु के चारों ओर संकरण और इलेक्ट्रॉनों की संख्या क्रमशः है:",
   511→   511→      "(a) sp^{3} और 4",
   512→   512→      "(b) sp और 6",
   513→   513→      "(c) sp^{2} और 6",
   514→   514→      "(d) sp^{2} और 8",
   515→   515→      3.0,
   516→   516→      "BF_{3} में बोरोन sp^{2} संकरित (3 सिग्मा बंध) है। B के चारों ओर कुल संयोजी इलेक्ट्रॉन = 3 बंध × 2 = 6 इलेक्ट्रॉन।",
   517→   517→      "NEET",
   518→   518→      2021.0,
   519→   519→      null
   520→   520→    ]
   521→   521→  },
   522→   522→  {
   523→   523→    "sheet": "Class11",
   524→   524→    "row": 325,
   525→   525→    "data": [
   526→   526→      "Chemistry",
   527→   527→      3.0,
   528→   528→      "रासायनिक आबंधन तथा आण्विक संरचना",
   529→   529→      "Hindi",
   530→   530→      "वैलेंस बॉन्ड थ्योरी (VBT) के आधार पर संकरण के प्रकार और उपसहसंयोजन संख्या का अंतरिक्ष में संकर कक्षकों के वितरण के साथ मिलान करें।",
   531→   531→      "(a) II III IV I",
   532→   532→      "(b) III IV I II",
   533→   533→      "(c) IV I II III",
   534→   534→      "(d) IV III I II",
   535→   535→      2.0,
   536→   536→      "A (sp^{3}, 4) = चतुष्फलकीय (III); B (dsp^{2}, 4) = वर्ग समतलीय (IV); C (sp^{3}d, 5) = त्रिकोणीय द्विपिरामिडीय (I); D (d^{2}sp^{3}, 6) = अष्टफलकीय (II)।",
   537→   537→      "NEET (Oct.)",
   538→   538→      2020.0,
   539→   539→      null
   540→   540→    ]
   541→   541→  },
   542→   542→  {
   543→   543→    "sheet": "Class11",
   544→   544→    "row": 326,
   545→   545→    "data": [
   546→   546→      "Chemistry",
   547→   547→      3.0,
   548→   548→      "रासायनिक आबंधन तथा आण्विक संरचना",
   549→   549→      "Hindi",
   550→   550→      "गलत सुमेलित युग्म की पहचान करें।",
   551→   551→      "(a) PCl_{5} त्रिकोणीय समतलीय",
   552→   552→      "(b) SF_{6} अष्टफलकीय",
   553→   553→      "(c) BeCl_{2} रैखिक",
   554→   554→      "(d) NH_{3} त्रिकोणीय पिरामिडीय",
   555→   555→      1.0,
   556→   556→      "PCl_{5} की ज्यामिति त्रिकोणीय द्विपिरामिडीय है, न कि त्रिकोणीय समतलीय।",
   557→   557→      "NEET (Oct.)",
   558→   558→      2020.0,
   559→   559→      null
   560→   560→    ]
   561→   561→  },
   562→   562→  {
   563→   563→    "sheet": "Class11",
   564→   564→    "row": 327,
   565→   565→    "data": [
   566→   566→      "Chemistry",
   567→   567→      3.0,
   568→   568→      "रासायनिक आबंधन तथा आण्विक संरचना",
   569→   569→      "Hindi",
   570→   570→      "कॉलम I में दिए गए ज़ेनॉन यौगिकों का कॉलम II में दी गई उनकी संरचना से मिलान करें और सही कोड निर्दिष्ट करें:",
   571→   571→      "(a) (ii) (iii) (iv) (i)",
   572→   572→      "(b) (ii) (iii) (i) (iv)",
   573→   573→      "(c) (iii) (iv) (i) (ii)",
   574→   574→      "(d) (i) (ii) (iii) (iv)",
   575→   575→      1.0,
   576→   576→      "A(XeF_{4})-वर्ग समतलीय(ii); B(XeF_{6})-विकृत अष्टफलकीय(iii); C(XeOF_{4})-वर्ग पिरामिडीय(iv); D(XeO_{3})-पिरामिडीय(i)।",
   577→   577→      "NEET (National)",
   578→   578→      2019.0,
   579→   579→      null
   580→   580→    ]
   581→   581→  },
   582→   582→  {
   583→   583→    "sheet": "Class11",
   584→   584→    "row": 328,
   585→   585→    "data": [
   586→   586→      "Chemistry",
   587→   587→      3.0,
   588→   588→      "रासायनिक आबंधन तथा आण्विक संरचना",
   589→   589→      "Hindi",
   590→   590→      "निम्नलिखित में से सही क्रम का अनुमान लगाइए।",
   591→   591→      "(a) एकाकी युग्म-एकाकी युग्म > बंध युग्म-बंध युग्म > एकाकी युग्म-बंध युग्म",
   592→   592→      "(b) बंध युग्म-बंध युग्म > एकाकी युग्म-बंध युग्म > एकाकी युग्म-एकाकी युग्म",
   593→   593→      "(c) एकाकी युग्म-बंध युग्म > बंध युग्म-बंध युग्म > एकाकी युग्म-एकाकी युग्म",
   594→   594→      "(d) एकाकी युग्म-एकाकी युग्म > एकाकी युग्म-बंध युग्म > बंध युग्म-बंध युग्म",
   595→   595→      4.0,
   596→   596→      "VSEPR सिद्धांत के अनुसार प्रतिकर्षण का क्रम: lp-lp > lp-bp > bp-bp है।",
   597→   597→      "NEET",
   598→   598→      "2016, Phase I",
   599→   599→      null
