     1→     1→{
     2→     2→ "batch": 1,
     3→     3→ "questions": [
   333→   333→   "Option 4": "Zn + CuSO4 -> ZnSO4 + Cu",
   334→   334→   "Correct Option": "2.0",
   335→   335→   "Explanation": "वियोजन अभिक्रिया में एक अकेला पदार्थ टूटकर दो या दो से अधिक सरल पदार्थ बनाता है। अमोनियम क्लोराइड का टूटना इसका एक उदाहरण है।",
   336→   336→   "Exam": "CBSE",
   337→   337→   "Year": "2020.0",
   338→   338→   "_sheet_row": 22
   339→   339→  },
   340→   340→  {
   341→   341→   "Subject": "Science",
   342→   342→   "Chapter No.": "1.0",
   343→   343→   "Chapter Name": "रासायनिक अभिक्रियाएँ एवं समीकरण",
   344→   344→   "Medium": "Hindi",
   345→   345→   "Question": "लोह चूर्ण पर तनु हाइड्रोक्लोरिक अम्ल डालने से क्या होता है?",
   346→   346→   "Option 1": "हाइड्रोजन गैस एवं आयरन क्लोराइड बनता है",
   347→   347→   "Option 2": "क्लोरीन गैस एवं आयरन हाइड्रोक्साइड बनता है",
   348→   348→   "Option 3": "कोई अभिक्रिया नहीं होती",
   349→   349→   "Option 4": "आयरन लवण एवं जल बनता है",
   350→   350→   "Correct Option": "1.0",
   351→   351→   "Explanation": "जब धातु अम्ल के साथ अभिक्रिया करती है, तो वह हाइड्रोजन को विस्थापित कर धातु लवण और हाइड्रोजन गैस बनाती है। Fe + 2HCl -> FeCl2 + H2।",
   352→   352→   "Exam": "CBSE",
   353→   353→   "Year": "2023.0",
   354→   354→   "_sheet_row": 23
   355→   355→  },
   356→   356→  {
   357→   357→   "Subject": "Science",
   358→   358→   "Chapter No.": "2.0",
   359→   359→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   360→   360→   "Medium": "Hindi",
   361→   361→   "Question": "सोडियम हाइड्रोजनकार्बोनेट जब एथेनोइक अम्ल से अभिक्रिया करता है, तो कौन सी गैस निकलती है?",
   362→   362→   "Option 1": "हाइड्रोजन",
   363→   363→   "Option 2": "कार्बन डाइऑक्साइड",
   364→   364→   "Option 3": "ऑक्सीजन",
   365→   365→   "Option 4": "नाइट्रोजन",
   366→   366→   "Correct Option": "2.0",
   367→   367→   "Explanation": "सोडियम हाइड्रोजनकार्बोनेट (बेकिंग सोडा) अम्ल के साथ अभिक्रिया करके कार्बन डाइऑक्साइड गैस पैदा करता है, जो चूने के पानी को दूधिया कर देती है।",
   368→   368→   "Exam": "CBSE",
   369→   369→   "Year": "2019.0",
   370→   370→   "_sheet_row": 24
   371→   371→  },
   372→   372→  {
   373→   373→   "Subject": "Science",
   374→   374→   "Chapter No.": "2.0",
   375→   375→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   376→   376→   "Medium": "Hindi",
   377→   377→   "Question": "एक विलयन का pH मान 3 है। वह विलयन होगा:",
   378→   378→   "Option 1": "प्रबल क्षारीय",
   379→   379→   "Option 2": "दुर्बल क्षारीय",
   380→   380→   "Option 3": "प्रबल अम्लीय",
   381→   381→   "Option 4": "उदासीन",
   382→   382→   "Correct Option": "3.0",
   383→   383→   "Explanation": "pH स्केल पर 0 से 6 तक के मान अम्लीय होते हैं। 3 का मान प्रबल अम्लीयता को दर्शाता है क्योंकि यह उदासीन मान 7 से काफी दूर है।",
   384→   384→   "Exam": "HBSE",
   385→   385→   "Year": "2022.0",
   386→   386→   "_sheet_row": 25
   387→   387→  },
   388→   388→  {
   389→   389→   "Subject": "Science",
   390→   390→   "Chapter No.": "3.0",
   391→   391→   "Chapter Name": "धातु एवं अधातु",
   392→   392→   "Medium": "Hindi",
   393→   393→   "Question": "निम्नलिखित में से कौन सी धातु कमरे के तापमान पर तरल अवस्था में पाई जाती है?",
   394→   394→   "Option 1": "सोडियम",
   395→   395→   "Option 2": "पारा (Mercury)",
   396→   396→   "Option 3": "मैग्नीशियम",
   397→   397→   "Option 4": "गैलियम",
   398→   398→   "Correct Option": "2.0",
   399→   399→   "Explanation": "पारा एकमात्र ऐसी धातु है जो सामान्य कमरे के तापमान और दबाव पर तरल अवस्था में रहती है।",
   400→   400→   "Exam": "CBSE",
   401→   401→   "Year": "2021.0",
   402→   402→   "_sheet_row": 26
   403→   403→  },
   404→   404→  {
   405→   405→   "Subject": "Science",
   406→   406→   "Chapter No.": "3.0",
   407→   407→   "Chapter Name": "धातु एवं अधातु",
   408→   408→   "Medium": "Hindi",
   409→   409→   "Question": "मिश्रधातु (Alloy) क्या है?",
   410→   410→   "Option 1": "एक तत्व",
   411→   411→   "Option 2": "एक यौगिक",
   412→   412→   "Option 3": "एक समांगी मिश्रण",
   413→   413→   "Option 4": "एक विषमांगी मिश्रण",
   414→   414→   "Correct Option": "3.0",
   415→   415→   "Explanation": "मिश्रधातु दो या दो से अधिक धातुओं, या एक धातु और एक अधातु का समांगी मिश्रण होता है, जिसे मजबूती या संक्षारण प्रतिरोध बढ़ाने के लिए बनाया जाता है।",
   416→   416→   "Exam": "ICSE",
   417→   417→   "Year": "2018.0",
   418→   418→   "_sheet_row": 27
   419→   419→  },
   420→   420→  {
   421→   421→   "Subject": "Science",
   422→   422→   "Chapter No.": "6.0",
   423→   423→   "Chapter Name": "जैव प्रक्रम",
   424→   424→   "Medium": "Hindi",
   425→   425→   "Question": "पायरुवेट के विखंडन से कार्बन डाइऑक्साइड, जल तथा ऊर्जा देने वाली अभिक्रिया कहाँ होती है?",
   426→   426→   "Option 1": "कोशिकाद्रव्य",
   427→   427→   "Option 2": "माइटोकॉन्ड्रिया",
   428→   428→   "Option 3": "क्लोरोप्लास्ट",
   429→   429→   "Option 4": "केन्द्रक",
   430→   430→   "Correct Option": "2.0",
   431→   431→   "Explanation": "वायवीय श्वसन माइटोकॉन्ड्रिया में होता है, जहाँ पायरुवेट पूरी तरह से ऑक्सीकृत होकर CO2, जल और ATP (ऊर्जा) बनाता है।",
   432→   432→   "Exam": "CBSE",
   433→   433→   "Year": "2020.0",
   434→   434→   "_sheet_row": 28
   435→   435→  },
   436→   436→  {
   437→   437→   "Subject": "Science",
   438→   438→   "Chapter No.": "6.0",
   439→   439→   "Chapter Name": "जैव प्रक्रम",
   440→   440→   "Medium": "Hindi",
   441→   441→   "Question": "मानव में गैसों का विनिमय (Exchange of gases) कहाँ होता है?",
   442→   442→   "Option 1": "श्वासनली",
   443→   443→   "Option 2": "कूपिका (Alveoli)",
   444→   444→   "Option 3": "श्वसनी",
   445→   445→   "Option 4": "कंठ",
   446→   446→   "Correct Option": "2.0",
   447→   447→   "Explanation": "कूपिकाएं फेफड़ों में गुब्बारे जैसी संरचनाएं होती हैं जो ऑक्सीजन और कार्बन डाइऑक्साइड के विसरण के लिए एक बड़ी सतह प्रदान करती हैं।",
   448→   448→   "Exam": "UP Board",
   449→   449→   "Year": "2022.0",
   450→   450→   "_sheet_row": 29
   451→   451→  },
   452→   452→  {
   453→   453→   "Subject": "Science",
   454→   454→   "Chapter No.": "10.0",
   455→   455→   "Chapter Name": "प्रकाश – परावर्तन तथा अपवर्तन",
   456→   456→   "Medium": "Hindi",
   457→   457→   "Question": "अवतल दर्पण द्वारा बना प्रतिबिंब वास्तविक, उल्टा और वस्तु के आकार के बराबर है। वस्तु की स्थिति क्या है?",
   458→   458→   "Option 1": "फोकस पर",
   459→   459→   "Option 2": "अनंत पर",
   460→   460→   "Option 3": "वक्रता केंद्र पर",
   461→   461→   "Option 4": "फोकस और ध्रुव के बीच",
   462→   462→   "Correct Option": "3.0",
   463→   463→   "Explanation": "जब वस्तु को वक्रता केंद्र (C) पर रखा जाता है, तो प्रतिबिंब भी C पर ही बनता है, जो वास्तविक, उल्टा और वस्तु के आकार के बराबर होता है।",
   464→   464→   "Exam": "CBSE",
   465→   465→   "Year": "2023.0",
   466→   466→   "_sheet_row": 30
   467→   467→  },
   468→   468→  {
   469→   469→   "Subject": "Science",
   470→   470→   "Chapter No.": "10.0",
   471→   471→   "Chapter Name": "प्रकाश – परावर्तन तथा अपवर्तन",
   472→   472→   "Medium": "Hindi",
   473→   473→   "Question": "एक उत्तल लेंस की फोकस दूरी 20 सेमी है। इसकी क्षमता (Power) क्या होगी?",
   474→   474→   "Option 1": "(+) 5 D",
   475→   475→   "Option 2": "-5 D",
   476→   476→   "Option 3": "(+) 2 D",
   477→   477→   "Option 4": "-2 D",
   478→   478→   "Correct Option": "1.0",
   479→   479→   "Explanation": "क्षमता (P) = 1/f (मीटर में)। इसलिए, P = 1/0.20 = +5 डायोप्टर। उत्तल लेंस की क्षमता हमेशा धनात्मक होती है।",
   480→   480→   "Exam": "HBSE",
   481→   481→   "Year": "2021.0",
   482→   482→   "_sheet_row": 31
   483→   483→  },
   484→   484→  {
   485→   485→   "Subject": "Science",
   486→   486→   "Chapter No.": "12.0",
   487→   487→   "Chapter Name": "विद्युत",
   488→   488→   "Medium": "Hindi",
   489→   489→   "Question": "वैद्युत प्रतिरोधकता (Resistivity) का मात्रक क्या है?",
   490→   490→   "Option 1": "ओम",
   491→   491→   "Option 2": "ओम-मीटर",
   492→   492→   "Option 3": "एम्पियर",
   493→   493→   "Option 4": "वोल्ट",
   494→   494→   "Correct Option": "2.0",
   495→   495→   "Explanation": "प्रतिरोधकता पदार्थ का गुण है। सूत्र R = ρ(L/A) से, ρ = RA/L बनता है, जिसका मात्रक ओम-मीटर होता है।",
   496→   496→   "Exam": "CBSE",
   497→   497→   "Year": "2022.0",
   498→   498→   "_sheet_row": 32
   499→   499→  },
   500→   500→  {
   501→   501→   "Subject": "Science",
   502→   502→   "Chapter No.": "12.0",
   503→   503→   "Chapter Name": "विद्युत",
   504→   504→   "Medium": "Hindi",
   505→   505→   "Question": "2 ओम के तीन प्रतिरोधों को श्रेणीक्रम में जोड़ा गया है। तुल्य प्रतिरोध क्या होगा?",
   506→   506→   "Option 1": "2/3 ओम",
   507→   507→   "Option 2": "6 ओम",
   508→   508→   "Option 3": "3/2 ओम",
   509→   509→   "Option 4": "4 ओम",
   510→   510→   "Correct Option": "2.0",
   511→   511→   "Explanation": "श्रेणीक्रम (Series) में कुल प्रतिरोध सभी व्यक्तिगत प्रतिरोधों का योग होता है: 2 + 2 + 2 = 6 ओम।",
   512→   512→   "Exam": "CBSE",
   513→   513→   "Year": "2017.0",
   514→   514→   "_sheet_row": 33
   515→   515→  },
   516→   516→  {
   517→   517→   "Subject": "Science",
   518→   518→   "Chapter No.": "4.0",
   519→   519→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   520→   520→   "Medium": "Hindi",
   521→   521→   "Question": "एथेनॉल में कौन सा कार्यात्मक समूह (Functional group) मौजूद होता है?",
   522→   522→   "Option 1": "-CHO",
   523→   523→   "Option 2": "-COOH",
   524→   524→   "Option 3": "-OH",
   525→   525→   "Option 4": "-CO-",
   526→   526→   "Correct Option": "3.0",
   527→   527→   "Explanation": "एथेनॉल अल्कोहल परिवार से संबंधित है, जिसकी पहचान हाइड्रॉक्सिल (-OH) समूह से होती है।",
   528→   528→   "Exam": "CBSE",
   529→   529→   "Year": "2019.0",
   530→   530→   "_sheet_row": 34
   531→   531→  },
   532→   532→  {
   533→   533→   "Subject": "Science",
   534→   534→   "Chapter No.": "4.0",
   535→   535→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   536→   536→   "Medium": "Hindi",
   537→   537→   "Question": "बकमिनस्टरफुलेरीन किसका एक अपररूप (Allotrope) है?",
   538→   538→   "Option 1": "फास्फोरस",
   539→   539→   "Option 2": "सल्फर",
   540→   540→   "Option 3": "कार्बन",
   541→   541→   "Option 4": "टिन",
   542→   542→   "Correct Option": "3.0",
   543→   543→   "Explanation": "फुलेरीन कार्बन के अपररूपों का एक वर्ग है जिसमें परमाणु एक खोखले गोले में व्यवस्थित होते हैं, जिसमें C60 सबसे प्रसिद्ध है।",
   544→   544→   "Exam": "ICSE",
   545→   545→   "Year": "2020.0",
   546→   546→   "_sheet_row": 35
   547→   547→  },
   548→   548→  {
   549→   549→   "Subject": "Science",
   550→   550→   "Chapter No.": "8.0",
   551→   551→   "Chapter Name": "जीव जनन कैसे करते हैं?",
   552→   552→   "Medium": "Hindi",
   553→   553→   "Question": "मुकुलन (Budding) द्वारा अलैगिक जनन किसमें होता है?",
   554→   554→   "Option 1": "अमीबा",
   555→   555→   "Option 2": "यीस्ट",
   556→   556→   "Option 3": "प्लाज्मोडियम",
   557→   557→   "Option 4": "लेशमानिया",
   558→   558→   "Correct Option": "2.0",
   559→   559→   "Explanation": "यीस्ट कोशिकाएं एक छोटा उभार या 'मुकुल' विकसित करके प्रजनन करती हैं जो अंततः अलग होकर एक नया जीव बन जाता है।",
   560→   560→   "Exam": "CBSE",
   561→   561→   "Year": "2023.0",
   562→   562→   "_sheet_row": 36
   563→   563→  },
   564→   564→  {
   565→   565→   "Subject": "Science",
   566→   566→   "Chapter No.": "9.0",
   567→   567→   "Chapter Name": "अनुवांशिकता एवं जैव विकास",
   568→   568→   "Medium": "Hindi",
   569→   569→   "Question": "मौजूदा प्रजातियों से नई प्रजातियों के विकसित होने की प्रक्रिया क्या कहलाती है?",
   570→   570→   "Option 1": "विकास",
