     1→     1→{
     2→     2→ "batch": 6,
     3→     3→ "questions": [
   282→   282→   "Option 1": "$NH_4OH$",
   283→   283→   "Option 2": "$Ca(OH)_2$",
   284→   284→   "Option 3": "$NaOH$",
   285→   285→   "Option 4": "$Mg(OH)_2$",
   286→   286→   "Correct Option": "3.0",
   287→   287→   "Explanation": "Sodium Hydroxide ($NaOH$) is a strong base because it dissociates completely into ions in an aqueous solution.",
   288→   288→   "Exam": "Bihar Board",
   289→   289→   "Year": "2021.0",
   290→   290→   "_sheet_row": 269
   291→   291→  },
   292→   292→  {
   293→   293→   "Subject": "Science",
   294→   294→   "Chapter No.": "2.0",
   295→   295→   "Chapter Name": "Acids, Bases and Salts",
   296→   296→   "Medium": "English",
   297→   297→   "Question": "The pH of the soil in a backyard is 4.5. Which substance should be added to make it suitable for plant growth?",
   298→   298→   "Option 1": "Sulphur powder",
   299→   299→   "Option 2": "Vinegar",
   300→   300→   "Option 3": "Quicklime",
   301→   301→   "Option 4": "Common salt",
   302→   302→   "Correct Option": "3.0",
   303→   303→   "Explanation": "The soil is too acidic (pH 4.5). Quicklime (Calcium Oxide, $CaO$) is basic and will neutralize the soil acidity to a level plants can tolerate.",
   304→   304→   "Exam": "CBSE",
   305→   305→   "Year": "2022.0",
   306→   306→   "_sheet_row": 270
   307→   307→  },
   308→   308→  {
   309→   309→   "Subject": "Science",
   310→   310→   "Chapter No.": "2.0",
   311→   311→   "Chapter Name": "Acids, Bases and Salts",
   312→   312→   "Medium": "English",
   313→   313→   "Question": "When Zinc metal reacts with Sodium Hydroxide solution, the products formed are:",
   314→   314→   "Option 1": "Sodium zincate and hydrogen gas",
   315→   315→   "Option 2": "Sodium zincate and water",
   316→   316→   "Option 3": "Zinc hydroxide and sodium",
   317→   317→   "Option 4": "Sodium oxide and zinc",
   318→   318→   "Correct Option": "1.0",
   319→   319→   "Explanation": "Amphoteric metals like Zinc react with strong bases to form a salt (Sodium Zincate, $Na_2ZnO_2$) and Hydrogen gas.",
   320→   320→   "Exam": "CBSE",
   321→   321→   "Year": "2020.0",
   322→   322→   "_sheet_row": 271
   323→   323→  },
   324→   324→  {
   325→   325→   "Subject": "Science",
   326→   326→   "Chapter No.": "2.0",
   327→   327→   "Chapter Name": "Acids, Bases and Salts",
   328→   328→   "Medium": "English",
   329→   329→   "Question": "What is the number of water molecules of crystallization in Washing Soda?",
   330→   330→   "Option 1": "5.0",
   331→   331→   "Option 2": "7.0",
   332→   332→   "Option 3": "2.0",
   333→   333→   "Option 4": "10.0",
   334→   334→   "Correct Option": "4.0",
   335→   335→   "Explanation": "Washing soda is Sodium Carbonate Decahydrate, represented by the chemical formula $Na_2CO_3 \\cdot 10H_2O$.",
   336→   336→   "Exam": "HBSE",
   337→   337→   "Year": "2021.0",
   338→   338→   "_sheet_row": 272
   339→   339→  },
   340→   340→  {
   341→   341→   "Subject": "Science",
   342→   342→   "Chapter No.": "2.0",
   343→   343→   "Chapter Name": "Acids, Bases and Salts",
   344→   344→   "Medium": "English",
   345→   345→   "Question": "Dry $HCl$ gas does not change the color of dry litmus paper because:",
   346→   346→   "Option 1": "$HCl$ gas is not acidic",
   347→   347→   "Option 2": "No $H^+$ ions are present",
   348→   348→   "Option 3": "Litmus paper is dry",
   349→   349→   "Option 4": "Both 2 and 3",
   350→   350→   "Correct Option": "4.0",
   351→   351→   "Explanation": "Acids show acidic behavior only in the presence of water where they can dissociate to produce $H^+(aq)$ ions. Without water, no ions are formed to change the indicator color.",
   352→   352→   "Exam": "CBSE",
   353→   353→   "Year": "2018.0",
   354→   354→   "_sheet_row": 273
   355→   355→  },
   356→   356→  {
   357→   357→   "Subject": "Science",
   358→   358→   "Chapter No.": "2.0",
   359→   359→   "Chapter Name": "Acids, Bases and Salts",
   360→   360→   "Medium": "English",
   361→   361→   "Question": "Which of the following is the 'King of Chemicals'?",
   362→   362→   "Option 1": "Nitric acid",
   363→   363→   "Option 2": "Sulphuric acid",
   364→   364→   "Option 3": "Hydrochloric acid",
   365→   365→   "Option 4": "Phosphoric acid",
   366→   366→   "Correct Option": "2.0",
   367→   367→   "Explanation": "Sulphuric acid ($H_2SO_4$) is known as the King of Chemicals due to its vast use in various industrial processes and laboratories.",
   368→   368→   "Exam": "",
   369→   369→   "Year": "",
   370→   370→   "_sheet_row": 274
   371→   371→  },
   372→   372→  {
   373→   373→   "Subject": "Science",
   374→   374→   "Chapter No.": "2.0",
   375→   375→   "Chapter Name": "Acids, Bases and Salts",
   376→   376→   "Medium": "English",
   377→   377→   "Question": "The change in color of an indicator helps us determine:",
   378→   378→   "Option 1": "Temperature",
   379→   379→   "Option 2": "Nature of substance",
   380→   380→   "Option 3": "Volume",
   381→   381→   "Option 4": "Pressure",
   382→   382→   "Correct Option": "2.0",
   383→   383→   "Explanation": "Indicators are substances that change color based on the acidity or basicity of the solution they are added to.",
   384→   384→   "Exam": "",
   385→   385→   "Year": "",
   386→   386→   "_sheet_row": 275
   387→   387→  },
   388→   388→  {
   389→   389→   "Subject": "Science",
   390→   390→   "Chapter No.": "2.0",
   391→   391→   "Chapter Name": "Acids, Bases and Salts",
   392→   392→   "Medium": "English",
   393→   393→   "Question": "Which of the following gives $OH^-$ ions in water?",
   394→   394→   "Option 1": "Acids",
   395→   395→   "Option 2": "Bases",
   396→   396→   "Option 3": "Salts",
   397→   397→   "Option 4": "Glucose",
   398→   398→   "Correct Option": "2.0",
   399→   399→   "Explanation": "According to Arrhenius, bases are substances that release Hydroxide ($OH^-$) ions when dissolved in water.",
   400→   400→   "Exam": "MP Board",
   401→   401→   "Year": "2021.0",
   402→   402→   "_sheet_row": 276
   403→   403→  },
   404→   404→  {
   405→   405→   "Subject": "Science",
   406→   406→   "Chapter No.": "2.0",
   407→   407→   "Chapter Name": "Acids, Bases and Salts",
   408→   408→   "Medium": "English",
   409→   409→   "Question": "Alkalis are:",
   410→   410→   "Option 1": "Bases which are insoluble in water",
   411→   411→   "Option 2": "Bases which are soluble in water",
   412→   412→   "Option 3": "Acids which are soluble in water",
   413→   413→   "Option 4": "None of these",
   414→   414→   "Correct Option": "2.0",
   415→   415→   "Explanation": "Bases that dissolve in water are called alkalis. Examples include $NaOH$ and $KOH$.",
   416→   416→   "Exam": "CBSE",
   417→   417→   "Year": "2023.0",
   418→   418→   "_sheet_row": 277
   419→   419→  },
   420→   420→  {
   421→   421→   "Subject": "Science",
   422→   422→   "Chapter No.": "2.0",
   423→   423→   "Chapter Name": "Acids, Bases and Salts",
   424→   424→   "Medium": "English",
   425→   425→   "Question": "What is the action of blue litmus on an aqueous solution of Ammonium Chloride?",
   426→   426→   "Option 1": "Turns red",
   427→   427→   "Option 2": "Remains blue",
   428→   428→   "Option 3": "Turns colorless",
   429→   429→   "Option 4": "Turns green",
   430→   430→   "Correct Option": "1.0",
   431→   431→   "Explanation": "Ammonium Chloride ($NH_4Cl$) is a salt of a strong acid ($HCl$) and a weak base ($NH_4OH$). Thus, its aqueous solution is acidic and turns blue litmus red.",
   432→   432→   "Exam": "CBSE",
   433→   433→   "Year": "2019.0",
   434→   434→   "_sheet_row": 278
   435→   435→  },
   436→   436→  {
   437→   437→   "Subject": "Science",
   438→   438→   "Chapter No.": "2.0",
   439→   439→   "Chapter Name": "Acids, Bases and Salts",
   440→   440→   "Medium": "English",
   441→   441→   "Question": "The chemical formula of Gypsum is:",
   442→   442→   "Option 1": "$CaSO_4 \\cdot 1/2 H_2O$",
   443→   443→   "Option 2": "$CaSO_4 \\cdot 2H_2O$",
   444→   444→   "Option 3": "$CaSO_4 \\cdot H_2O$",
   445→   445→   "Option 4": "$CaCl_2$",
   446→   446→   "Correct Option": "2.0",
   447→   447→   "Explanation": "Gypsum is Calcium Sulphate Dihydrate. It is the hard substance used to make Plaster of Paris by heating it to 373 K.",
   448→   448→   "Exam": "CBSE",
   449→   449→   "Year": "2022.0",
   450→   450→   "_sheet_row": 279
   451→   451→  },
   452→   452→  {
   453→   453→   "Subject": "Science",
   454→   454→   "Chapter No.": "2.0",
   455→   455→   "Chapter Name": "Acids, Bases and Salts",
   456→   456→   "Medium": "English",
   457→   457→   "Question": "Which of the following is used in the manufacture of glass, soap, and paper?",
   458→   458→   "Option 1": "Baking soda",
   459→   459→   "Option 2": "Bleaching powder",
   460→   460→   "Option 3": "Washing soda",
   461→   461→   "Option 4": "Common salt",
   462→   462→   "Correct Option": "3.0",
   463→   463→   "Explanation": "Washing soda (Sodium Carbonate) is an important industrial chemical used extensively in the glass, soap, and paper industries.",
   464→   464→   "Exam": "CBSE",
   465→   465→   "Year": "2021.0",
   466→   466→   "_sheet_row": 280
   467→   467→  },
   468→   468→  {
   469→   469→   "Subject": "Science",
   470→   470→   "Chapter No.": "2.0",
   471→   471→   "Chapter Name": "Acids, Bases and Salts",
   472→   472→   "Medium": "English",
   473→   473→   "Question": "A base that is used as a laboratory reagent and in the manufacture of paper and pulp is:",
   474→   474→   "Option 1": "$Ca(OH)_2$",
   475→   475→   "Option 2": "$NaOH$",
   476→   476→   "Option 3": "$Mg(OH)_2$",
   477→   477→   "Option 4": "$NH_4OH$",
   478→   478→   "Correct Option": "2.0",
   479→   479→   "Explanation": "Sodium Hydroxide ($NaOH$), also known as caustic soda, is a vital component in the paper industry and a common strong laboratory base.",
   480→   480→   "Exam": "ICSE",
   481→   481→   "Year": "2020.0",
   482→   482→   "_sheet_row": 281
   483→   483→  },
   484→   484→  {
   485→   485→   "Subject": "Science",
   486→   486→   "Chapter No.": "2.0",
   487→   487→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   488→   488→   "Medium": "Hindi",
   489→   489→   "Question": "निम्नलिखित में से कौन सा एक गंधीय (Olfactory) सूचक है?",
   490→   490→   "Option 1": "लिटमस",
   491→   491→   "Option 2": "वैनिला एसेंस",
   492→   492→   "Option 3": "मिथाइल ऑरेंज",
   493→   493→   "Option 4": "फेनोल्फथलीन",
   494→   494→   "Correct Option": "2.0",
   495→   495→   "Explanation": "गंधीय सूचक वे पदार्थ होते हैं जिनकी गंध अम्लीय या क्षारीय माध्यम में बदल जाती है। वैनिला एसेंस की गंध अम्ल में बनी रहती है लेकिन क्षारक में गायब हो जाती है।",
   496→   496→   "Exam": "CBSE",
   497→   497→   "Year": "2020.0",
   498→   498→   "_sheet_row": 282
   499→   499→  },
   500→   500→  {
   501→   501→   "Subject": "Science",
   502→   502→   "Chapter No.": "2.0",
   503→   503→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   504→   504→   "Medium": "Hindi",
   505→   505→   "Question": "उस यौगिक का रासायनिक नाम क्या है जिसका उपयोग कई रासायनिक उद्योगों में ऑक्सीकारक के रूप में और पीने के पानी को कीटाणुमुक्त करने के लिए किया जाता है?",
   506→   506→   "Option 1": "सोडियम क्लोराइड",
   507→   507→   "Option 2": "कैल्शियम ऑक्सीक्लोराइड",
   508→   508→   "Option 3": "कैल्शियम सल्फेट",
   509→   509→   "Option 4": "सोडियम हाइड्रोजनकार्बोनेट",
   510→   510→   "Correct Option": "2.0",
   511→   511→   "Explanation": "कैल्शियम ऑक्सीक्लोराइड (विरंजक चूर्ण, $CaOCl_2$) क्लोरीन मुक्त करता है जो कीटाणुओं को मारता है और एक प्रबल ऑक्सीकारक के रूप में कार्य करता है।",
   512→   512→   "Exam": "CBSE",
   513→   513→   "Year": "2017.0",
   514→   514→   "_sheet_row": 283
   515→   515→  },
   516→   516→  {
   517→   517→   "Subject": "Science",
   518→   518→   "Chapter No.": "2.0",
   519→   519→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   520→   520→   "Medium": "Hindi",
   521→   521→   "Question": "पाचन के दौरान निकलने वाले जठर रस (Gastric juices) का pH होता है:",
   522→   522→   "Option 1": "7 से कम",
   523→   523→   "Option 2": "7 से अधिक",
   524→   524→   "Option 3": "7 के बराबर",
   525→   525→   "Option 4": "0 के बराबर",
   526→   526→   "Correct Option": "1.0",
   527→   527→   "Explanation": "पेट पाचन में सहायता के लिए हाइड्रोक्लोरिक अम्ल ($HCl$) उत्पन्न करता है, जिससे जठर रस अत्यधिक अम्लीय हो जाता है। इसका pH आमतौर पर 1.5 से 3.5 के बीच होता है।",
   528→   528→   "Exam": "CBSE",
   529→   529→   "Year": "2019.0",
   530→   530→   "_sheet_row": 284
   531→   531→  },
   532→   532→  {
   533→   533→   "Subject": "Science",
   534→   534→   "Chapter No.": "2.0",
   535→   535→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   536→   536→   "Medium": "Hindi",
   537→   537→   "Question": "अम्ल और क्षारक के जलीय विलयन के बारे में कौन सा कथन सही है? (i) pH जितना उच्च होगा, अम्ल उतना ही प्रबल होगा (ii) pH जितना उच्च होगा, अम्ल उतना ही दुर्बल होगा (iii) pH जितना कम होगा, क्षारक उतना ही प्रबल होगा (iv) pH जितना कम होगा, क्षारक उतना ही दुर्बल होगा",
   538→   538→   "Option 1": "(i) और (iii)",
   539→   539→   "Option 2": "(ii) और (iii)",
   540→   540→   "Option 3": "(i) और (iv)",
