     1→     1→[
   160→   160→      "Metameric segmentation",
   161→   161→      "Chitinous exoskeleton",
   162→   162→      4.0,
   163→   163→      "Annelids are characterized by metameric segmentation, a coelom, and a well-developed nervous system. However, they do not possess a chitinous exoskeleton, which is characteristic of arthropods.",
   164→   164→      "NEET",
   165→   165→      2018.0,
   166→   166→      null,
   167→   167→      null
   168→   168→    ]
   169→   169→  },
   170→   170→  {
   171→   171→    "sheet": "Class11",
   172→   172→    "row": 3148,
   173→   173→    "data": [
   174→   174→      "Biology",
   175→   175→      4.0,
   176→   176→      "Animal Kingdom",
   177→   177→      "English",
   178→   178→      "Which of the following groups of animals belongs to the same phylum?",
   179→   179→      "Earthworm, Leech, Nereis",
   180→   180→      "Cockroach, Grasshopper, Scorpion",
   181→   181→      "Monkey, Chimpanzee, Man",
   182→   182→      "Starfish, Jellyfish, Tapeworm",
   183→   183→      1.0,
   184→   184→      "Earthworm, Leech, and Nereis all belong to the phylum Annelida. Cockroach, Grasshopper, and Scorpion belong to Arthropoda. Monkey, Chimpanzee, and Man belong to Chordata (Mammalia). Starfish belongs to Echinodermata, Jellyfish to Cnidaria, and Tapeworm to Platyhelminthes.",
   185→   185→      "NEET",
   186→   186→      2017.0,
   187→   187→      null,
   188→   188→      null
   189→   189→    ]
   190→   190→  },
   191→   191→  {
   192→   192→    "sheet": "Class11",
   193→   193→    "row": 3149,
   194→   194→    "data": [
   195→   195→      "Biology",
   196→   196→      4.0,
   197→   197→      "Animal Kingdom",
   198→   198→      "English",
   199→   199→      "In case of poriferans, the spongocoel is lined with flagellated cells called",
   200→   200→      "ostia",
   201→   201→      "oscula",
   202→   202→      "choanocytes",
   203→   203→      "mesenchymal cells",
   204→   204→      3.0,
   205→   205→      "The spongocoel in poriferans is lined with choanocytes, which are flagellated cells that create water currents for filter feeding.",
   206→   206→      "NEET",
   207→   207→      2017.0,
   208→   208→      null,
   209→   209→      null
   210→   210→    ]
   211→   211→  },
   212→   212→  {
   213→   213→    "sheet": "Class11",
   214→   214→    "row": 3150,
   215→   215→    "data": [
   216→   216→      "Biology",
   217→   217→      4.0,
   218→   218→      "Animal Kingdom",
   219→   219→      "English",
   220→   220→      "Body having meshwork of cells, internal cavities lined with food filtering flagellated cells and indirect development are the characteristics of phylum",
   221→   221→      "Coelenterata",
   222→   222→      "Porifera",
   223→   223→      "Mollusca",
   224→   224→      "Protozoa",
   225→   225→      2.0,
   226→   226→      "These characteristics are typical of phylum Porifera (sponges).",
   227→   227→      "CBSE AIPMT",
   228→   228→      2015.0,
   229→   229→      null,
   230→   230→      null
   231→   231→    ]
   232→   232→  },
   233→   233→  {
   234→   234→    "sheet": "Class11",
   235→   235→    "row": 3151,
   236→   236→    "data": [
   237→   237→      "Biology",
   238→   238→      4.0,
   239→   239→      "Animal Kingdom",
   240→   240→      "English",
   241→   241→      "Sycon belongs to a group of animals which are best described as",
   242→   242→      "multicellular with a gastrovascular system",
   243→   243→      "multicellular having tissue organisation, but no body cavity",
   244→   244→      "unicellular or acellular",
   245→   245→      "multicellular without any tissue organisation",
   246→   246→      4.0,
   247→   247→      "Sycon (a type of sponge) is a multicellular animal belonging to Porifera, which lacks tissue-grade organization and represents a cell-aggregated body plan (Parazoa).",
   248→   248→      "CBSE AIPMT",
   249→   249→      2003.0,
   250→   250→      null,
   251→   251→      null
   252→   252→    ]
   253→   253→  },
   254→   254→  {
   255→   255→    "sheet": "Class11",
   256→   256→    "row": 3152,
   257→   257→    "data": [
   258→   258→      "Biology",
   259→   259→      4.0,
   260→   260→      "Animal Kingdom",
   261→   261→      "English",
   262→   262→      "The canal system is a characteristic feature of",
   263→   263→      "echinoderms",
   264→   264→      "helminthes",
   265→   265→      "coelenterates",
   266→   266→      "sponges",
   267→   267→      4.0,
   268→   268→      "Sponges (Porifera) possess an extensive canal system for nutrition, respiration, and excretion.",
   269→   269→      "CBSE AIPMT",
   270→   270→      1999.0,
   271→   271→      null,
   272→   272→      null
   273→   273→    ]
   274→   274→  },
   275→   275→  {
   276→   276→    "sheet": "Class11",
   277→   277→    "row": 3153,
   278→   278→    "data": [
   279→   279→      "Biology",
   280→   280→      4.0,
   281→   281→      "Animal Kingdom",
   282→   282→      "English",
   283→   283→      "What is true about all sponges without exception?",
   284→   284→      "They are all marine",
   285→   285→      "They have flagellated collar cells",
   286→   286→      "They have a mixed skeleton consisting of spicules and spongin fibres",
   287→   287→      "They reproduce only asexually by budding",
   288→   288→      2.0,
   289→   289→      "All sponges possess flagellated collar cells (choanocytes). They are aquatic (mostly marine, some freshwater), may have spicules or spongin skeletons, and reproduce both sexually and asexually.",
   290→   290→      "CBSE AIPMT",
   291→   291→      1996.0,
   292→   292→      null,
   293→   293→      null
   294→   294→    ]
   295→   295→  },
   296→   296→  {
   297→   297→    "sheet": "Class11",
   298→   298→    "row": 3154,
   299→   299→    "data": [
   300→   300→      "Biology",
   301→   301→      4.0,
   302→   302→      "Animal Kingdom",
   303→   303→      "English",
   304→   304→      "The simplest type of canal system in Porifera is",
   305→   305→      "ascon type",
   306→   306→      "leucon type",
   307→   307→      "sycon type",
   308→   308→      "radial type",
   309→   309→      1.0,
   310→   310→      "The ascon type is the simplest canal system in Porifera.",
   311→   311→      "CBSE AIPMT",
   312→   312→      1992.0,
   313→   313→      null,
   314→   314→      null
   315→   315→    ]
   316→   316→  },
   317→   317→  {
   318→   318→    "sheet": "Class11",
   319→   319→    "row": 3155,
   320→   320→    "data": [
   321→   321→      "Biology",
   322→   322→      4.0,
   323→   323→      "Animal Kingdom",
   324→   324→      "English",
   325→   325→      "Classification of Porifera is based on",
   326→   326→      "branching",
   327→   327→      "spicules",
   328→   328→      "reproduction",
   329→   329→      "symmetry",
   330→   330→      2.0,
   331→   331→      "The classification of sponges (Porifera) is primarily based on their skeletal structures, which are spicules.",
   332→   332→      "CBSE AIPMT",
   333→   333→      1991.0,
   334→   334→      null,
   335→   335→      null
   336→   336→    ]
   337→   337→  },
   338→   338→  {
   339→   339→    "sheet": "Class11",
   340→   340→    "row": 3156,
   341→   341→    "data": [
   342→   342→      "Biology",
   343→   343→      4.0,
   344→   344→      "Animal Kingdom",
   345→   345→      "English",
   346→   346→      "Which one of the following living organisms completely lacks a cell wall?",
   347→   347→      "Cyanobacteria",
   348→   348→      "Sea-fan (Gorgonia)",
   349→   349→      "Saccharomyces",
   350→   350→      "Blue-green algae",
   351→   351→      2.0,
   352→   352→      "Sea-fan (Gorgonia) is an animal (phylum Cnidaria) and therefore lacks a cell wall. Cyanobacteria and blue-green algae are prokaryotes with cell walls, and Saccharomyces is a fungus with a cell wall made of chitin.",
   353→   353→      "CBSE AIPMT",
   354→   354→      2014.0,
   355→   355→      null,
   356→   356→      null
   357→   357→    ]
   358→   358→  },
   359→   359→  {
   360→   360→    "sheet": "Class11",
   361→   361→    "row": 3157,
   362→   362→    "data": [
   363→   363→      "Biology",
   364→   364→      4.0,
   365→   365→      "Animal Kingdom",
   366→   366→      "English",
   367→   367→      "Select the taxon mentioned that represents both marine and freshwater species",
   368→   368→      "Echinoderms",
   369→   369→      "Ctenophora",
   370→   370→      "Cephalochordata",
   371→   371→      "Cnidaria",
   372→   372→      4.0,
   373→   373→      "Cnidarians are found in both freshwater and marine environments. Echinoderms, Ctenophora, and Cephalochordata are exclusively marine.",
   374→   374→      "CBSE AIPMT",
   375→   375→      2014.0,
   376→   376→      null,
   377→   377→      null
   378→   378→    ]
   379→   379→  },
   380→   380→  {
   381→   381→    "sheet": "Class11",
   382→   382→    "row": 3158,
   383→   383→    "data": [
   384→   384→      "Biology",
   385→   385→      4.0,
   386→   386→      "Animal Kingdom",
   387→   387→      "English",
   388→   388→      "In which animal nerve cell is present but brain is absent?",
   389→   389→      "Sponge",
   390→   390→      "Earthworm",
   391→   391→      "Cockroach",
   392→   392→      "Hydra",
   393→   393→      4.0,
   394→   394→      "Hydra possesses nerve cells that form a nerve net, allowing it to respond to stimuli, but it lacks a centralized brain.",
   395→   395→      "CBSE AIPMT",
   396→   396→      2002.0,
   397→   397→      null,
   398→   398→      null
   399→   399→    ]
   400→   400→  },
   401→   401→  {
   402→   402→    "sheet": "Class11",
   403→   403→    "row": 3159,
   404→   404→    "data": [
   405→   405→      "Biology",
   406→   406→      4.0,
   407→   407→      "Animal Kingdom",
   408→   408→      "English",
   409→   409→      "In Hydra, waste material of food digestion and nitrogenous waste material are removed from",
   410→   410→      "mouth and mouth",
   411→   411→      "body wall and body wall",
   412→   412→      "mouth and body wall",
   413→   413→      "mouth and tentacles",
   414→   414→      3.0,
   415→   415→      "In Hydra, undigested food is egested through the mouth, and nitrogenous wastes are removed through the body wall.",
   416→   416→      "CBSE AIPMT",
   417→   417→      2001.0,
   418→   418→      null,
   419→   419→      null
   420→   420→    ]
   421→   421→  },
   422→   422→  {
   423→   423→    "sheet": "Class11",
   424→   424→    "row": 3160,
   425→   425→    "data": [
   426→   426→      "Biology",
   427→   427→      4.0,
   428→   428→      "Animal Kingdom",
   429→   429→      "English",
   430→   430→      "Most appropriate term to describe the life cycle of Obelia is",
   431→   431→      "neoteny",
   432→   432→      "metagenesis",
   433→   433→      "metamorphosis",
   434→   434→      "All of these",
   435→   435→      null,
   436→   436→      null,
   437→   437→      "CBSE AIPMT",
   438→   438→      1998.0,
   439→   439→      null,
   440→   440→      null
   441→   441→    ]
   442→   442→  },
   443→   443→  {
   444→   444→    "sheet": "Class11",
   445→   445→    "row": 3161,
   446→   446→    "data": [
   447→   447→      "Biology",
   448→   448→      4.0,
   449→   449→      "Animal Kingdom",
   450→   450→      "English",
   451→   451→      "Sea anemone is a coelenterate found in marine water, attached to the empty shell of gastropods already occupied by hermit crab, this association is",
   452→   452→      "tapeworm",
   453→   453→      "mosquito",
   454→   454→      "leech",
   455→   455→      "sea anemone",
   456→   456→      null,
   457→   457→      "Sea anemone is a coelenterate found in marine water, attached to the empty shell of gastropods already occupied by hermit crab, this association is symbiosis not parasitism. Tapeworm, mosquito and leech are parasites.",
   458→   458→      null,
   459→   459→      null,
   460→   460→      null,
   461→   461→      null
   462→   462→    ]
   463→   463→  },
   464→   464→  {
   465→   465→    "sheet": "Class11",
   466→   466→    "row": 3162,
   467→   467→    "data": [
   468→   468→      "Biology",
   469→   469→      4.0,
   470→   470→      "Animal Kingdom",
   471→   471→      "English",
   472→   472→      "Special character of coelenterates is",
   473→   473→      "polymorphism",
   474→   474→      "nematocysts",
   475→   475→      "flame cells",
   476→   476→      "hermaphroditism",
   477→   477→      null,
   478→   478→      "The most characteristic feature of coelenterates is the presence of nematocysts or stinging cells. Nematocysts are mainly concerned with food capture, defence and attachment.",
   479→   479→      "CBSE AIPMT",
   480→   480→      1994.0,
   481→   481→      null,
   482→   482→      null
   483→   483→    ]
   484→   484→  },
   485→   485→  {
   486→   486→    "sheet": "Class11",
   487→   487→    "row": 3163,
   488→   488→    "data": [
   489→   489→      "Biology",
   490→   490→      4.0,
   491→   491→      "Animal Kingdom",
   492→   492→      "English",
   493→   493→      "Which one of the following animals possesses nerve cells but no nerves?",
   494→   494→      "Hydra",
   495→   495→      "Tapeworm",
   496→   496→      "Earthworm",
   497→   497→      "Frog’s tadpole",
   498→   498→      null,
   499→   499→      "Hydra has nerve cells but no nerves. Hydra possesses a very primitive nervous system consisting of a synaptic network of bipolar and multipolar nerve cells.",
   500→   500→      "CBSE AIPMT",
   501→   501→      1993.0,
   502→   502→      null,
   503→   503→      null
   504→   504→    ]
   505→   505→  },
   506→   506→  {
   507→   507→    "sheet": "Class11",
   508→   508→    "row": 3164,
   509→   509→    "data": [
   510→   510→      "Biology",
   511→   511→      4.0,
   512→   512→      "Animal Kingdom",
   513→   513→      "English",
   514→   514→      "Budding is a normal mode of asexual reproduction in",
   515→   515→      "starfish and Hydra",
   516→   516→      "Hydra and sponges",
   517→   517→      "tapeworm and Hydra",
   518→   518→      "sponge and starfish",
   519→   519→      null,
   520→   520→      "Hydra and sponges reproduce asexually by exogenous budding, a type of vegetative propagation.",
   521→   521→      "CBSE AIPMT",
   522→   522→      1993.0,
   523→   523→      null,
   524→   524→      null
   525→   525→    ]
   526→   526→  },
   527→   527→  {
   528→   528→    "sheet": "Class11",
   529→   529→    "row": 3165,
   530→   530→    "data": [
   531→   531→      "Biology",
   532→   532→      4.0,
   533→   533→      "Animal Kingdom",
   534→   534→      "English",
   535→   535→      "Jelly fish belongs to class",
   536→   536→      "Hydrozoa",
   537→   537→      "Scyphozoa",
   538→   538→      "Anthozoa",
   539→   539→      "None of these",
   540→   540→      null,
   541→   541→      "Aurelia (jellyfish) belongs to class—Scyphozoa of phylum—Cnidaria. It is without skeleton.",
   542→   542→      "CBSE AIPMT",
   543→   543→      1989.0,
   544→   544→      null,
   545→   545→      null
   546→   546→    ]
   547→   547→  },
   548→   548→  {
   549→   549→    "sheet": "Class11",
   550→   550→    "row": 3166,
   551→   551→    "data": [
   552→   552→      "Biology",
   553→   553→      4.0,
   554→   554→      "Animal Kingdom",
   555→   555→      "English",
   556→   556→      "Organ pipe coral is",
   557→   557→      "Tubipora",
   558→   558→      "Astraea",
   559→   559→      "Helipora",
   560→   560→      "Fungia",
   561→   561→      null,
   562→   562→      "Organ pipe coral is the common name of Tubipora. This is coelenterate and comes under class—Anthrozoa.",
   563→   563→      "CBSE AIPMT",
   564→   564→      1988.0,
   565→   565→      null,
   566→   566→      null
   567→   567→    ]
   568→   568→  },
   569→   569→  {
   570→   570→    "sheet": "Class11",
   571→   571→    "row": 3167,
   572→   572→    "data": [
   573→   573→      "Biology",
   574→   574→      4.0,
   575→   575→      "Animal Kingdom",
   576→   576→      "English",
   577→   577→      "Biradial symmetry and lack of cnidoblasts are the characteristics of",
   578→   578→      "Starfish and sea anemone",
   579→   579→      "Ctenoplana and Beroe",
   580→   580→      "Aurelia and Paramecium",
   581→   581→      "Hydra and starfish",
   582→   582→      null,
   583→   583→      "Ctenoplana and Beroe lack cnidoblasts and have biradial symmetry. These belong to phylum–Ctenophora. Hydra, sea anemone and Aurelia are coelenterates which have cnidoblasts. Although sea anemone has biradial symmetry.",
   584→   584→      "CBSE AIPMT",
   585→   585→      2006.0,
   586→   586→      null,
   587→   587→      null
   588→   588→    ]
   589→   589→  },
   590→   590→  {
   591→   591→    "sheet": "Class11",
   592→   592→    "row": 3168,
   593→   593→    "data": [
   594→   594→      "Biology",
   595→   595→      4.0,
   596→   596→      "Animal Kingdom",
   597→   597→      "English",
   598→   598→      "Match the following columns and select the correct option.",
   599→   599→      "4 1 2 3",
   600→   600→      "3 2 1 4",
   601→   601→      "2 1 3 4",
   602→   602→      "1 3 2 4",
   603→   603→      null,
   604→   604→      "Locusta is a gregareous pest. In echinoderms, adults are radially symmetrical but larvae are bilaterally symmetrical. Scorpions respire through book lungs. Bioluminescence is well-marked in ctenophores.",
   605→   605→      "NEET (Sep.)",
   606→   606→      2020.0,
   607→   607→      null,
   608→   608→      null
   609→   609→    ]
   610→   610→  },
   611→   611→  {
   612→   612→    "sheet": "Class11",
   613→   613→    "row": 3169,
   614→   614→    "data": [
   615→   615→      "Biology",
   616→   616→      4.0,
   617→   617→      "Animal Kingdom",
   618→   618→      "English",
   619→   619→      "Bilaterally symmetrical and acoelomate animals are exemplified by",
   620→   620→      "Platyhelminthes",
   621→   621→      "Aschelminthes",
   622→   622→      "Annelida",
   623→   623→      "Ctenophora",
   624→   624→      null,
   625→   625→      "Platyhelminthes are bilaterally symmetrical, triploblastic and acoelomate animals with organ level of organisation. Aschelminthes are bilaterally symmetrical, triploblastic and pseudocoelomate with organ system grade of body organisation. Annelida are bilaterally symmetrical, triploblastic and truly schizocoelomate. Ctenophora are biradially symmetrical,triploblastic and acoelomates.",
   626→   626→      "NEET (Sep.)",
   627→   627→      2020.0,
   628→   628→      null,
   629→   629→      null
   630→   630→    ]
   631→   631→  },
   632→   632→  {
   633→   633→    "sheet": "Class11",
   634→   634→    "row": 3170,
   635→   635→    "data": [
   636→   636→      "Biology",
   637→   637→      4.0,
   638→   638→      "Animal Kingdom",
   639→   639→      "English",
   640→   640→      "Planaria possess high capacity of",
   641→   641→      "metamorphosis",
   642→   642→      "regeneration",
   643→   643→      "alternation of generation",
   644→   644→      "bioluminescence",
   645→   645→      null,
   646→   646→      "Planaria is a flatworm belonging to phylum–Platyhelminthes. They are the simplest form of multicellular animal. They have high capacity of regeneration of new tissue at the wound site via cell proliferation (blastema formation) and the remodelling of pre-existing tissue to restore symmetry and proportion. This is due the neoblast cells. These cells are usually scattered through out the body and are able to participate in any type of development. The regenerative capacity of different body sections is an indicator of the presence of different numbers of neoblast cells.",
   647→   647→      "CBSE AIPMT",
   648→   648→      2014.0,
   649→   649→      null,
   650→   650→      null
   651→   651→    ]
   652→   652→  },
   653→   653→  {
   654→   654→    "sheet": "Class11",
   655→   655→    "row": 3171,
   656→   656→    "data": [
   657→   657→      "Biology",
   658→   658→      4.0,
   659→   659→      "Animal Kingdom",
   660→   660→      "English",
   661→   661→      "One example of animal having a single opening to the outside that serves both as mouth as well as anus is",
   662→   662→      "Octopus",
   663→   663→      "Asterias",
   664→   664→      "Ascidia",
   665→   665→      "Fasciola",
   666→   666→      null,
   667→   667→      "Fasciola hepatica (sheep liver fluke) belongs to phylum–Platyhelminthes. These worms have incomplete alimentary canal, there is a single opening for both ingestion and egestion. This is also called as blind sac body plan.",
   668→   668→      "CBSE AIPMT",
   669→   669→      2010.0,
   670→   670→      null,
   671→   671→      null
   672→   672→    ]
   673→   673→  },
   674→   674→  {
   675→   675→    "sheet": "Class11",
   676→   676→    "row": 3172,
   677→   677→    "data": [
   678→   678→      "Biology",
   679→   679→      4.0,
   680→   680→      "Animal Kingdom",
   681→   681→      "English",
   682→   682→      "Which one of the following kinds of animals are triploblastic?",
   683→   683→      "Flatworms",
   684→   684→      "Sponges",
   685→   685→      "Ctenophores",
   686→   686→      "Corals",
   687→   687→      null,
   688→   688→      "Flatworms (phylum–Platyhelminthes) are triploblastic animals. The cells of the body wall are arranged in three layers. i.e. ectoderm, mesoderm and endoderm. Sponges, ctenophores and corals are diploblastic animals.",
   689→   689→      "CBSE AIPMT",
   690→   690→      2010.0,
   691→   691→      null,
   692→   692→      null
   693→   693→    ]
   694→   694→  },
   695→   695→  {
   696→   696→    "sheet": "Class11",
   697→   697→    "row": 3173,
   698→   698→    "data": [
   699→   699→      "Biology",
   700→   700→      4.0,
   701→   701→      "Animal Kingdom",
   702→   702→      "English",
   703→   703→      "During its life cycle, Fasciola hepatica (liver fluke) infects its intermediate host and primary host at the following larval stages respectively",
   704→   704→      "metacercaria and cercaria",
   705→   705→      "miracidium and metacercaria",
   706→   706→      "redia and miracidium",
   707→   707→      "cercaria and redia",
   708→   708→      null,
   709→   709→      "Liver fluke (Fasciola hepatica) is a ‘digenetic’ endoparasite, i.e. its life cycle completes within two hosts. The primary host is sheep and the secondary or intermediate host is fresh water gastropod, snail. Fasciola hepatica infects its intermediate host at miracidium stage and its primary host at metacercaria stage.",
   710→   710→      "CBSE AIPMT",
   711→   711→      2003.0,
   712→   712→      null,
   713→   713→      null
   714→   714→    ]
   715→   715→  },
   716→   716→  {
   717→   717→    "sheet": "Class11",
   718→   718→    "row": 3174,
   719→   719→    "data": [
   720→   720→      "Biology",
   721→   721→      4.0,
   722→   722→      "Animal Kingdom",
   723→   723→      "English",
   724→   724→      "Which one belongs to Platyhelminthes?",
   725→   725→      "Schistosoma",
   726→   726→      "Trypansoma",
   727→   727→      "Plasmodium",
   728→   728→      "Wuchereria",
   729→   729→      null,
   730→   730→      "Schistosoma is the common human blood fluke and belongs to Platyhelminthes. It is a genus of trematodes. It is a parasitic flatworm responsible for a highly significant group of infections in humans termed as Schistosomiasis.",
   731→   731→      "CBSE AIPMT",
   732→   732→      1994.0,
   733→   733→      null,
   734→   734→      null
   735→   735→    ]
   736→   736→  },
   737→   737→  {
   738→   738→    "sheet": "Class11",
   739→   739→    "row": 3175,
   740→   740→    "data": [
   741→   741→      "Biology",
   742→   742→      4.0,
   743→   743→      "Animal Kingdom",
   744→   744→      "English",
   745→   745→      "What is true about Taenia saginata?",
   746→   746→      "Life history has pig as intermediate host",
   747→   747→      "There are two large suckers on scolex",
   748→   748→      "Rostellar hooks are absent",
   749→   749→      "Rostellum has double circle of hooks",
   750→   750→      null,
   751→   751→      "Taenia saginata do not possess rostellum and rostellar hooks.",
   752→   752→      "CBSE AIPMT",
   753→   753→      1993.0,
   754→   754→      null,
   755→   755→      null
   756→   756→    ]
   757→   757→  },
   758→   758→  {
   759→   759→    "sheet": "Class11",
   760→   760→    "row": 3176,
   761→   761→    "data": [
   762→   762→      "Biology",
   763→   763→      4.0,
   764→   764→      "Animal Kingdom",
   765→   765→      "English",
   766→   766→      "What is correct about Taenia?",
   767→   767→      "Male organs occur in posterior proglottids",
   768→   768→      "Male organs occur in anterior proglottids",
   769→   769→      "Female organs occur in anterior proglottids",
   770→   770→      "Mature proglottids contain both male and female organs",
   771→   771→      null,
   772→   772→      "Body of Taenia is divided into scolex, neck and strobilla. Strobilla is the main body and made of proglottids. A proglottid is a unit of body enclosing a complete set of genitalia. Mature proglottids are in the middle having both male and female reproductive organs.",
   773→   773→      "CBSE AIPMT",
   774→   774→      1992.0,
   775→   775→      null,
   776→   776→      null
   777→   777→    ]
   778→   778→  },
   779→   779→  {
   780→   780→    "sheet": "Class11",
   781→   781→    "row": 3177,
   782→   782→    "data": [
   783→   783→      "Biology",
   784→   784→      4.0,
   785→   785→      "Animal Kingdom",
   786→   786→      "English",
   787→   787→      "The excretory structures of flat worms/Taenia are",
   788→   788→      "flame cells",
   789→   789→      "protonephridia",
   790→   790→      "Malpighian tubules",
   791→   791→      "green glands",
   792→   792→      null,
   793→   793→      "Excretory structures of flatworms/Taenia are flame cells. Longitudinal and cross-connecting excretory canals drain fluid from flame cells in each proglottid. Main excretory products are ammonia and fatty acids.",
   794→   794→      "CBSE AIPMT",
   795→   795→      1991.0,
   796→   796→      null,
   797→   797→      null
   798→   798→    ]
   799→   799→  },
   800→   800→  {
   801→   801→    "sheet": "Class11",
   802→   802→    "row": 3178,
   803→   803→    "data": [
   804→   804→      "Biology",
   805→   805→      4.0,
   806→   806→      "Animal Kingdom",
